@T,table,,,,,,,,
Created,2018-11-09 16:31,,,,,,,,
Author,HortonMachine library,,,,,,,,
@H,timestamp,value_1,value_1,value_1,value_1,value_1,value_1,value_1,value_1
ID,,1,1,1,1,1,1,1,1
Type,Date,Double,Double,Double,Double,Double,Double,Double,Double
Format,yyyy-MM-dd HH:mm,Latent Heat Shadow (W/m2),Latent Heat Shadow (mm),Latent Heat Sun (W/m2),Latent Heat Sun (mm),ET FAO (W/m2),ET FAO (mm),ET PT (W/m2),ET PT (mm)
,2018-05-23 18:00,30.2112142467,0.0443919883,24.7337849681,0.0363435208,2.3518930231,0.0034558428,5.8056286278,0.0085307196
,2018-05-23 19:00,12.8245110778,0.0188441795,3.2692483101,0.0048037934,0.0070112517,1.03022473233512E-05,0,0
,2018-05-23 20:00,0,0,0,0,0.0167640579,2.46329013906965E-05,0,0
,2018-05-23 21:00,0,0,0,0,0.0108758262,1.59808058517574E-05,0,0
,2018-05-23 22:00,0,0,0,0,0.0049713231,7.30480124110896E-06,0,0
,2018-05-23 23:00,0,0,0,0,-0.0007586735,-1.11478560896604E-06,0,0
,2018-05-24 00:00,0,0,0,0,-0.0014845354,-2.18135807075895E-06,0,0
,2018-05-24 01:00,0,0,0,0,-0.0045284449,-0.000006654,0,0
,2018-05-24 02:00,0,0,0,0,-0.0027785811,-4.08281310249044E-06,0,0
,2018-05-24 03:00,0,0,0,0,-0.0010438616,-1.53383746821762E-06,0,0
,2018-05-24 04:00,0,0,0,0,-0.0022894336,-3.36406565382608E-06,0,0
,2018-05-24 05:00,-1.6168488108,-0.0023757778,2.430000885,0.0035706135,0,0,0,0
,2018-05-24 06:00,4.6685572031,0.0068599208,9.8224471566,0.0144329836,-0.0013678433,-2.0098921657256E-06,0,0
,2018-05-24 07:00,5.4955988402,0.0080751656,12.4638362953,0.0183142084,1.2130078909,0.0017823789,3.0011569145,0.0044098632
,2018-05-24 08:00,9.1994321877,0.013517533,27.7343058575,0.0407524494,6.6327372124,0.0097460628,16.5236855147,0.0242797012
,2018-05-24 09:00,20.5831892046,0.0302446862,71.6245421979,0.1052442253,28.6210927061,0.0420554832,71.4247309152,0.104950625
,2018-05-24 10:00,43.7522124967,0.0642889653,100.0894422321,0.1470702008,32.1443217363,0.0472324728,81.4079010681,0.119619773
,2018-05-24 11:00,32.6689626335,0.0480033737,66.8089341544,0.0981682298,16.8945992027,0.0248247172,43.5505690118,0.0639926728
,2018-05-24 12:00,19.5485554242,0.028724408,38.628770911,0.056760643,4.2879071223,0.0063005982,10.7745122169,0.0158319363
,2018-05-24 13:00,12.7614614629,0.0187515352,49.8868643794,0.0733031477,18.8921338894,0.0277598702,48.1122432934,0.0706955412
,2018-05-24 14:00,19.9350109934,0.0292922611,76.1081648181,0.1118324054,31.3215438128,0.0460234929,78.6342452668,0.1155441971
,2018-05-24 15:00,48.3240547019,0.0710067743,142.7364664034,0.2097352159,57.6102338671,0.0846517722,145.5772512464,0.2139094304
,2018-05-24 16:00,35.3880208104,0.0519987245,78.3144184255,0.1150742475,26.1899414403,0.0384831793,64.9939904528,0.0955013737
,2018-05-24 17:00,29.3378395402,0.0431086622,35.2291913127,0.0517653423,5.771239887,0.0084801892,14.4756567369,0.0212703528
,2018-05-24 18:00,19.8780112591,0.0292085063,13.945451123,0.0204912751,0.0252172365,3.70538985670409E-05,0,0
,2018-05-24 19:00,8.9498744538,0.0131508359,2.0571203442,0.0030227074,0.008368684,1.22968417985356E-05,0,0
,2018-05-24 20:00,0,0,0,0,0.0184749408,2.71468517187607E-05,0,0
,2018-05-24 21:00,0,0,0,0,0.0052837885,7.76393406516161E-06,0,0
,2018-05-24 22:00,0,0,0,0,0.0061868971,0.000009091,0,0
,2018-05-24 23:00,0,0,0,0,0.0034391485,5.05344264220984E-06,0,0
,2018-05-25 00:00,0,0,0,0,0.0022336183,3.28205140659592E-06,0,0
,2018-05-25 01:00,0,0,0,0,0.0070501742,1.03594396763174E-05,0,0
,2018-05-25 02:00,0,0,0,0,0.0010452985,1.53594877017301E-06,0,0
,2018-05-25 03:00,0,0,0,0,0.0006794591,9.98388909674732E-07,0,0
,2018-05-25 04:00,0,0,0,0,0.0001574472,2.31350933742875E-07,0,0
,2018-05-25 05:00,5.7159549679,0.0083989542,2.832746748,0.0041624034,6.85711803974609E-05,1.00757652828922E-07,0,0
,2018-05-25 06:00,16.0172170088,0.0235355025,24.041006462,0.0353255605,5.4273980733,0.0079749523,13.6593143032,0.0200708292
,2018-05-25 07:00,56.5710286901,0.0831247769,99.139926564,0.1456749941,38.2119149273,0.0561481199,97.1231263159,0.1427115325
,2018-05-25 08:00,88.2437699247,0.129664315,152.786498616,0.2245026102,56.3670595423,0.0828250671,146.7371136179,0.215613718
,2018-05-25 09:00,109.7821850271,0.1613125984,214.5579855776,0.3152688768,75.2448926581,0.1105639239,195.8927348379,0.2878423859
,2018-05-25 10:00,132.8610389268,0.1952243837,261.6367325122,0.384445811,87.4631692864,0.12851731,231.7568214436,0.3405406356
,2018-05-25 11:00,136.2669717714,0.2002290197,291.464886054,0.4282749346,98.7450552832,0.1450947751,261.9762674625,0.3849447195
,2018-05-25 12:00,137.4922390555,0.2020294125,266.7929041158,0.3920222265,81.7157610781,0.1200721387,219.3044242883,0.3222432357
,2018-05-25 13:00,130.2399334278,0.1913729634,217.09489641,0.3189965825,55.0479263582,0.0808867489,148.0518653599,0.2175455981
,2018-05-25 14:00,113.8827581004,0.1673379303,168.1723913315,0.2471104526,34.3618759434,0.0504909198,89.4468279745,0.1314320738
,2018-05-25 15:00,143.6344622339,0.21105472,240.2225247865,0.3529800364,69.3292407302,0.1018715374,180.5761699668,0.265336413
