@T,table,,,,
Created,2018-11-09 16:31,,,,
Author,HortonMachine library,,,,
@H,timestamp,value_1,value_1,val_1,val_1
ID,,1,1,1,1
Type,Date,Double,Double,,
Format,yyyy-MM-dd HH:mm,LeafTemperature Sun,LeafTemperature Shadow,Air Temperature (°C),Air Temperature (K)
,2018-10-02 20:00,280.4531808307,280.575,7.575,280.575
,2018-10-02 21:00,280.106024215,280.1916666667,7.1916666667,280.1916666667
,2018-10-02 22:00,279.8597861088,279.9333333333,6.9333333333,279.9333333333
,2018-10-02 23:00,279.5140163215,279.5666666667,6.5666666667,279.5666666667
,2018-10-03 00:00,279.5256269216,279.575,6.575,279.575
,2018-10-03 01:00,279.2126762996,279.2583333333,6.2583333333,279.2583333333
,2018-10-03 02:00,278.9909239308,279.0166666667,6.0166666667,279.0166666667
,2018-10-03 03:00,278.9197511891,278.9666666667,5.9666666667,278.9666666667
,2018-10-03 04:00,278.6800968886,278.7083333333,5.7083333333,278.7083333333
,2018-10-03 05:00,278.6700091005,278.7083333333,5.7083333333,278.7083333333
,2018-10-03 06:00,278.6714894313,278.7083333333,5.7083333333,278.7083333333
,2018-10-03 07:00,282.3623765887,279.6811700998,6.2416666667,279.2416666667
,2018-10-03 08:00,285.945550155,280.9452069907,7.45,280.45
,2018-10-03 09:00,298.3858388768,286.0102543682,12.7,285.7
,2018-10-03 10:00,300.7557458736,288.2617536164,15.1416666667,288.1416666667
,2018-10-03 11:00,301.1407891589,290.1922338732,17.4,290.4
,2018-10-03 12:00,299.6131890883,290.9012467477,18.3166666667,291.3166666667
,2018-10-03 13:00,299.062983122,290.6969263464,18.1166666667,291.1166666667
,2018-10-03 14:00,297.6129369418,290.7354194706,18.3,291.3
,2018-10-03 15:00,292.3083791818,289.2692800951,16.7916666667,289.7916666667
,2018-10-03 16:00,292.7671714701,288.7199990641,16.175,289.175
,2018-10-03 17:00,289.1377913554,286.2951950503,13.6416666667,286.6416666667
,2018-10-03 18:00,284.6577022811,284.8666666667,11.8666666667,284.8666666667
,2018-10-03 19:00,283.7270627879,283.9083333333,10.9083333333,283.9083333333
,2018-10-03 20:00,283.1499799535,283.3,10.3,283.3
,2018-10-03 21:00,282.7614686804,282.95,9.95,282.95
,2018-10-03 22:00,282.7358821828,283.0083333333,10.0083333333,283.0083333333
,2018-10-03 23:00,282.3142428147,282.5833333333,9.5833333333,282.5833333333
,2018-10-04 00:00,282.211155478,282.5083333333,9.5083333333,282.5083333333
,2018-10-04 01:00,282.1518244762,282.4916666667,9.4916666667,282.4916666667
,2018-10-04 02:00,281.8271068681,282.1083333333,9.1083333333,282.1083333333
,2018-10-04 03:00,281.833141552,282.1916666667,9.1916666667,282.1916666667
,2018-10-04 04:00,281.7735746532,282.1166666667,9.1166666667,282.1166666667
,2018-10-04 05:00,281.5837764465,281.9333333333,8.9333333333,281.9333333333
,2018-10-04 06:00,281.4912339598,281.8166666667,8.8166666667,281.8166666667
,2018-10-04 07:00,285.1161483666,282.2342031742,9.0166666667,282.0166666667
,2018-10-04 08:00,287.2260178829,283.3320693158,10.1333333333,283.1333333333
,2018-10-04 09:00,296.1492942085,287.678380262,14.8916666667,287.8916666667
,2018-10-04 10:00,299.0426976721,289.7759965405,17.225,290.225
,2018-10-04 11:00,299.2581782233,290.7869705168,18.45,291.45
,2018-10-04 12:00,299.6159853419,291.3371712912,19.125,292.125
,2018-10-04 13:00,299.4901030346,291.496846839,19.3166666667,292.3166666667
,2018-10-04 14:00,297.5558405861,291.0666466545,18.9,291.9
,2018-10-04 15:00,292.3036574168,289.7905065487,17.625,290.625
,2018-10-04 16:00,290.2329848561,288.466823818,16.1583333333,289.1583333333
,2018-10-04 17:00,286.121021394,285.3664455419,12.9083333333,285.9083333333
,2018-10-04 18:00,284.0856894834,284.5083333333,11.5083333333,284.5083333333
,2018-10-04 19:00,283.3090208957,283.6583333333,10.6583333333,283.6583333333
,2018-10-04 20:00,282.8567298847,283.1666666667,10.1666666667,283.1666666667
,2018-10-04 21:00,282.5396770806,282.8166666667,9.8166666667,282.8166666667
,2018-10-04 22:00,282.1214666319,282.3333333333,9.3333333333,282.3333333333
,2018-10-04 23:00,282.0499010564,282.2666666667,9.2666666667,282.2666666667
,2018-10-05 00:00,281.8432253996,282.0416666667,9.0416666667,282.0416666667
,2018-10-05 01:00,281.7512030789,281.925,8.925,281.925
,2018-10-05 02:00,281.4881249208,281.6416666667,8.6416666667,281.6416666667
,2018-10-05 03:00,281.4385724968,281.5833333333,8.5833333333,281.5833333333
,2018-10-05 04:00,281.1251114236,281.2416666667,8.2416666667,281.2416666667
,2018-10-05 05:00,280.8971407273,280.9833333333,7.9833333333,280.9833333333
,2018-10-05 06:00,280.9900581109,281.0833333333,8.0833333333,281.0833333333
,2018-10-05 07:00,283.9909483801,281.6945890853,8.3583333333,281.3583333333
,2018-10-05 08:00,285.9160261152,282.8959605879,9.5833333333,282.5833333333
,2018-10-05 09:00,298.4325870095,287.4558871776,14.325,287.325
,2018-10-05 10:00,300.5047458996,289.7737559551,16.975,289.975
,2018-10-05 11:00,301.4025532558,291.5917473409,19.0583333333,292.0583333333
,2018-10-05 12:00,301.0474180843,292.0660811407,19.7166666667,292.7166666667
,2018-10-05 13:00,301.0398386024,292.9141299098,20.8583333333,293.8583333333
,2018-10-05 14:00,296.1739179786,291.1107107737,18.9,291.9
,2018-10-05 15:00,293.4867856872,290.2222293101,17.9583333333,290.9583333333
,2018-10-05 16:00,291.8720322643,288.4713393388,15.8666666667,288.8666666667
,2018-10-05 17:00,287.6977657473,286.0818787253,13.5083333333,286.5083333333
,2018-10-05 18:00,284.6616001737,284.9666666667,11.9666666667,284.9666666667
,2018-10-05 19:00,283.9439165469,284.1916666667,11.1916666667,284.1916666667
,2018-10-05 20:00,284.3539513168,284.6416666667,11.6416666667,284.6416666667
,2018-10-05 21:00,284.5587179217,284.8833333333,11.8833333333,284.8833333333
,2018-10-05 22:00,284.719211244,285.15,12.15,285.15
,2018-10-05 23:00,284.2074240171,284.5416666667,11.5416666667,284.5416666667
,2018-10-06 00:00,283.2831794466,283.375,10.375,283.375
,2018-10-06 01:00,282.9150796702,282.9416666667,9.9416666667,282.9416666667
,2018-10-06 02:00,282.9106481987,282.9166666667,9.9166666667,282.9166666667
,2018-10-06 03:00,282.9704354174,282.9666666667,9.9666666667,282.9666666667
,2018-10-06 04:00,283.1013372107,283.0916666667,10.0916666667,283.0916666667
,2018-10-06 05:00,283.4036628282,283.3833333333,10.3833333333,283.3833333333
,2018-10-06 06:00,283.6318202955,283.6083333333,10.6083333333,283.6083333333
,2018-10-06 07:00,286.704079337,284.6522775801,10.8916666667,283.8916666667
,2018-10-06 08:00,291.2200207809,285.5998170777,11.45,284.45
,2018-10-06 09:00,289.4802350024,286.2510105518,12.675,285.675
,2018-10-06 10:00,290.6585382102,287.215973886,13.625,286.625
,2018-10-06 11:00,297.7650249134,289.4575220662,15.5083333333,288.5083333333
,2018-10-06 12:00,297.3231316596,289.7996066781,15.5333333333,288.5333333333
,2018-10-06 13:00,296.3492012385,289.8620960761,16.125,289.125
,2018-10-06 14:00,294.2562930118,289.4842290707,15.6416666667,288.6416666667
,2018-10-06 15:00,292.3600511673,288.3731580827,14.825,287.825
,2018-10-06 16:00,287.8446887731,287.0079502531,13.775,286.775
,2018-10-06 17:00,286.2160784826,286.1393335635,13.15,286.15
,2018-10-06 18:00,285.8563129288,285.85,12.85,285.85
,2018-10-06 19:00,285.7158399292,285.7,12.7,285.7
,2018-10-06 20:00,285.5667175263,285.5416666667,12.5416666667,285.5416666667
,2018-10-06 21:00,285.3930113048,285.3666666667,12.3666666667,285.3666666667
,2018-10-06 22:00,285.2281980703,285.1916666667,12.1916666667,285.1916666667
,2018-10-06 23:00,284.8620868517,284.825,11.825,284.825
,2018-10-07 00:00,284.4157298676,284.375,11.375,284.375
,2018-10-07 01:00,283.9058050033,283.8666666667,10.8666666667,283.8666666667
,2018-10-07 02:00,283.4864116202,283.4416666667,10.4416666667,283.4416666667
,2018-10-07 03:00,283.5127896033,283.4666666667,10.4666666667,283.4666666667
,2018-10-07 04:00,283.6630415904,283.6083333333,10.6083333333,283.6083333333
,2018-10-07 05:00,283.5110059658,283.4583333333,10.4583333333,283.4583333333
,2018-10-07 06:00,283.2062115194,283.1583333333,10.1583333333,283.1583333333
,2018-10-07 07:00,288.1232261254,283.8051787209,10.1833333333,283.1833333333
,2018-10-07 08:00,287.4957745493,284.5466231938,10.6833333333,283.6833333333
,2018-10-07 09:00,288.6227581905,285.2591573092,11.625,284.625
,2018-10-07 10:00,288.7135921468,286.3417592986,12.7666666667,285.7666666667
,2018-10-07 11:00,298.7773972536,289.9262599663,16.5,289.5
,2018-10-07 12:00,300.1743125205,291.9953144112,19.15,292.15
,2018-10-07 13:00,296.4320914118,291.0397427458,18.0166666667,291.0166666667
,2018-10-07 14:00,295.6633143326,290.7495642448,17.8083333333,290.8083333333
,2018-10-07 15:00,296.837581379,290.6407734369,17.4916666667,290.4916666667
,2018-10-07 16:00,292.8902337147,289.2726100859,16.275,289.275
,2018-10-07 17:00,288.9493123384,288.0656356931,15.2666666667,288.2666666667
,2018-10-07 18:00,287.4061277093,287.5666666667,14.5666666667,287.5666666667
,2018-10-07 19:00,286.9068073567,287.0166666667,14.0166666667,287.0166666667
,2018-10-07 20:00,285.9500294542,285.9833333333,12.9833333333,285.9833333333
,2018-10-07 21:00,286.1126532454,286.125,13.125,286.125
,2018-10-07 22:00,285.5724231133,285.5833333333,12.5833333333,285.5833333333
,2018-10-07 23:00,285.1453465749,285.1416666667,12.1416666667,285.1416666667
,2018-10-08 00:00,285.0416978741,285.0333333333,12.0333333333,285.0333333333
,2018-10-08 01:00,284.8512130733,284.8333333333,11.8333333333,284.8333333333
,2018-10-08 02:00,284.9756382323,284.95,11.95,284.95
,2018-10-08 03:00,285.0834460405,285.0583333333,12.0583333333,285.0583333333
,2018-10-08 04:00,285.3874129361,285.375,12.375,285.375
,2018-10-08 05:00,285.3358088795,285.3333333333,12.3333333333,285.3333333333
,2018-10-08 06:00,285.1739429723,285.1666666667,12.1666666667,285.1666666667
,2018-10-08 07:00,292.2378425831,286.1839678974,12.8583333333,285.8583333333
,2018-10-08 08:00,293.6983321842,288.0132468296,14.5833333333,287.5833333333
,2018-10-08 09:00,306.143298893,290.835713321,16.5333333333,289.5333333333
,2018-10-08 10:00,298.1129467377,291.1163928763,17.8583333333,290.8583333333
,2018-10-08 11:00,292.2364452726,289.9444157303,16.7583333333,289.7583333333
,2018-10-08 12:00,292.7878748574,290.3187643094,17.25,290.25
,2018-10-08 13:00,297.1237639891,291.5529470086,18.6583333333,291.6583333333
,2018-10-08 14:00,295.4940354927,291.7566135337,19.1416666667,292.1416666667
,2018-10-08 15:00,294.1667220137,290.9531545444,18.3083333333,291.3083333333
,2018-10-08 16:00,291.3909328349,290.0290183636,17.3166666667,290.3166666667
,2018-10-08 17:00,289.2027102668,288.3862650385,15.65,288.65
,2018-10-08 18:00,287.4619135756,287.6,14.6,287.6
,2018-10-08 19:00,287.1750215003,287.2833333333,14.2833333333,287.2833333333
,2018-10-08 20:00,286.8674510239,286.9666666667,13.9666666667,286.9666666667
,2018-10-08 21:00,286.7250671723,286.8166666667,13.8166666667,286.8166666667
,2018-10-08 22:00,286.1198817941,286.1916666667,13.1916666667,286.1916666667
,2018-10-08 23:00,285.4434472138,285.5166666667,12.5166666667,285.5166666667
,2018-10-09 00:00,284.9904530282,285.0583333333,12.0583333333,285.0583333333
,2018-10-09 01:00,284.5567834157,284.6,11.6,284.6
,2018-10-09 02:00,284.3070439684,284.3333333333,11.3333333333,284.3333333333
,2018-10-09 03:00,284.6670315697,284.7083333333,11.7083333333,284.7083333333
,2018-10-09 04:00,284.8611056002,284.9,11.9,284.9
,2018-10-09 05:00,284.4017346913,284.4166666667,11.4166666667,284.4166666667
,2018-10-09 06:00,284.7096853118,284.7166666667,11.7166666667,284.7166666667
,2018-10-09 07:00,292.5495029249,285.685086201,12.1083333333,285.1083333333
,2018-10-09 08:00,287.3600160423,285.8083858107,12.4083333333,285.4083333333
,2018-10-09 09:00,293.1080350224,288.0119418187,14.7333333333,287.7333333333
,2018-10-09 10:00,294.5849652513,289.5542713145,16.4416666667,289.4416666667
,2018-10-09 11:00,298.9090779465,292.0424106702,19.2583333333,292.2583333333
,2018-10-09 12:00,299.4276338193,292.4000903222,19.6833333333,292.6833333333
,2018-10-09 13:00,298.2314226572,292.2858636601,19.6416666667,292.6416666667
,2018-10-09 14:00,295.8825713553,291.5148592058,18.875,291.875
,2018-10-09 15:00,294.0535705558,290.947246167,18.3666666667,291.3666666667
,2018-10-09 16:00,292.5392159214,289.8634895169,17.175,290.175
,2018-10-09 17:00,292.7547622274,289.5612164296,15.7166666667,288.7166666667
,2018-10-09 18:00,287.2923794558,287.5583333333,14.5583333333,287.5583333333
,2018-10-09 19:00,287.0636083547,287.275,14.275,287.275
,2018-10-09 20:00,286.6768788377,286.8583333333,13.8583333333,286.8583333333
,2018-10-09 21:00,286.5244382475,286.6833333333,13.6833333333,286.6833333333
,2018-10-09 22:00,286.1661243356,286.3166666667,13.3166666667,286.3166666667
,2018-10-09 23:00,286.2040713361,286.3333333333,13.3333333333,286.3333333333
,2018-10-10 00:00,285.6447288777,285.75,12.75,285.75
,2018-10-10 01:00,285.2274510321,285.3,12.3,285.3
,2018-10-10 02:00,284.6109985662,284.6666666667,11.6666666667,284.6666666667
,2018-10-10 03:00,284.5376244652,284.575,11.575,284.575
,2018-10-10 04:00,284.4778003736,284.525,11.525,284.525
,2018-10-10 05:00,284.4121163862,284.4416666667,11.4416666667,284.4416666667
,2018-10-10 06:00,284.7497913416,284.8083333333,11.8083333333,284.8083333333
,2018-10-10 07:00,293.2887195886,285.1047205621,11.625,284.625
,2018-10-10 08:00,292.1832696123,286.0683994646,12.4,285.4
,2018-10-10 09:00,292.8135949814,287.6112743034,14.1333333333,287.1333333333
,2018-10-10 10:00,293.1325675288,289.6889130023,16.8916666667,289.8916666667
,2018-10-10 11:00,292.8078171237,289.7125051,16.9333333333,289.9333333333
,2018-10-10 12:00,298.1944980031,291.5386684409,18.9333333333,291.9333333333
,2018-10-10 13:00,299.8963395275,292.1385507391,19.6916666667,292.6916666667
,2018-10-10 14:00,299.4896378856,292.3008220507,20.0916666667,293.0916666667
,2018-10-10 15:00,295.1252918018,291.085277432,18.95,291.95
,2018-10-10 16:00,293.4292747611,289.355328685,16.9,289.9
,2018-10-10 17:00,287.3556218302,286.687828803,14.175,287.175
,2018-10-10 18:00,285.594025515,285.9916666667,12.9916666667,285.9916666667
,2018-10-10 19:00,284.7213359343,285.0416666667,12.0416666667,285.0416666667
,2018-10-10 20:00,284.3866123424,284.625,11.625,284.625
,2018-10-10 21:00,284.520106762,284.7416666667,11.7416666667,284.7416666667
,2018-10-10 22:00,284.8033069568,285.0416666667,12.0416666667,285.0416666667
,2018-10-10 23:00,284.731233357,285,12,285
,2018-10-11 00:00,284.2734344142,284.4916666667,11.4916666667,284.4916666667
,2018-10-11 01:00,283.7779937821,283.9666666667,10.9666666667,283.9666666667
,2018-10-11 02:00,283.494080546,283.675,10.675,283.675
,2018-10-11 03:00,283.0070899709,283.1833333333,10.1833333333,283.1833333333
,2018-10-11 04:00,282.7487651437,282.9083333333,9.9083333333,282.9083333333
,2018-10-11 05:00,282.3711158885,282.5,9.5,282.5
,2018-10-11 06:00,282.525516808,282.7,9.7,282.7
,2018-10-11 07:00,300.4582012788,284.1586217113,10.75,283.75
,2018-10-11 08:00,296.7977239073,286.2550364266,12.55,285.55
,2018-10-11 09:00,296.8994911569,287.6695587219,14.5,287.5
,2018-10-11 10:00,297.8961230329,290.2996556029,17.7333333333,290.7333333333
,2018-10-11 11:00,298.9596251876,291.1759056113,18.85,291.85
,2018-10-11 12:00,299.0227964618,291.8095009073,19.6166666667,292.6166666667
,2018-10-11 13:00,298.7067391411,291.8207966053,19.625,292.625
,2018-10-11 14:00,297.051784124,291.389674404,19.225,292.225
,2018-10-11 15:00,293.0154005713,289.8935579758,17.6583333333,290.6583333333
,2018-10-11 16:00,292.5120668972,289.1599905811,16.9083333333,289.9083333333
,2018-10-11 17:00,288.1697279669,287.42359658,15.15,288.15
,2018-10-11 18:00,286.5818238605,287.175,14.175,287.175
,2018-10-11 19:00,286.4169692284,286.8166666667,13.8166666667,286.8166666667
,2018-10-11 20:00,285.9385310437,286.3166666667,13.3166666667,286.3166666667
,2018-10-11 21:00,285.6681054576,286.0416666667,13.0416666667,286.0416666667
,2018-10-11 22:00,285.4670124508,285.85,12.85,285.85
,2018-10-11 23:00,285.2390698734,285.6416666667,12.6416666667,285.6416666667
,2018-10-12 00:00,285.1888429213,285.5583333333,12.5583333333,285.5583333333
,2018-10-12 01:00,285.4062785856,285.8333333333,12.8333333333,285.8333333333
,2018-10-12 02:00,285.394889721,285.7583333333,12.7583333333,285.7583333333
,2018-10-12 03:00,285.1499526536,285.55,12.55,285.55
,2018-10-12 04:00,285.0528527472,285.425,12.425,285.425
,2018-10-12 05:00,284.2808753345,284.575,11.575,284.575
,2018-10-12 06:00,283.9336195113,284.1833333333,11.1833333333,284.1833333333
,2018-10-12 07:00,287.9625399602,284.2599726656,11.1083333333,284.1083333333
,2018-10-12 08:00,287.2109524013,284.8759973023,11.5916666667,284.5916666667
,2018-10-12 09:00,295.846075532,287.8301303901,14.725,287.725
,2018-10-12 10:00,301.0292908286,291.3700104855,18.7166666667,291.7166666667
,2018-10-12 11:00,302.480980647,293.0881436404,20.725,293.725
,2018-10-12 12:00,300.9327212448,293.1677948354,20.8666666667,293.8666666667
,2018-10-12 13:00,300.2538648164,293.2036791377,20.875,293.875
,2018-10-12 14:00,299.0138653797,292.9355862851,20.625,293.625
,2018-10-12 15:00,294.5700947774,291.7080292312,19.3083333333,292.3083333333
,2018-10-12 16:00,293.0911163046,290.0477917402,17.3333333333,290.3333333333
,2018-10-12 17:00,288.3380558032,287.6543055971,14.9833333333,287.9833333333
,2018-10-12 18:00,286.647824511,286.8666666667,13.8666666667,286.8666666667
,2018-10-12 19:00,286.1033880319,286.275,13.275,286.275
,2018-10-12 20:00,285.8107729069,285.9666666667,12.9666666667,285.9666666667
,2018-10-12 21:00,285.3413102678,285.4666666667,12.4666666667,285.4666666667
,2018-10-12 22:00,285.1472818533,285.2583333333,12.2583333333,285.2583333333
,2018-10-12 23:00,285.0374694114,285.15,12.15,285.15
,2018-10-13 00:00,284.8763991999,284.9666666667,11.9666666667,284.9666666667
,2018-10-13 01:00,284.7277912325,284.8166666667,11.8166666667,284.8166666667
,2018-10-13 02:00,284.431468167,284.5416666667,11.5416666667,284.5416666667
,2018-10-13 03:00,284.1673143937,284.2916666667,11.2916666667,284.2916666667
,2018-10-13 04:00,283.9735996768,284.075,11.075,284.075
,2018-10-13 05:00,283.7763290201,283.875,10.875,283.875
,2018-10-13 06:00,283.5161550609,283.6083333333,10.6083333333,283.6083333333
,2018-10-13 07:00,289.5101169764,284.1497140498,10.775,283.775
,2018-10-13 08:00,287.5404391455,284.9256881806,11.5333333333,284.5333333333
,2018-10-13 09:00,295.0255845606,287.4197447122,14.125,287.125
,2018-10-13 10:00,300.6171331485,290.8640173023,17.9833333333,290.9833333333
,2018-10-13 11:00,301.2999078132,292.6115373338,20.1166666667,293.1166666667
,2018-10-13 12:00,300.7223546566,293.0475007214,20.7916666667,293.7916666667
,2018-10-13 13:00,299.5356150846,292.7204550996,20.55,293.55
,2018-10-13 14:00,298.2318888482,292.4250106133,20.275,293.275
,2018-10-13 15:00,293.4732281951,291.0640518643,18.8166666667,291.8166666667
,2018-10-13 16:00,292.0277469958,289.4413823555,17.05,290.05
,2018-10-13 17:00,287.4956745757,286.7932186836,14.2583333333,287.2583333333
,2018-10-13 18:00,285.8247715711,286.175,13.175,286.175
,2018-10-13 19:00,285.125640482,285.4166666667,12.4166666667,285.4166666667
,2018-10-13 20:00,284.4093394408,284.6416666667,11.6416666667,284.6416666667
,2018-10-13 21:00,283.9671803389,284.1916666667,11.1916666667,284.1916666667
,2018-10-13 22:00,283.7901378734,284.0583333333,11.0583333333,284.0583333333
,2018-10-13 23:00,283.5886791886,283.875,10.875,283.875
,2018-10-14 00:00,283.1760281296,283.45,10.45,283.45
,2018-10-14 01:00,283.0576250336,283.3333333333,10.3333333333,283.3333333333
,2018-10-14 02:00,282.5835566794,282.8,9.8,282.8
,2018-10-14 03:00,282.4253735584,282.6583333333,9.6583333333,282.6583333333
,2018-10-14 04:00,282.2337098864,282.4583333333,9.4583333333,282.4583333333
,2018-10-14 05:00,281.9267786891,282.125,9.125,282.125
,2018-10-14 06:00,282.0411744912,282.2416666667,9.2416666667,282.2416666667
,2018-10-14 07:00,287.2080927725,282.6243538211,9.4583333333,282.4583333333
,2018-10-14 08:00,286.2030084122,283.4862792505,10.1833333333,283.1833333333
,2018-10-14 09:00,294.0325738403,285.9592056092,12.7083333333,285.7083333333
,2018-10-14 10:00,299.0014072082,289.6130052488,16.8416666667,289.8416666667
,2018-10-14 11:00,299.7261723854,291.4684423807,19.175,292.175
,2018-10-14 12:00,299.3586995267,291.6913686109,19.4583333333,292.4583333333
,2018-10-14 13:00,299.2180688844,291.8292349359,19.6583333333,292.6583333333
,2018-10-14 14:00,297.2392274408,291.1813160421,19.05,292.05
,2018-10-14 15:00,293.4082773731,290.2370335558,18.15,291.15
,2018-10-14 16:00,292.2050186878,289.0099885243,16.85,289.85
,2018-10-14 17:00,288.4583715546,286.5773894514,14.2833333333,287.2833333333
,2018-10-14 18:00,285.8982778475,286.4666666667,13.4666666667,286.4666666667
,2018-10-14 19:00,285.6420200486,286.2,13.2,286.2
,2018-10-14 20:00,285.3527017292,285.7083333333,12.7083333333,285.7083333333
,2018-10-14 21:00,285.0379744232,285.3416666667,12.3416666667,285.3416666667
,2018-10-14 22:00,284.6157292069,284.775,11.775,284.775
,2018-10-14 23:00,284.17856309,284.325,11.325,284.325
,2018-10-15 00:00,283.3357326619,283.45,10.45,283.45
,2018-10-15 01:00,283.196916634,283.325,10.325,283.325
,2018-10-15 02:00,283.2410935397,283.375,10.375,283.375
,2018-10-15 03:00,283.0977826942,283.2416666667,10.2416666667,283.2416666667
,2018-10-15 04:00,283.1808283709,283.35,10.35,283.35
,2018-10-15 05:00,283.39846348,283.5916666667,10.5916666667,283.5916666667
,2018-10-15 06:00,283.473681636,283.6916666667,10.6916666667,283.6916666667
,2018-10-15 07:00,306.2473153115,284.6084032178,11.15,284.15
,2018-10-15 08:00,297.7390770741,286.2909322841,12.5916666667,285.5916666667
,2018-10-15 09:00,297.3765969562,288.1334879792,14.8,287.8
,2018-10-15 10:00,293.386248578,288.9885587256,16.2083333333,289.2083333333
,2018-10-15 11:00,294.5942261641,289.543582154,16.8916666667,289.8916666667
,2018-10-15 12:00,298.242646446,290.8210583377,18.3083333333,291.3083333333
,2018-10-15 13:00,296.4416327505,290.7340530695,18.3166666667,291.3166666667
,2018-10-15 14:00,292.3113187201,289.1254621295,16.5666666667,289.5666666667
,2018-10-15 15:00,290.4914746629,288.3558798754,15.7916666667,288.7916666667
,2018-10-15 16:00,289.1610000832,287.4411503453,14.9333333333,287.9333333333
,2018-10-15 17:00,285.9793116598,285.8356895691,13.3833333333,286.3833333333
,2018-10-15 18:00,285.2005792667,285.6166666667,12.6166666667,285.6166666667
,2018-10-15 19:00,284.6898537073,285.0083333333,12.0083333333,285.0083333333
,2018-10-15 20:00,284.0240618178,284.3,11.3,284.3
,2018-10-15 21:00,283.1858574759,283.3916666667,10.3916666667,283.3916666667
,2018-10-15 22:00,283.0143904895,283.2,10.2,283.2
,2018-10-15 23:00,282.775358415,282.925,9.925,282.925
,2018-10-16 00:00,282.5128820234,282.6666666667,9.6666666667,282.6666666667
,2018-10-16 01:00,282.3275507012,282.4666666667,9.4666666667,282.4666666667
,2018-10-16 02:00,282.1134456239,282.25,9.25,282.25
,2018-10-16 03:00,282.2588879453,282.4083333333,9.4083333333,282.4083333333
,2018-10-16 04:00,282.4871831955,282.6833333333,9.6833333333,282.6833333333
,2018-10-16 05:00,282.5006268832,282.725,9.725,282.725
,2018-10-16 06:00,282.4026362435,282.6083333333,9.6083333333,282.6083333333
,2018-10-16 07:00,302.0419097315,283.5570754044,10.0583333333,283.0583333333
,2018-10-16 08:00,299.841390819,285.2693021456,11.5416666667,284.5416666667
,2018-10-16 09:00,293.2676686029,287.5050911709,14.4166666667,287.4166666667
,2018-10-16 10:00,302.3094514496,289.3696307669,16.0416666667,289.0416666667
,2018-10-16 11:00,299.1350498816,290.5663761065,17.875,290.875
,2018-10-16 12:00,295.7312737555,290.1549797327,17.5833333333,290.5833333333
,2018-10-16 13:00,293.6543658212,289.6099814454,17.1166666667,290.1166666667
,2018-10-16 14:00,296.1877002416,290.0817487825,17.5833333333,290.5833333333
,2018-10-16 15:00,294.1754441203,289.5471872887,17.1666666667,290.1666666667
,2018-10-16 16:00,292.0923156974,288.4938086237,16.1083333333,289.1083333333
,2018-10-16 17:00,287.9124369288,286.3592921701,13.8583333333,286.8583333333
,2018-10-16 18:00,285.2293235869,285.575,12.575,285.575
,2018-10-16 19:00,284.4862333567,284.7666666667,11.7666666667,284.7666666667
,2018-10-16 20:00,283.9884860367,284.2083333333,11.2083333333,284.2083333333
,2018-10-16 21:00,283.6447525763,283.8166666667,10.8166666667,283.8166666667
,2018-10-16 22:00,283.6877439053,283.9,10.9,283.9
,2018-10-16 23:00,283.2686887361,283.4416666667,10.4416666667,283.4416666667
,2018-10-17 00:00,283.5254859051,283.7166666667,10.7166666667,283.7166666667
,2018-10-17 01:00,283.8656891142,284.0583333333,11.0583333333,284.0583333333
,2018-10-17 02:00,284.253453043,284.5083333333,11.5083333333,284.5083333333
,2018-10-17 03:00,284.3480164891,284.625,11.625,284.625
,2018-10-17 04:00,284.2302654233,284.45,11.45,284.45
,2018-10-17 05:00,284.2656469438,284.5166666667,11.5166666667,284.5166666667
,2018-10-17 06:00,284.3557507638,284.5833333333,11.5833333333,284.5833333333
,2018-10-17 07:00,289.65372026,284.9500940621,11.9,284.9
,2018-10-17 08:00,290.3449196662,286.1152250021,12.8833333333,285.8833333333
,2018-10-17 09:00,292.2695449383,287.7317801947,14.5166666667,287.5166666667
,2018-10-17 10:00,293.5417582486,288.9307404523,15.9333333333,288.9333333333
,2018-10-17 11:00,292.153806461,289.3446559367,16.6166666667,289.6166666667
,2018-10-17 12:00,292.9434845013,289.2100104368,16.1833333333,289.1833333333
,2018-10-17 13:00,294.9475268853,289.9252492983,17.1416666667,290.1416666667
,2018-10-17 14:00,293.973249993,289.859730235,17.3083333333,290.3083333333
,2018-10-17 15:00,293.9901790134,289.8024123759,17.2833333333,290.2833333333
,2018-10-17 16:00,290.7123497044,288.486611233,15.9083333333,288.9083333333
,2018-10-17 17:00,287.2101881938,286.9140016329,14.3583333333,287.3583333333
,2018-10-17 18:00,286.3678926059,286.7333333333,13.7333333333,286.7333333333
,2018-10-17 19:00,285.9390013122,286.2416666667,13.2416666667,286.2416666667
,2018-10-17 20:00,285.7410866116,285.975,12.975,285.975
,2018-10-17 21:00,285.6923000589,285.95,12.95,285.95
,2018-10-17 22:00,285.4704612954,285.6916666667,12.6916666667,285.6916666667
,2018-10-17 23:00,285.3718496336,285.5666666667,12.5666666667,285.5666666667
,2018-10-18 00:00,285.2649938199,285.4666666667,12.4666666667,285.4666666667
,2018-10-18 01:00,285.4488442392,285.675,12.675,285.675
,2018-10-18 02:00,285.7371429582,285.9833333333,12.9833333333,285.9833333333
,2018-10-18 03:00,285.7706858984,286.0333333333,13.0333333333,286.0333333333
,2018-10-18 04:00,285.7454099703,286.0083333333,13.0083333333,286.0083333333
