@T,table,,,,,,,,,,rh
Created,2018-11-09 13:59,,,,,,,,,,val_1
Author,HortonMachine library,,,,,,,,,,1
@H,timestamp,value_1,value_1,,,,,,,,82.56666667
,2018-05-21 06:00,285.1494482968,285.2058045262,0.0563562295,11.9083333333,284.9083333333,-0.2974711929,87.8916666667,0.0166666667,94.3341666667,82.09166667
,2018-05-21 07:00,285.9079932479,285.98886654,0.0808732921,13.05,286.05,0.06113346,172.2666666667,0.0083333333,94.3141666667,75.1
,2018-05-21 08:00,287.1305482637,287.1569640534,0.0264157897,15.4583333333,288.4583333333,1.3013692799,345.15,0.1166666667,94.2866666667,89.59166667
,2018-05-21 09:00,287.044996522,287.0537703342,0.0087738122,15.7333333333,288.7333333333,1.6795629991,207.5333333333,0.25,94.2533333333,88.54166667
,2018-05-21 10:00,285.9344342865,285.9407115024,0.0062772158,15.7416666667,288.7416666667,2.8009551643,206.6,0.3666666667,94.2266666667,84.83333333
,2018-05-21 11:00,286.1348112944,286.1412283303,0.0064170359,17.075,290.075,3.9337716697,203.7,0.25,94.2008333333,71.10833333
,2018-05-21 12:00,286.987572711,286.9933987908,0.0058260798,15.6166666667,288.6166666667,1.6232678759,236.5166666667,0.4416666667,94.1616666667,80.15
,2018-05-21 13:00,285.7281051245,285.7333419188,0.0052367943,14.5083333333,287.5083333333,1.7749914145,229.0416666667,0.6,94.1558333333,76.95
,2018-05-21 14:00,287.0947942359,287.1108206815,0.0160264456,16.4833333333,289.4833333333,2.3725126518,517.2833333333,0.275,94.0916666667,82.70833333
,2018-05-21 15:00,287.7108499741,287.7195782985,0.0087283244,19.3583333333,292.3583333333,4.6387550348,367.7333333333,0.4416666667,94.005,86.96666667
,2018-05-21 16:00,286.150127496,286.1530809839,0.0029534879,16.275,289.275,3.1219190161,79.6583333333,0.4416666667,93.9841666667,89.70833333
,2018-05-21 17:00,285.4919568031,285.4974265396,0.0054697366,16.1166666667,289.1166666667,3.6192401271,99.1916666667,0.3333333333,93.9858333333,91.61666667
,2018-05-21 18:00,285.7025423246,285.7079829876,0.005440663,15.4083333333,288.4083333333,2.7003503457,57.3833333333,0.3083333333,93.9816666667,93.63333333
,2018-05-21 19:00,285.0785518687,285.0815647241,0.0030128554,14.1,287.1,2.0184352759,10.2333333333,0.2333333333,94.0133333333,93.625
,2018-05-21 20:00,285.9666666667,284.3833856893,-1.5832809774,12.9666666667,285.9666666667,1.5832809774,0,0.1666666667,94.0175,92.24166667
,2018-05-21 21:00,284.9666666667,283.686529886,-1.2801367807,11.9666666667,284.9666666667,1.2801367807,0,0.0916666667,94.0425,89.25833333
,2018-05-21 22:00,284.325,283.357481014,-0.967518986,11.325,284.325,0.967518986,0,0.0666666667,94.035,90.14166667
,2018-05-21 23:00,284.2166666667,283.2482813293,-0.9683853374,11.2166666667,284.2166666667,0.9683853374,0,0.1166666667,94.0083333333,88.16666667
,2018-05-22 00:00,284.3166666667,283.1378473015,-1.1788193652,11.3166666667,284.3166666667,1.1788193652,0,0.0583333333,93.9683333333,87.20833333
,2018-05-22 01:00,284.6833333333,283.0464903705,-1.6368429628,11.6833333333,284.6833333333,1.6368429628,0,0.0833333333,93.9483333333,90.1
,2018-05-22 02:00,284.5833333333,283.0818674014,-1.5014659319,11.5833333333,284.5833333333,1.5014659319,0,0.1166666667,93.9141666667,98.44166667
,2018-05-22 03:00,284.775,282.9725428112,-1.8024571888,11.775,284.775,1.8024571888,0,0.025,93.8841666667,100.03333333
,2018-05-22 04:00,284.9083333333,282.9559534126,-1.9523799207,11.9083333333,284.9083333333,1.9523799207,0,0.0833333333,93.8808333333,100.45
,2018-05-22 05:00,283.4320306776,283.438923861,0.0068931833,11.9416666667,284.9416666667,1.5027428057,6.2666666667,0.1333333333,93.9308333333,99.35
,2018-05-22 06:00,284.5293087102,284.5451705714,0.0158618612,11.7583333333,284.7583333333,0.2131627619,27.7833333333,0.025,93.9841666667,94.89166667
,2018-05-22 07:00,285.0858334285,285.0910378892,0.0052044607,12.075,285.075,-0.0160378892,25.775,0.075,94.02,94.23333333
,2018-05-22 08:00,285.5637250419,285.5795985228,0.0158734808,12.4833333333,285.4833333333,-0.0962651895,73.8583333333,0.025,94.0666666667,93.95833333
,2018-05-22 09:00,286.0262490773,286.041547423,0.0152983457,13.1166666667,286.1166666667,0.0751192437,123.1333333333,0.0416666667,94.0708333333,91.99166667
,2018-05-22 10:00,286.6074484459,286.6287952347,0.0213467887,14.3916666667,287.3916666667,0.7628714321,244.2916666667,0.05,94.08,94.85833333
,2018-05-22 11:00,287.5143001893,287.5314253863,0.0171251969,15.4083333333,288.4083333333,0.876907947,243.225,0.0583333333,94.085,93.65
,2018-05-22 12:00,287.9305743782,287.9383932063,0.0078188281,15.875,288.875,0.9366067937,206.15,0.1833333333,94.0991666667,95.4
,2018-05-22 13:00,286.6548303713,286.660450694,0.0056203227,14.9,287.9,1.239549306,149.0916666667,0.225,94.1216666667,94.85
,2018-05-22 14:00,286.7789361782,286.7867899562,0.007853778,14.575,287.575,0.7882100438,189.5083333333,0.2083333333,94.1066666667,97.13333333
,2018-05-22 15:00,286.7317013856,286.7376740404,0.0059726548,14.7166666667,287.7166666667,0.9789926263,108.1833333333,0.1583333333,94.1108333333,98.29166667
,2018-05-22 16:00,287.0888738084,287.0976802917,0.0088064833,14.8,287.8,0.7023197083,85.9083333333,0.0666666667,94.1116666667,100.55833333
,2018-05-22 17:00,287.0702948804,287.1023201266,0.0320252462,14.8583333333,287.8583333333,0.7560132067,85.4416666667,0.0083333333,94.1,100.86666667
,2018-05-22 18:00,287.0253163408,287.0372968942,0.0119805534,14.4666666667,287.4666666667,0.4293697725,38.9,0.0333333333,94.1183333333,101.24166667
,2018-05-22 19:00,286.5274320711,286.529493805,0.0020617339,13.7916666667,286.7916666667,0.2621728617,4.425,0.0916666667,94.14,102.15833333
,2018-05-22 20:00,286.0583333333,286.1442561212,0.0859227879,13.0583333333,286.0583333333,-0.0859227879,0,0.0916666667,94.1775,102.56666667
,2018-05-22 21:00,285.8083333333,285.9414278262,0.1330944929,12.8083333333,285.8083333333,-0.1330944929,0,0.0583333333,94.2475,102.85833333
,2018-05-22 22:00,285.7,285.8906041226,0.1906041226,12.7,285.7,-0.1906041226,0,0.1,94.2683333333,103.325
,2018-05-22 23:00,285.3666666667,285.6972996317,0.330632965,12.3666666667,285.3666666667,-0.330632965,0,0.1833333333,94.2908333333,103.06666667
,2018-05-23 00:00,285.175,285.5674217763,0.3924217763,12.175,285.175,-0.3924217763,0,0.0666666667,94.2866666667,103.10833333
,2018-05-23 01:00,285.1,285.1,0,12.1,285.1,0,0,0,94.275,103.38333333
,2018-05-23 02:00,285.1,285.6076228822,0.5076228822,12.1,285.1,-0.5076228822,0,0.025,94.2466666667,103.05833333
,2018-05-23 03:00,285.0333333333,285.0333333333,0,12.0333333333,285.0333333333,0,0,0,94.2216666667,90.05
,2018-05-23 04:00,284.5,284.9727588653,0.4727588653,11.5,284.5,-0.4727588653,1.525,0.0416666667,94.1833333333,81.475
,2018-05-23 05:00,284.6763408157,284.769083543,0.0927427273,11.1583333333,284.1583333333,-0.6107502097,52.95,0.0416666667,94.2291666667,76.95833333
,2018-05-23 06:00,286.7697658872,286.8338223828,0.0640564956,13.2916666667,286.2916666667,-0.5421557161,211.6583333333,0.0583333333,94.2866666667,73.51666667
,2018-05-23 07:00,287.5204101921,287.5403989631,0.019988771,16.0833333333,289.0833333333,1.5429343702,448.1583333333,0.6166666667,94.2908333333,72.58333333
,2018-05-23 08:00,287.9913897786,288.0063625677,0.0149727892,17.9416666667,290.9416666667,2.935304099,575.8666666667,0.7416666667,94.2816666667,71.28333333
,2018-05-23 09:00,288.0348576149,288.0452240194,0.0103664045,18.725,291.725,3.6797759806,497.4333333333,0.6833333333,94.2783333333,70.63333333
,2018-05-23 10:00,287.3614649428,287.3673227706,0.0058578278,18.6,291.6,4.2326772294,370.9416666667,0.925,94.2975,66.30833333
,2018-05-23 11:00,287.1314771274,287.1359531565,0.0044760291,18.5166666667,291.5166666667,4.3807135102,275.1166666667,0.7666666667,94.3208333333,72.08333333
,2018-05-23 12:00,287.5376050427,287.5437002976,0.0060952549,19.15,292.15,4.6062997024,306.2416666667,0.4416666667,94.33,80.15833333
,2018-05-23 13:00,286.9319863414,286.936758742,0.0047724006,18.6333333333,291.6333333333,4.6965745913,335.2333333333,0.9333333333,94.3316666667,84.85
,2018-05-23 14:00,287.5803337528,287.5892062339,0.0088724811,20.025,293.025,5.4357937661,422.3666666667,0.4083333333,94.2966666667,85.825
,2018-05-23 15:00,287.9395847286,287.9440192788,0.0044345502,19.4333333333,292.4333333333,4.4893140545,224.7666666667,0.6583333333,94.2766666667,91.6
,2018-05-23 16:00,287.9469777909,287.9551094647,0.0081316738,18.1083333333,291.1083333333,3.1532238687,145.1083333333,0.1416666667,94.2616666667,94.11666667
,2018-05-23 17:00,288.2233402912,288.2374525503,0.014112259,17.625,290.625,2.3875474497,99.3333333333,0.0416666667,94.2441666667,94.25
,2018-05-23 18:00,288.52256974,288.5369086705,0.0143389306,17.775,290.775,2.2380913295,87.8833333333,0.075,94.2683333333,98.31666667
,2018-05-23 19:00,288.258844299,288.2663152912,0.0074709922,16.5833333333,289.5833333333,1.3170180421,12.9666666667,0.0416666667,94.28,100.60833333
,2018-05-23 20:00,287.9416666667,287.0238811235,-0.9177855432,14.9416666667,287.9416666667,0.9177855432,0,0.15,94.3266666667,101.36666667
,2018-05-23 21:00,287.525,286.6308230036,-0.8941769964,14.525,287.525,0.8941769964,0,0.1,94.3708333333,101.85
,2018-05-23 22:00,287.2666666667,287.0053143096,-0.2613523571,14.2666666667,287.2666666667,0.2613523571,0,0.1583333333,94.3766666667,101.50833333
,2018-05-23 23:00,286.9416666667,287.0358540487,0.094187382,13.9416666667,286.9416666667,-0.094187382,0,0.0666666667,94.37,102.25833333
,2018-05-24 00:00,286.725,286.9362535544,0.2112535544,13.725,286.725,-0.2112535544,0,0.0583333333,94.3791666667,102.49166667
,2018-05-24 01:00,286.55,286.8357512833,0.2857512833,13.55,286.55,-0.2857512833,0,0.1333333333,94.3916666667,102.81666667
,2018-05-24 02:00,286.5166666667,286.7495539993,0.2328873326,13.5166666667,286.5166666667,-0.2328873326,0,0.1,94.3983333333,102.90833333
,2018-05-24 03:00,286.2916666667,286.6394024715,0.3477358048,13.2916666667,286.2916666667,-0.3477358048,0,0.025,94.3908333333,101.90833333
,2018-05-24 04:00,286.1916666667,286.5753123881,0.3836457214,13.1916666667,286.1916666667,-0.3836457214,0,0.05,94.37,100.325
,2018-05-24 05:00,288.4181956775,302.7556063627,14.3374106852,13.2916666667,286.2916666667,-16.463939696,16.3166666667,0,94.3833333333,93.19166667
,2018-05-24 06:00,287.4076427675,287.4320046536,0.0243618861,13.95,286.95,-0.4820046536,52.1916666667,0.025,94.385,81.35
,2018-05-24 07:00,287.9452266495,287.9774585088,0.0322318593,14.6333333333,287.6333333333,-0.3441251755,72.175,0.0083333333,94.395,86.825
,2018-05-24 08:00,288.3820537552,288.3951375623,0.0130838071,15.325,288.325,-0.0701375623,122.9833333333,0.0666666667,94.42,92.28333333
,2018-05-24 09:00,289.2757962951,289.2959213672,0.020125072,17.35,290.35,1.0540786328,324.2416666667,0.0916666667,94.4325,97.3
,2018-05-24 10:00,289.2054223102,289.215652322,0.0102300118,19.2,292.2,2.984347678,359.8083333333,0.2666666667,94.4291666667,93.28333333
,2018-05-24 11:00,289.3289437187,289.3336297181,0.0046859994,18.4333333333,291.4333333333,2.0997036152,220.95,0.4666666667,94.4033333333,81.85833333
,2018-05-24 12:00,289.393322106,289.3966252845,0.0033031785,17.6166666667,290.6166666667,1.2200413822,98.1166666667,0.225,94.39,82.03333333
,2018-05-24 13:00,288.9114097628,288.9187980667,0.0073883038,16.3333333333,289.3333333333,0.4145352666,240.4666666667,0.2666666667,94.3758333333,89.10833333
,2018-05-24 14:00,289.7932249881,289.8067900347,0.0135650466,17.8583333333,290.8583333333,1.0515432986,345.6166666667,0.15,94.3758333333,92.7
,2018-05-24 15:00,290.5771844587,290.5941415934,0.0169571347,20.5166666667,293.5166666667,2.9225250733,572.35,0.2416666667,94.31,94.79166667
,2018-05-24 16:00,290.2749958749,290.2986472764,0.0236514015,20.175,293.175,2.8763527236,290.9833333333,0.05,94.2508333333,95.01666667
,2018-05-24 17:00,289.0603612501,289.0675304297,0.0071691796,17.7916666667,290.7916666667,1.724136237,115.2,0.2083333333,94.2383333333,97.35
,2018-05-24 18:00,288.4659087642,288.4712025886,0.0052938243,16.6166666667,289.6166666667,1.1454640781,45.4666666667,0.175,94.2566666667,98.21666667
,2018-05-24 19:00,287.4111896754,287.414533107,0.0033434316,15.225,288.225,0.810466893,7.7833333333,0.0833333333,94.2683333333,98.10833333
,2018-05-24 20:00,287.25,286.4763070831,-0.7736929169,14.25,287.25,0.7736929169,0,0.2,94.285,98.65833333
,2018-05-24 21:00,286.5416666667,286.1324117788,-0.4092548879,13.5416666667,286.5416666667,0.4092548879,0,0.1083333333,94.3216666667,98.35
,2018-05-24 22:00,286.3166666667,286.0416224041,-0.2750442626,13.3166666667,286.3166666667,0.2750442626,0,0.1916666667,94.34,99.45833333
,2018-05-24 23:00,286.0416666667,285.7505752159,-0.2910914508,13.0416666667,286.0416666667,0.2910914508,0,0.1,94.3516666667,99.58333333
,2018-05-25 00:00,285.9666666667,285.7603304836,-0.2063361831,12.9666666667,285.9666666667,0.2063361831,0,0.0916666667,94.3383333333,99.86666667
,2018-05-25 01:00,285.7083333333,285.4549272563,-0.253406077,12.7083333333,285.7083333333,0.253406077,0,0.2416666667,94.3291666667,99.96666667
,2018-05-25 02:00,285.35,285.2670539565,-0.0829460435,12.35,285.35,0.0829460435,0,0.1083333333,94.3291666667,95.775
,2018-05-25 03:00,285.225,285.1612585451,-0.0637414549,12.225,285.225,0.0637414549,0,0.0916666667,94.3183333333,80.65
,2018-05-25 04:00,284.9583333333,284.9379792856,-0.0203540477,11.9583333333,284.9583333333,0.0203540477,0.9166666667,0.0666666667,94.2883333333,71.23333333
,2018-05-25 05:00,285.0306738703,285.04575629,0.0150824197,12.0333333333,285.0333333333,-0.0124229567,15.7166666667,0.1166666667,94.3075,65.66666667
,2018-05-25 06:00,285.6272814489,285.6507484129,0.023466964,13.275,286.275,0.6242515871,128.1666666667,0.1583333333,94.3066666667,59.15
,2018-05-25 07:00,287.7229128873,287.7485166022,0.025603715,17.8,290.8,3.0514833978,432.1333333333,0.2833333333,94.315,57.68333333
,2018-05-25 08:00,288.3196508641,288.3353023608,0.0156514967,19.9666666667,292.9666666667,4.6313643059,600.7333333333,0.5833333333,94.2983333333,55.9
,2018-05-25 09:00,289.9759102466,289.9886426331,0.0127323865,22.625,295.625,5.6363573669,746.1583333333,0.65,94.2675,57.24166667
,2018-05-25 10:00,289.9282858393,289.9383704423,0.010084603,23.7,296.7,6.7616295577,864.7166666667,0.925,94.255,59.90833333
,2018-05-25 11:00,290.2722975753,290.2820520008,0.0097544256,24.3166666667,297.3166666667,7.0346146659,959.475,0.9583333333,94.24,56.6
,2018-05-25 12:00,289.5315719869,289.5392465888,0.0076746019,23.85,296.85,7.3107534112,827.1833333333,1.1333333333,94.2366666667,56.675
,2018-05-25 13:00,289.1908584079,289.1964404034,0.0055819955,23.2583333333,296.2583333333,7.0618929299,591.7333333333,1.2166666667,94.2391666667,61.73333333
,2018-05-25 14:00,289.0432954579,289.0483874682,0.0050920103,22.6416666667,295.6416666667,6.5932791985,393.3666666667,0.8083333333,94.2358333333,73.73333333
,2018-05-25 15:00,290.1157900966,290.1251862732,0.0093961766,24.3416666667,297.3416666667,7.2164803935,690,0.75,94.21,80.43333333
,2018-05-25 16:00,290.0804539318,290.0879895838,0.0075356519,24.2916666667,297.2916666667,7.2036770829,456.2416666667,0.7583333333,94.1808333333,81.78333333
,2018-05-25 17:00,289.0646686399,289.0688437562,0.0041751163,22.35,295.35,6.2811562438,137.1833333333,0.5166666667,94.1791666667,83.975
,2018-05-25 18:00,288.8370553661,288.8413831428,0.0043277767,20.0833333333,293.0833333333,4.2419501905,47.6083333333,0.1916666667,94.2141666667,84.45833333
,2018-05-25 19:00,288.3707451458,288.3746849654,0.0039398195,18.5,291.5,3.1253150346,15.1,0.15,94.3058333333,86.83333333
,2018-05-25 20:00,290.4666666667,287.5747376676,-2.8919289991,17.4666666667,290.4666666667,2.8919289991,0,0.0916666667,94.3691666667,82.45
,2018-05-25 21:00,289.7,287.169118698,-2.530881302,16.7,289.7,2.530881302,0,0.1416666667,94.4575,81.51666667
,2018-05-25 22:00,289.3916666667,286.9423068995,-2.4493597672,16.3916666667,289.3916666667,2.4493597672,0,0.1583333333,94.4916666667,87.45833333
,2018-05-25 23:00,289.1083333333,287.0371586116,-2.0711747217,16.1083333333,289.1083333333,2.0711747217,0,0.2166666667,94.5291666667,89.33333333
,2018-05-26 00:00,290.4083333333,287.6218384656,-2.7864948677,17.4083333333,290.4083333333,2.7864948677,0,0.4916666667,94.5533333333,93.45
,2018-05-26 01:00,290.7916666667,287.8494074547,-2.942259212,17.7916666667,290.7916666667,2.942259212,0,0.3333333333,94.5766666667,93.4
,2018-05-26 02:00,289.5583333333,287.5812856572,-1.9770476762,16.5583333333,289.5583333333,1.9770476762,0,0.0333333333,94.575,92.10833333
,2018-05-26 03:00,288.7416666667,287.0683828298,-1.6732838369,15.7416666667,288.7416666667,1.6732838369,0,0.1333333333,94.5516666667,77.69166667
,2018-05-26 04:00,287.6333333333,286.6137279378,-1.0196053955,14.6333333333,287.6333333333,1.0196053955,0.7583333333,0.1666666667,94.5575,68.075
,2018-05-26 05:00,286.616447077,286.6449364913,0.0284894143,14.6416666667,287.6416666667,0.9967301754,39.5166666667,0.1333333333,94.6208333333,62.06666667
,2018-05-26 06:00,287.4237301707,287.4413442551,0.0176140844,15.6583333333,288.6583333333,1.2169890782,124.2083333333,0.2,94.6433333333,61.91666667
,2018-05-26 07:00,288.6733670039,288.6931365703,0.0197695664,19.2583333333,292.2583333333,3.565196763,411.0666666667,0.3666666667,94.6766666667,63.35
,2018-05-26 08:00,289.9308846361,289.9454007387,0.0145161027,22.1666666667,295.1666666667,5.221265928,560.3,0.4666666667,94.6533333333,63.575
,2018-05-26 09:00,290.4602861896,290.4720225872,0.0117363976,23.75,296.75,6.2779774128,728.6083333333,0.65,94.64,65.21666667
,2018-05-26 10:00,290.3710061177,290.3805095369,0.0095034192,23.6833333333,296.6833333333,6.3028237964,836.6416666667,0.9833333333,94.6416666667,66.35833333
,2018-05-26 11:00,290.7202232018,290.7281917611,0.0079685593,23.8,296.8,6.0718082389,845.1833333333,1.1833333333,94.6458333333,74.1
,2018-05-26 12:00,291.1732574952,291.1810492311,0.0077917358,24.2333333333,297.2333333333,6.0522841022,807.95,1.0166666667,94.6425,73.91666667
,2018-05-26 13:00,291.0540815753,291.0609182045,0.0068366292,23.825,296.825,5.7640817955,675.4916666667,1,94.6216666667,67.95833333
,2018-05-26 14:00,290.9868841695,290.9922793623,0.0053951927,23.5583333333,296.5583333333,5.566053971,480.6583333333,0.9666666667,94.6091666667,77.25833333
,2018-05-26 15:00,291.1617691032,291.1666924068,0.0049233036,22.4166666667,295.4166666667,4.2499742599,242.1666666667,0.4416666667,94.6133333333,83.95
