Date,Time,Pressure1,Temperature TOB1,h (cm),Q (m3/s)
11/05/2019,15:20:00,5.342,13.4,4.1,0.012
11/05/2019,15:25:00,5.446,13.4,4.3,0.014
11/05/2019,15:30:00,5.153,13.5,4,0.012
11/05/2019,15:35:00,5.089,13.6,3.9,0.011
11/05/2019,15:40:00,5.42,13.6,4.2,0.013
11/05/2019,15:45:00,5.15,13.7,4,0.012
11/05/2019,15:50:00,5.004,13.7,3.8,0.011
11/05/2019,15:55:00,5.606,13.7,4.4,0.014
11/05/2019,16:00:00,5.252,13.7,4.1,0.012
11/05/2019,16:05:00,5.294,13.7,4.1,0.012
11/05/2019,16:10:00,5.192,13.6,4,0.012
11/05/2019,16:15:00,5.503,13.6,4.3,0.014
11/05/2019,16:20:00,5.296,13.5,4.1,0.012
11/05/2019,16:25:00,5.381,13.5,4.2,0.013
11/05/2019,16:30:00,5.196,13.4,4,0.012
11/05/2019,16:35:00,5.093,13.4,3.9,0.011
11/05/2019,16:40:00,5.302,13.3,4.1,0.012
11/05/2019,16:45:00,5.18,13.2,4,0.012
11/05/2019,16:50:00,5.514,13.1,4.3,0.014
11/05/2019,16:55:00,5.183,13,4,0.012
11/05/2019,17:00:00,5.123,13,3.9,0.011
11/05/2019,17:05:00,5.248,12.9,4.1,0.012
11/05/2019,17:10:00,5.062,12.9,3.9,0.011
11/05/2019,17:15:00,5.207,13,4,0.012
11/05/2019,17:20:00,5.144,13,3.9,0.011
11/05/2019,17:25:00,5.372,12.9,4.2,0.013
11/05/2019,17:30:00,5.54,12.9,4.4,0.014
11/05/2019,17:35:00,5.251,12.8,4.1,0.012
11/05/2019,17:40:00,5.46,12.7,4.3,0.014
11/05/2019,17:45:00,5.213,12.7,4,0.012
11/05/2019,17:50:00,5.423,12.6,4.2,0.013
11/05/2019,17:55:00,5.175,12.5,4,0.012
11/05/2019,18:00:00,5.387,12.4,4.2,0.013
11/05/2019,18:05:00,5.326,12.3,4.1,0.012
11/05/2019,18:10:00,5.39,12.3,4.2,0.013
11/05/2019,18:15:00,5.226,12.2,4,0.012
11/05/2019,18:20:00,5.186,12.2,4,0.012
11/05/2019,18:25:00,5.291,12.1,4.1,0.012
11/05/2019,18:30:00,4.963,12,3.8,0.011
11/05/2019,18:35:00,5.318,12,4.1,0.012
11/05/2019,18:40:00,5.382,11.9,4.2,0.013
11/05/2019,18:45:00,5.342,11.8,4.1,0.012
11/05/2019,18:50:00,5.24,11.8,4,0.012
11/05/2019,18:55:00,5.16,11.7,4,0.012
11/05/2019,19:00:00,5.307,11.7,4.1,0.012
11/05/2019,19:05:00,5.267,11.6,4.1,0.012
11/05/2019,19:10:00,4.937,11.6,3.7,0.01
11/05/2019,19:15:00,5.374,11.5,4.2,0.013
11/05/2019,19:20:00,4.939,11.5,3.7,0.01
11/05/2019,19:25:00,5.398,11.5,4.2,0.013
11/05/2019,19:30:00,5.524,11.4,4.3,0.014
11/05/2019,19:35:00,4.964,11.4,3.8,0.011
11/05/2019,19:40:00,5.36,11.4,4.2,0.013
11/05/2019,19:45:00,5.423,11.3,4.2,0.013
11/05/2019,19:50:00,4.946,11.3,3.7,0.01
11/05/2019,19:55:00,5.093,11.3,3.9,0.011
11/05/2019,20:00:00,5.218,11.3,4,0.012
11/05/2019,20:05:00,4.783,11.3,3.6,0.01
11/05/2019,20:10:00,4.929,11.2,3.7,0.01
11/05/2019,20:15:00,5.346,11.2,4.2,0.013
11/05/2019,20:20:00,4.974,11.1,3.8,0.011
11/05/2019,20:25:00,5.163,11.1,4,0.012
11/05/2019,20:30:00,5.372,11,4.2,0.013
11/05/2019,20:35:00,5.291,11,4.1,0.012
11/05/2019,20:40:00,4.897,11,3.7,0.01
11/05/2019,20:45:00,5.397,10.9,4.2,0.013
11/05/2019,20:50:00,4.919,10.9,3.7,0.01
11/05/2019,20:55:00,4.943,10.9,3.7,0.01
11/05/2019,21:00:00,5.484,10.9,4.3,0.014
11/05/2019,21:05:00,5.152,10.9,4,0.012
11/05/2019,21:10:00,5.422,10.9,4.2,0.013
11/05/2019,21:15:00,4.861,10.9,3.7,0.01
11/05/2019,21:20:00,5.027,10.9,3.8,0.011
11/05/2019,21:25:00,4.985,10.9,3.8,0.011
11/05/2019,21:30:00,5.483,10.9,4.3,0.014
11/05/2019,21:35:00,4.922,10.9,3.7,0.01
11/05/2019,21:40:00,5.338,10.9,4.1,0.012
11/05/2019,21:45:00,5.337,10.9,4.1,0.012
11/05/2019,21:50:00,5.233,10.9,4,0.012
11/05/2019,21:55:00,5.212,10.9,4,0.012
11/05/2019,22:00:00,5.317,10.9,4.1,0.012
11/05/2019,22:05:00,5.234,10.9,4,0.012
11/05/2019,22:10:00,5.049,10.8,3.8,0.011
11/05/2019,22:15:00,4.946,10.8,3.7,0.01
11/05/2019,22:20:00,5.324,10.7,4.1,0.012
11/05/2019,22:25:00,5.285,10.6,4.1,0.012
11/05/2019,22:30:00,5.184,10.6,4,0.012
11/05/2019,22:35:00,4.875,10.5,3.7,0.01
11/05/2019,22:40:00,4.918,10.5,3.7,0.01
11/05/2019,22:45:00,5.233,10.4,4,0.012
11/05/2019,22:50:00,5.299,10.3,4.1,0.012
11/05/2019,22:55:00,5.094,10.3,3.9,0.011
11/05/2019,23:00:00,4.971,10.3,3.8,0.011
11/05/2019,23:05:00,5.346,10.2,4.2,0.013
11/05/2019,23:10:00,4.83,10.1,3.6,0.01
11/05/2019,23:15:00,5.123,10,3.9,0.011
11/05/2019,23:20:00,4.965,9.9,3.8,0.011
11/05/2019,23:25:00,4.994,9.8,3.8,0.011
11/05/2019,23:30:00,5.065,9.5,3.9,0.011
11/05/2019,23:35:00,5.138,9.3,3.9,0.011
11/05/2019,23:40:00,5.064,9.1,3.9,0.011
11/05/2019,23:45:00,4.847,8.9,3.6,0.01
11/05/2019,23:50:00,5.35,8.6,4.2,0.013
11/05/2019,23:55:00,5.194,8.5,4,0.012
12/05/2019,00:00:00,5.389,8.3,4.2,0.013
12/05/2019,00:05:00,5.257,8.1,4.1,0.012
12/05/2019,00:10:00,5.12,7.9,3.9,0.011
12/05/2019,00:15:00,5.241,7.8,4,0.012
12/05/2019,00:20:00,5.309,7.7,4.1,0.012
12/05/2019,00:25:00,5.439,7.6,4.2,0.013
12/05/2019,00:30:00,5.383,7.5,4.2,0.013
12/05/2019,00:35:00,5.265,7.4,4.1,0.012
12/05/2019,00:40:00,5.539,7.4,4.3,0.014
12/05/2019,00:45:00,5.295,7.3,4.1,0.012
12/05/2019,00:50:00,5.112,7.3,3.9,0.011
12/05/2019,00:55:00,5.738,7.2,4.6,0.016
12/05/2019,01:00:00,5.45,7.2,4.3,0.014
12/05/2019,01:05:00,5.39,7.1,4.2,0.013
12/05/2019,01:10:00,5.228,7.1,4,0.012
12/05/2019,01:15:00,5.068,7,3.9,0.011
12/05/2019,01:20:00,4.884,7,3.7,0.01
12/05/2019,01:25:00,5.094,7,3.9,0.011
12/05/2019,01:30:00,5.034,6.9,3.8,0.011
12/05/2019,01:35:00,5.245,6.9,4,0.012
12/05/2019,01:40:00,5.143,6.8,3.9,0.011
12/05/2019,01:45:00,4.878,6.8,3.7,0.01
12/05/2019,01:50:00,4.88,6.8,3.7,0.01
12/05/2019,01:55:00,5.153,6.7,4,0.012
12/05/2019,02:00:00,5.237,6.7,4,0.012
12/05/2019,02:05:00,5.199,6.7,4,0.012
12/05/2019,02:10:00,4.972,6.6,3.8,0.011
12/05/2019,02:15:00,5.082,6.6,3.9,0.011
12/05/2019,02:20:00,5.046,6.5,3.8,0.011
12/05/2019,02:25:00,4.801,6.5,3.6,0.01
12/05/2019,02:30:00,5.261,6.4,4.1,0.012
12/05/2019,02:35:00,4.954,6.4,3.8,0.011
12/05/2019,02:40:00,4.894,6.3,3.7,0.01
12/05/2019,02:45:00,5.112,6.2,3.9,0.011
12/05/2019,02:50:00,4.949,6.2,3.7,0.01
12/05/2019,02:55:00,5.138,6.1,3.9,0.011
12/05/2019,03:00:00,4.894,6.1,3.7,0.01
12/05/2019,03:05:00,4.751,6,3.5,0.009
12/05/2019,03:10:00,5.174,6,4,0.012
12/05/2019,03:15:00,5.259,6,4.1,0.012
12/05/2019,03:20:00,5.177,6,4,0.012
12/05/2019,03:25:00,5.055,5.9,3.9,0.011
12/05/2019,03:30:00,5.036,5.9,3.8,0.011
12/05/2019,03:35:00,5.039,5.9,3.8,0.011
12/05/2019,03:40:00,4.978,5.9,3.8,0.011
12/05/2019,03:45:00,5.501,5.8,4.3,0.014
12/05/2019,03:50:00,4.858,5.8,3.7,0.01
12/05/2019,03:55:00,4.92,5.8,3.7,0.01
12/05/2019,04:00:00,5.211,5.8,4,0.012
12/05/2019,04:05:00,4.941,5.8,3.7,0.01
12/05/2019,04:10:00,5.214,5.8,4,0.012
12/05/2019,04:15:00,4.925,5.8,3.7,0.01
12/05/2019,04:20:00,5.03,5.7,3.8,0.011
12/05/2019,04:25:00,5.198,5.7,4,0.012
12/05/2019,04:30:00,4.763,5.7,3.6,0.01
12/05/2019,04:35:00,5.037,5.7,3.8,0.011
12/05/2019,04:40:00,5.124,5.6,3.9,0.011
12/05/2019,04:45:00,5.044,5.6,3.8,0.011
12/05/2019,04:50:00,4.983,5.6,3.8,0.011
12/05/2019,04:55:00,4.881,5.5,3.7,0.01
12/05/2019,05:00:00,4.883,5.5,3.7,0.01
12/05/2019,05:05:00,4.945,5.6,3.7,0.01
12/05/2019,05:10:00,4.817,5.6,3.6,0.01
12/05/2019,05:15:00,4.878,5.6,3.7,0.01
12/05/2019,05:20:00,4.792,5.7,3.6,0.01
12/05/2019,05:25:00,4.912,5.7,3.7,0.01
12/05/2019,05:30:00,4.699,5.8,3.5,0.009
12/05/2019,05:35:00,4.901,5.8,3.7,0.01
12/05/2019,05:40:00,5.085,5.8,3.9,0.011
12/05/2019,05:45:00,4.999,5.9,3.8,0.011
12/05/2019,05:50:00,4.975,5.9,3.8,0.011
12/05/2019,05:55:00,5.034,6,3.8,0.011
12/05/2019,06:00:00,5.196,6,4,0.012
12/05/2019,06:05:00,5.069,6,3.9,0.011
12/05/2019,06:10:00,5.066,6,3.9,0.011
12/05/2019,06:15:00,4.794,6.1,3.6,0.01
12/05/2019,06:20:00,4.874,6.1,3.7,0.01
12/05/2019,06:25:00,4.874,6.1,3.7,0.01
12/05/2019,06:30:00,5.223,6.2,4,0.012
12/05/2019,06:35:00,5.096,6.2,3.9,0.011
12/05/2019,06:40:00,4.968,6.2,3.8,0.011
12/05/2019,06:45:00,4.986,6.3,3.8,0.011
12/05/2019,06:50:00,4.984,6.3,3.8,0.011
12/05/2019,06:55:00,4.941,6.3,3.7,0.01
12/05/2019,07:00:00,5.103,6.3,3.9,0.011
12/05/2019,07:05:00,4.726,6.4,3.5,0.009
12/05/2019,07:10:00,5.037,6.4,3.8,0.011
12/05/2019,07:15:00,5.014,6.4,3.8,0.011
12/05/2019,07:20:00,4.744,6.4,3.5,0.009
12/05/2019,07:25:00,5.202,6.4,4,0.012
12/05/2019,07:30:00,5.016,6.4,3.8,0.011
12/05/2019,07:35:00,5.264,6.4,4.1,0.012
12/05/2019,07:40:00,5.262,6.4,4.1,0.012
12/05/2019,07:45:00,5.114,6.5,3.9,0.011
12/05/2019,07:50:00,4.947,6.5,3.7,0.01
12/05/2019,07:55:00,5.131,6.5,3.9,0.011
12/05/2019,08:00:00,4.794,6.6,3.6,0.01
12/05/2019,08:05:00,5.287,6.6,4.1,0.012
12/05/2019,08:10:00,5.078,6.7,3.9,0.011
12/05/2019,08:15:00,5.075,6.7,3.9,0.011
12/05/2019,08:20:00,4.929,6.7,3.7,0.01
12/05/2019,08:25:00,5.175,6.7,4,0.012
12/05/2019,08:30:00,5.022,6.8,3.8,0.011
12/05/2019,08:35:00,4.89,7,3.7,0.01
12/05/2019,08:40:00,5.049,7.1,3.8,0.011
12/05/2019,08:45:00,4.936,7.2,3.7,0.01
12/05/2019,08:50:00,4.864,7.3,3.7,0.01
12/05/2019,08:55:00,4.857,7.5,3.7,0.01
12/05/2019,09:00:00,4.819,7.6,3.6,0.01
12/05/2019,09:05:00,4.979,7.7,3.8,0.011
12/05/2019,09:10:00,5.058,7.7,3.9,0.011
12/05/2019,09:15:00,5.243,7.8,4,0.012
12/05/2019,09:20:00,5.241,7.9,4,0.012
12/05/2019,09:25:00,4.757,8,3.6,0.01
12/05/2019,09:30:00,4.853,8,3.7,0.01
12/05/2019,09:35:00,4.868,8.1,3.7,0.01
12/05/2019,09:40:00,5.192,8.2,4,0.012
12/05/2019,09:45:00,5.001,8.3,3.8,0.011
12/05/2019,09:50:00,5.432,8.4,4.2,0.013
12/05/2019,09:55:00,4.99,8.5,3.8,0.011
12/05/2019,10:00:00,4.958,8.6,3.8,0.011
12/05/2019,10:05:00,5.012,8.8,3.8,0.011
12/05/2019,10:10:00,4.961,9,3.8,0.011
12/05/2019,10:15:00,4.977,9,3.8,0.011
12/05/2019,10:20:00,4.789,9,3.6,0.01
12/05/2019,10:25:00,4.662,9.1,3.5,0.009
12/05/2019,10:30:00,5.156,9.1,4,0.012
12/05/2019,10:35:00,5.566,9.3,4.4,0.014
12/05/2019,10:40:00,4.874,9.4,3.7,0.01
12/05/2019,10:45:00,5.245,9.5,4,0.012
12/05/2019,10:50:00,4.842,9.6,3.6,0.01
12/05/2019,10:55:00,5.2,9.8,4,0.012
12/05/2019,11:00:00,5.05,9.9,3.9,0.011
12/05/2019,11:05:00,5.024,10.1,3.8,0.011
12/05/2019,11:10:00,4.874,10.2,3.7,0.01
12/05/2019,11:15:00,5.181,10.2,4,0.012
12/05/2019,11:20:00,4.911,10.2,3.7,0.01
12/05/2019,11:25:00,4.991,10.3,3.8,0.011
12/05/2019,11:30:00,4.984,10.4,3.8,0.011
12/05/2019,11:35:00,4.917,10.6,3.7,0.01
12/05/2019,11:40:00,5.038,10.6,3.8,0.011
12/05/2019,11:45:00,4.893,10.6,3.7,0.01
12/05/2019,11:50:00,5.245,10.6,4,0.012
12/05/2019,11:55:00,4.934,10.6,3.7,0.01
12/05/2019,12:00:00,5.016,10.7,3.8,0.011
12/05/2019,12:05:00,4.679,10.8,3.5,0.009
12/05/2019,12:10:00,4.716,11,3.5,0.009
12/05/2019,12:15:00,5.205,11.2,4,0.012
12/05/2019,12:20:00,4.931,11.2,3.7,0.01
12/05/2019,12:25:00,5.075,11.2,3.9,0.011
12/05/2019,12:30:00,4.955,11.1,3.8,0.011
12/05/2019,12:35:00,4.94,10.9,3.7,0.01
12/05/2019,12:40:00,4.634,10.7,3.4,0.008
12/05/2019,12:45:00,4.827,10.6,3.6,0.01
12/05/2019,12:50:00,4.852,10.6,3.6,0.01
12/05/2019,12:55:00,4.814,10.5,3.6,0.01
12/05/2019,13:00:00,5.23,10.5,4,0.012
12/05/2019,13:05:00,5.087,10.4,3.9,0.011
12/05/2019,13:10:00,5.031,10.2,3.8,0.011
12/05/2019,13:15:00,4.955,10.1,3.8,0.011
12/05/2019,13:20:00,4.899,10,3.7,0.01
12/05/2019,13:25:00,4.738,10,3.5,0.009
12/05/2019,13:30:00,4.924,10,3.7,0.01
12/05/2019,13:35:00,5.173,9.9,4,0.012
12/05/2019,13:40:00,4.989,9.9,3.8,0.011
12/05/2019,13:45:00,4.97,9.8,3.8,0.011
12/05/2019,13:50:00,4.851,9.8,3.6,0.01
12/05/2019,13:55:00,4.77,9.7,3.6,0.01
12/05/2019,14:00:00,4.961,9.6,3.8,0.011
12/05/2019,14:05:00,4.82,9.5,3.6,0.01
12/05/2019,14:10:00,5.032,9.4,3.8,0.011
12/05/2019,14:15:00,4.85,9.3,3.6,0.01
12/05/2019,14:20:00,4.817,9.2,3.6,0.01
12/05/2019,14:25:00,4.965,9.2,3.8,0.011
12/05/2019,14:30:00,4.884,9.1,3.7,0.01
12/05/2019,14:35:00,5.114,9.1,3.9,0.011
12/05/2019,14:40:00,5.182,9,4,0.012
12/05/2019,14:45:00,4.793,8.9,3.6,0.01
12/05/2019,14:50:00,5.114,8.8,3.9,0.011
12/05/2019,14:55:00,4.744,8.7,3.5,0.009
12/05/2019,15:00:00,4.832,8.6,3.6,0.01
12/05/2019,15:05:00,4.876,8.5,3.7,0.01
12/05/2019,15:10:00,5.046,8.5,3.8,0.011
12/05/2019,15:15:00,5.049,8.4,3.8,0.011
12/05/2019,15:20:00,4.933,8.4,3.7,0.01
12/05/2019,15:25:00,5.144,8.3,3.9,0.011
12/05/2019,15:30:00,5.002,8.2,3.8,0.011
12/05/2019,15:35:00,4.652,8.2,3.4,0.008
12/05/2019,15:40:00,5.279,8.1,4.1,0.012
12/05/2019,15:45:00,5.095,8.1,3.9,0.011
12/05/2019,15:50:00,4.852,8,3.6,0.01
12/05/2019,15:55:00,4.75,8,3.5,0.009
12/05/2019,16:00:00,4.96,7.9,3.8,0.011
12/05/2019,16:05:00,5.066,7.9,3.9,0.011
12/05/2019,16:10:00,5.255,7.9,4.1,0.012
12/05/2019,16:15:00,5.198,7.8,4,0.012
12/05/2019,16:20:00,5.221,7.8,4,0.012
12/05/2019,16:25:00,5.43,7.7,4.2,0.013
12/05/2019,16:30:00,5.392,7.7,4.2,0.013
12/05/2019,16:35:00,5.291,7.7,4.1,0.012
12/05/2019,16:40:00,5.334,7.6,4.1,0.012
12/05/2019,16:45:00,4.903,7.6,3.7,0.01
12/05/2019,16:50:00,5.343,7.5,4.1,0.012
12/05/2019,16:55:00,5.574,7.5,4.4,0.014
12/05/2019,17:00:00,5.204,7.4,4,0.012
12/05/2019,17:05:00,5.163,7.4,4,0.012
12/05/2019,17:10:00,5.501,7.3,4.3,0.014
12/05/2019,17:15:00,5.068,7.3,3.9,0.011
12/05/2019,17:20:00,5.798,7.3,4.6,0.016
12/05/2019,17:25:00,5.821,7.2,4.6,0.016
12/05/2019,17:30:00,5.761,7.2,4.6,0.016
12/05/2019,17:35:00,5.328,7.2,4.1,0.012
12/05/2019,17:40:00,5.517,7.1,4.3,0.014
12/05/2019,17:45:00,5.48,7.1,4.3,0.014
12/05/2019,17:50:00,5.834,7.1,4.7,0.017
12/05/2019,17:55:00,5.941,7,4.8,0.017
12/05/2019,18:00:00,5.63,7,4.4,0.014
12/05/2019,18:05:00,6.047,7,4.9,0.018
12/05/2019,18:10:00,5.86,7,4.7,0.017
12/05/2019,18:15:00,5.821,7,4.6,0.016
12/05/2019,18:20:00,6.424,7,5.3,0.021
12/05/2019,18:25:00,6.008,7,4.8,0.017
12/05/2019,18:30:00,6.01,7,4.8,0.017
12/05/2019,18:35:00,5.822,7,4.6,0.016
12/05/2019,18:40:00,6.113,6.9,4.9,0.018
12/05/2019,18:45:00,6.134,7,5,0.019
12/05/2019,18:50:00,6.322,6.9,5.1,0.02
12/05/2019,18:55:00,6.405,7,5.2,0.02
12/05/2019,19:00:00,6.593,6.9,5.4,0.022
12/05/2019,19:05:00,6.862,6.9,5.7,0.025
12/05/2019,19:10:00,6.407,6.9,5.2,0.02
12/05/2019,19:15:00,6.699,6.9,5.5,0.023
12/05/2019,19:20:00,7.135,6.9,6,0.027
12/05/2019,19:25:00,6.889,6.8,5.7,0.025
12/05/2019,19:30:00,7.763,6.8,6.6,0.033
12/05/2019,19:35:00,7.181,6.8,6,0.027
12/05/2019,19:40:00,8.595,6.8,7.5,0.043
12/05/2019,19:45:00,7.578,6.8,6.4,0.031
12/05/2019,19:50:00,8.203,6.8,7.1,0.039
12/05/2019,19:55:00,8.429,6.8,7.3,0.041
12/05/2019,20:00:00,8.243,6.8,7.1,0.039
12/05/2019,20:05:00,7.994,6.8,6.9,0.036
12/05/2019,20:10:00,8.284,6.8,7.1,0.039
12/05/2019,20:15:00,8.991,6.8,7.9,0.048
12/05/2019,20:20:00,8.764,6.8,7.6,0.044
12/05/2019,20:25:00,8.596,6.8,7.5,0.043
12/05/2019,20:30:00,9.012,6.8,7.9,0.048
12/05/2019,20:35:00,9.2,6.8,8.1,0.051
12/05/2019,20:40:00,9.323,6.8,8.2,0.052
12/05/2019,20:45:00,9.904,6.8,8.8,0.06
12/05/2019,20:50:00,9.926,6.8,8.8,0.06
12/05/2019,20:55:00,9.654,6.9,8.5,0.056
12/05/2019,21:00:00,9.819,6.9,8.7,0.059
12/05/2019,21:05:00,10.753,6.9,9.7,0.073
12/05/2019,21:10:00,10.17,6.9,9.1,0.064
12/05/2019,21:15:00,10.481,6.9,9.4,0.069
12/05/2019,21:20:00,10.875,6.9,9.8,0.075
12/05/2019,21:25:00,10.812,6.9,9.7,0.073
12/05/2019,21:30:00,10.937,6.9,9.9,0.077
12/05/2019,21:35:00,10.419,6.9,9.3,0.067
12/05/2019,21:40:00,10.566,6.9,9.5,0.07
12/05/2019,21:45:00,11.087,6.9,10,0.078
12/05/2019,21:50:00,11.461,6.8,10.4,0.085
12/05/2019,21:55:00,12.003,6.8,10.9,0.093
12/05/2019,22:00:00,11.839,6.8,10.8,0.092
12/05/2019,22:05:00,11.947,6.7,10.9,0.093
12/05/2019,22:10:00,11.865,6.7,10.8,0.092
12/05/2019,22:15:00,12.301,6.7,11.2,0.099
12/05/2019,22:20:00,12.012,6.7,11,0.095
12/05/2019,22:25:00,12.845,6.7,11.8,0.11
12/05/2019,22:30:00,12.369,6.7,11.3,0.101
12/05/2019,22:35:00,12.682,6.6,11.6,0.106
12/05/2019,22:40:00,12.682,6.7,11.6,0.106
12/05/2019,22:45:00,13.16,6.7,12.1,0.116
12/05/2019,22:50:00,13.221,6.6,12.2,0.118
12/05/2019,22:55:00,13.7,6.6,12.7,0.128
12/05/2019,23:00:00,14.365,6.6,13.4,0.143
12/05/2019,23:05:00,14.221,6.6,13.2,0.139
12/05/2019,23:10:00,14.927,6.6,13.9,0.154
12/05/2019,23:15:00,15.302,6.6,14.3,0.163
12/05/2019,23:20:00,15.509,6.6,14.5,0.168
12/05/2019,23:25:00,15.364,6.6,14.4,0.166
12/05/2019,23:30:00,16.155,6.6,15.2,0.185
12/05/2019,23:35:00,16.113,6.6,15.1,0.183
12/05/2019,23:40:00,16.613,6.6,15.6,0.195
12/05/2019,23:45:00,15.865,6.6,14.9,0.178
12/05/2019,23:50:00,16.302,6.6,15.3,0.188
12/05/2019,23:55:00,16.532,6.6,15.6,0.195
13/05/2019,00:00:00,17.486,6.6,16.5,0.219
13/05/2019,00:05:00,18.276,6.6,17.3,0.242
13/05/2019,00:10:00,18.006,6.6,17.1,0.236
13/05/2019,00:15:00,18.773,6.6,17.8,0.256
13/05/2019,00:20:00,18.752,6.6,17.8,0.256
13/05/2019,00:25:00,18.086,6.6,17.1,0.236
13/05/2019,00:30:00,18.894,6.7,18,0.262
13/05/2019,00:35:00,18.291,6.7,17.4,0.245
13/05/2019,00:40:00,18.476,6.7,17.5,0.248
13/05/2019,00:45:00,18.226,6.7,17.3,0.242
13/05/2019,00:50:00,18.744,6.8,17.8,0.256
13/05/2019,00:55:00,19.221,6.8,18.3,0.272
13/05/2019,01:00:00,18.802,6.8,17.9,0.259
13/05/2019,01:05:00,19.341,6.8,18.4,0.275
13/05/2019,01:10:00,19.547,6.8,18.6,0.281
13/05/2019,01:15:00,19.527,6.8,18.6,0.281
13/05/2019,01:20:00,19.422,6.8,18.5,0.278
13/05/2019,01:25:00,19.485,6.8,18.6,0.281
13/05/2019,01:30:00,19.485,6.8,18.6,0.281
13/05/2019,01:35:00,19.797,6.8,18.9,0.29
13/05/2019,01:40:00,19.714,6.8,18.8,0.287
13/05/2019,01:45:00,19.631,6.8,18.7,0.284
13/05/2019,01:50:00,19.547,6.8,18.6,0.281
13/05/2019,01:55:00,19.816,6.8,18.9,0.29
13/05/2019,02:00:00,19.879,6.8,19,0.293
13/05/2019,02:05:00,19.922,6.8,19,0.293
13/05/2019,02:10:00,19.776,6.8,18.9,0.29
13/05/2019,02:15:00,19.755,6.8,18.9,0.29
13/05/2019,02:20:00,19.798,6.8,18.9,0.29
13/05/2019,02:25:00,19.631,6.8,18.7,0.284
13/05/2019,02:30:00,19.694,6.8,18.8,0.287
13/05/2019,02:35:00,20.152,6.8,19.3,0.303
13/05/2019,02:40:00,19.945,6.8,19,0.293
13/05/2019,02:45:00,20.008,6.8,19.1,0.297
13/05/2019,02:50:00,20.131,6.8,19.2,0.3
13/05/2019,02:55:00,20.364,6.8,19.5,0.309
13/05/2019,03:00:00,20.031,6.8,19.1,0.297
13/05/2019,03:05:00,20.012,6.7,19.1,0.297
13/05/2019,03:10:00,20.053,6.7,19.2,0.3
13/05/2019,03:15:00,20.283,6.7,19.4,0.306
13/05/2019,03:20:00,20.2,6.7,19.3,0.303
13/05/2019,03:25:00,20.764,6.7,19.9,0.323
13/05/2019,03:30:00,20.807,6.7,19.9,0.323
13/05/2019,03:35:00,20.684,6.6,19.8,0.319
13/05/2019,03:40:00,20.811,6.6,19.9,0.323
13/05/2019,03:45:00,20.917,6.6,20,0.326
13/05/2019,03:50:00,20.999,6.6,20.1,0.329
13/05/2019,03:55:00,21.085,6.5,20.2,0.333
13/05/2019,04:00:00,21.09,6.5,20.2,0.333
13/05/2019,04:05:00,20.883,6.5,20,0.326
13/05/2019,04:10:00,21.156,6.4,20.3,0.336
13/05/2019,04:15:00,20.867,6.4,20,0.326
13/05/2019,04:20:00,20.993,6.4,20.1,0.329
13/05/2019,04:25:00,21.08,6.4,20.2,0.333
13/05/2019,04:30:00,21.02,6.3,20.1,0.329
13/05/2019,04:35:00,20.936,6.3,20.1,0.329
13/05/2019,04:40:00,20.958,6.3,20.1,0.329
13/05/2019,04:45:00,20.961,6.3,20.1,0.329
13/05/2019,04:50:00,21.148,6.3,20.3,0.336
13/05/2019,04:55:00,21.797,6.2,20.9,0.357
13/05/2019,05:00:00,22.463,6.2,21.6,0.382
13/05/2019,05:05:00,22.902,6.2,22.1,0.4
13/05/2019,05:10:00,22.902,6.2,22.1,0.4
13/05/2019,05:15:00,23.027,6.2,22.2,0.404
13/05/2019,05:20:00,23.048,6.2,22.2,0.404
13/05/2019,05:25:00,23.09,6.2,22.3,0.408
13/05/2019,05:30:00,23.111,6.2,22.3,0.408
13/05/2019,05:35:00,23.151,6.2,22.3,0.408
13/05/2019,05:40:00,23.13,6.2,22.3,0.408
13/05/2019,05:45:00,23.17,6.2,22.3,0.408
13/05/2019,05:50:00,23.234,6.2,22.4,0.412
13/05/2019,05:55:00,23.152,6.2,22.3,0.408
13/05/2019,06:00:00,23.256,6.2,22.4,0.412
13/05/2019,06:05:00,23.027,6.2,22.2,0.404
13/05/2019,06:10:00,23.006,6.2,22.2,0.404
13/05/2019,06:15:00,22.921,6.2,22.1,0.4
13/05/2019,06:20:00,22.777,6.2,21.9,0.393
13/05/2019,06:25:00,23.026,6.2,22.2,0.404
13/05/2019,06:30:00,23.108,6.2,22.3,0.408
13/05/2019,06:35:00,22.921,6.2,22.1,0.4
13/05/2019,06:40:00,23.335,6.2,22.5,0.416
13/05/2019,06:45:00,23.003,6.3,22.2,0.404
13/05/2019,06:50:00,22.939,6.3,22.1,0.4
13/05/2019,06:55:00,22.856,6.3,22,0.397
13/05/2019,07:00:00,23.084,6.3,22.2,0.404
13/05/2019,07:05:00,23.127,6.2,22.3,0.408
13/05/2019,07:10:00,22.94,6.2,22.1,0.4
13/05/2019,07:15:00,22.918,6.2,22.1,0.4
13/05/2019,07:20:00,22.919,6.2,22.1,0.4
13/05/2019,07:25:00,22.795,6.2,22,0.397
13/05/2019,07:30:00,22.815,6.2,22,0.397
13/05/2019,07:35:00,22.774,6.2,21.9,0.393
13/05/2019,07:40:00,22.774,6.2,21.9,0.393
13/05/2019,07:45:00,23.063,6.2,22.2,0.404
13/05/2019,07:50:00,23.209,6.3,22.4,0.412
13/05/2019,07:55:00,23.187,6.3,22.4,0.412
13/05/2019,08:00:00,22.833,6.3,22,0.397
