EM41512,Port 1,Port 1,Port 1,Port 2,Port 3,Port 4,Port 4,Port 4
7191 records,VP-4,VP-4,VP-4,ECRN-100,PYR,Davis Cup,Davis Cup,Davis Cup
Date.time,RH,°C Temp,kPa Pressure,mm Precip,Solar W/m²,m/s Wind,m/s Gusts,° Direction
13/04/2018 13:45,0.597,11.5,90.43,0.2,51.3,1,1.4,182
13/04/2018 14:50,0.598,11.1,90.43,0,210.6,1.5,2.2,199
13/04/2018 15:00,0.61,10.8,90.45,0,195.9,1.5,1.7,194
13/04/2018 15:10,0.634,10.6,90.45,0,249,1.4,2.1,205
13/04/2018 15:20,0.633,10.8,90.46,0,228.9,1.5,1.7,193
13/04/2018 15:30,0.625,11.9,90.46,0,575,1.5,2,193
13/04/2018 15:40,0.587,13.2,90.45,0,545.7,1.4,1.9,211
13/04/2018 15:50,0.578,12.9,90.46,0,360.7,1.4,1.7,198
13/04/2018 16:00,0.587,12.5,90.46,0,402.8,1.3,1.7,201
13/04/2018 16:10,0.575,12.8,90.46,0,294.8,1,1.3,199
13/04/2018 16:20,0.564,13.8,90.46,0,553,1.4,1.6,208
13/04/2018 16:30,0.543,14.4,90.46,0,629.9,1.5,2.2,213
13/04/2018 16:40,0.536,14.6,90.48,0,371.7,1.4,2,206
13/04/2018 16:50,0.533,13.8,90.48,0,183.1,1.4,2.2,214
13/04/2018 17:00,0.567,11.9,90.48,0,131.8,1.9,2.4,202
13/04/2018 17:10,0.591,11.1,90.49,0,142.8,1.5,2.1,201
13/04/2018 17:20,0.591,11.1,90.49,0,93.4,1.2,1.8,198
13/04/2018 17:30,0.576,10.9,90.5,0,75.1,1.3,1.7,194
13/04/2018 17:40,0.572,11,90.49,0,170.3,1.5,1.8,205
13/04/2018 17:50,0.562,12.6,90.49,0,461.4,1.4,1.8,201
13/04/2018 18:00,0.513,14.2,90.49,0,336.9,1.6,1.9,189
13/04/2018 18:10,0.531,13.1,90.5,0,219.7,1.4,1.9,202
13/04/2018 18:20,0.56,11.9,90.52,0,84.2,1.2,1.7,197
13/04/2018 18:30,0.579,11.2,90.52,0,152,1.2,1.6,200
13/04/2018 18:40,0.56,12.1,90.52,0,219.7,1.2,1.7,212
13/04/2018 18:50,0.553,12.3,90.53,0,130,0.8,1.3,226
13/04/2018 19:00,0.56,11.9,90.52,0,64.1,0.6,0.8,205
13/04/2018 19:10,0.587,11.2,90.53,0,34.8,0.3,0.4,189
13/04/2018 19:20,0.607,10.3,90.53,0,22,0.2,0.7,190
13/04/2018 19:30,0.628,9.6,90.55,0,16.5,0,0,0
13/04/2018 19:40,0.645,9.2,90.55,0,11,0.3,0.6,185
13/04/2018 19:50,0.649,9.1,90.55,0,3.7,0.5,0.7,175
13/04/2018 20:00,0.649,9.1,90.55,0,0,0.9,1.3,100
13/04/2018 20:10,0.641,8.9,90.56,0,0,1,1.2,91
13/04/2018 20:20,0.64,8.7,90.58,0,0,1.1,1.4,99
13/04/2018 20:30,0.645,8.6,90.58,0,0,1,1.1,101
13/04/2018 20:40,0.645,8.6,90.59,0,0,0.7,0.8,105
13/04/2018 20:50,0.649,8.7,90.59,0,0,0.4,0.8,97
13/04/2018 21:00,0.658,8.5,90.59,0,0,1.1,1.3,70
13/04/2018 21:10,0.672,8.2,90.59,0,0,1,1.2,42
13/04/2018 21:20,0.672,8.4,90.61,0,0,1.6,1.9,44
13/04/2018 21:30,0.676,8.3,90.61,0,0,1.5,1.7,52
13/04/2018 21:40,0.667,8.3,90.61,0,0,1.5,1.8,42
13/04/2018 21:50,0.667,8.5,90.62,0,0,1.8,2.1,27
13/04/2018 22:00,0.649,8.7,90.62,0,0,1.9,2.3,31
13/04/2018 22:10,0.658,8.5,90.62,0,0,1.9,2.2,21
13/04/2018 22:20,0.654,8.4,90.62,0,0,1.8,2.1,17
13/04/2018 22:30,0.654,8.4,90.64,0,0,1.7,2,20
13/04/2018 22:40,0.658,8.5,90.64,0,0,1.8,2.2,22
13/04/2018 22:50,0.662,8.2,90.64,0,0,1.4,1.7,26
13/04/2018 23:00,0.653,8,90.62,0,0,1.7,2.2,17
13/04/2018 23:10,0.64,8.3,90.64,0,0,1.9,2.3,22
13/04/2018 23:20,0.644,8.4,90.64,0,0,1.9,2.2,26
13/04/2018 23:30,0.658,8.3,90.62,0,0,1.7,2.2,26
13/04/2018 23:40,0.672,8.2,90.62,0,0,1.6,2.1,17
13/04/2018 23:50,0.658,8.1,90.64,0,0,1.5,2.1,29
14/04/2018 0:00,0.635,8.2,90.65,0,0,1.6,1.9,38
14/04/2018 0:10,0.639,8.1,90.65,0,0,1.6,2.1,6
14/04/2018 0:20,0.652,7.8,90.67,0,0,0.9,1.3,16
14/04/2018 0:30,0.642,7.6,90.7,0,0,1.2,1.6,56
14/04/2018 0:40,0.661,7.6,90.7,0,0,1.3,2,21
14/04/2018 0:50,0.662,7.8,90.7,0,0,1.1,1.8,28
14/04/2018 1:00,0.661,7.4,90.71,0,0,1.1,1.4,40
14/04/2018 1:10,0.624,7.8,90.71,0,0,1.2,1.5,43
14/04/2018 1:20,0.621,8.1,90.7,0,0,1.6,2,14
14/04/2018 1:30,0.608,8.4,90.7,0,0,1.2,1.9,16
14/04/2018 1:40,0.626,8.2,90.7,0,0,1.5,1.9,26
14/04/2018 1:50,0.613,8.5,90.71,0,0,1.8,2.4,31
14/04/2018 2:00,0.631,8.5,90.71,0,0,1.9,2.3,19
14/04/2018 2:10,0.644,8.4,90.71,0,0,1.9,2.4,26
14/04/2018 2:20,0.644,8.4,90.71,0,0,1.8,2.2,15
14/04/2018 2:30,0.648,8.1,90.71,0,0,1.5,1.9,13
14/04/2018 2:40,0.648,8.1,90.71,0,0,1.7,2.2,17
14/04/2018 2:50,0.648,8.1,90.7,0,0,1.8,2.3,17
14/04/2018 3:00,0.636,8.6,90.7,0,0,1.9,2.3,19
14/04/2018 3:10,0.636,8.6,90.7,0,0,1.4,2.7,21
14/04/2018 3:20,0.644,8.4,90.7,0,0,1.1,1.5,19
14/04/2018 3:30,0.636,8.8,90.71,0,0,1.3,2.2,11
14/04/2018 3:40,0.636,8.8,90.7,0,0,1.6,2.3,13
14/04/2018 3:50,0.654,8.4,90.68,0,0,1,1.8,29
14/04/2018 4:00,0.662,8.2,90.67,0,0,1.3,2.6,354
14/04/2018 4:10,0.676,8.1,90.67,0,0,1.7,2.7,7
14/04/2018 4:20,0.69,7.8,90.68,0,0,0.9,1.6,3
14/04/2018 4:30,0.704,7.3,90.68,0,0,1.2,1.9,26
14/04/2018 4:40,0.714,7.1,90.7,0,0,0.9,1.6,18
14/04/2018 4:50,0.719,7.2,90.7,0,0,1.9,3,18
14/04/2018 5:00,0.719,7.2,90.68,0,0,2.1,3.1,29
14/04/2018 5:10,0.704,7.5,90.67,0,0,2.2,3.2,13
14/04/2018 5:20,0.7,7.8,90.65,0,0,2.3,3,13
14/04/2018 5:30,0.704,7.7,90.65,0,0,2,3.2,11
14/04/2018 5:40,0.704,7.7,90.65,0,0,2.1,2.7,17
14/04/2018 5:50,0.7,7.8,90.65,0,0,2.1,2.9,32
14/04/2018 6:00,0.695,7.9,90.65,0,0,2.3,3,26
14/04/2018 6:10,0.676,8.1,90.65,0,0,2.4,2.8,23
14/04/2018 6:20,0.672,8.2,90.65,0,0,2.4,3,9
14/04/2018 6:30,0.676,8.1,90.65,0,0,2.4,2.8,26
14/04/2018 6:40,0.672,8.2,90.67,0,0,2.5,3.7,22
14/04/2018 6:50,0.676,8.1,90.67,0,3.7,2.1,2.9,24
14/04/2018 7:00,0.667,8.3,90.67,0,7.3,2.6,3.6,24
14/04/2018 7:10,0.654,8.4,90.67,0,11,2.4,2.7,24
14/04/2018 7:20,0.658,8.3,90.67,0,12.8,2.2,3.2,21
14/04/2018 7:30,0.658,8.3,90.67,0,16.5,2.4,3.5,34
14/04/2018 7:40,0.654,8.4,90.67,0,18.3,2.3,3.1,37
14/04/2018 7:50,0.658,8.5,90.67,0,22,2,3.5,15
14/04/2018 8:00,0.658,8.5,90.67,0,22,2.4,3.8,22
14/04/2018 8:10,0.667,8.5,90.67,0,25.6,1.8,3.7,33
14/04/2018 8:20,0.654,8.8,90.67,0,27.5,2.1,3.1,22
14/04/2018 8:30,0.649,9.3,90.67,0,221.6,1.9,2.8,13
14/04/2018 8:40,0.627,10.2,90.68,0,322.3,1.9,3.4,2
14/04/2018 8:50,0.631,10.3,90.68,0,357.1,3.2,4.5,6
14/04/2018 9:00,0.635,10.4,90.68,0,382.7,2,2.8,37
14/04/2018 9:10,0.635,10.2,90.68,0,342.4,2.6,4.7,6
14/04/2018 9:20,0.63,10.5,90.67,0,443.1,2.7,4.3,26
14/04/2018 9:30,0.622,10.9,90.7,0,488.9,2.4,3.6,15
14/04/2018 9:40,0.613,11.3,90.7,0,523.7,1.9,3,357
14/04/2018 9:50,0.601,11.6,90.71,0,547.5,2,3.3,33
14/04/2018 10:00,0.604,11.7,90.71,0,553,2.7,5,346
14/04/2018 10:10,0.6,11.8,90.71,0,600.6,2.5,3.6,13
14/04/2018 10:20,0.606,12,90.71,0,633.5,2.2,3.7,359
14/04/2018 10:30,0.601,12.5,90.72,0,657.3,2,3.8,352
14/04/2018 10:40,0.609,12.3,90.72,0,679.3,2.3,3.7,11
14/04/2018 10:50,0.61,12.6,90.72,0,703.1,2.2,3.3,8
14/04/2018 11:00,0.614,12.5,90.74,0,651.9,2,3.3,23
14/04/2018 11:10,0.606,12.7,90.72,0,765.4,2.7,4.7,359
14/04/2018 11:20,0.61,12.6,90.74,0,752.6,2.7,4.3,341
14/04/2018 11:30,0.616,12.8,90.74,0,743.4,2.2,3.9,5
14/04/2018 11:40,0.609,13.3,90.74,0,789.2,2,4.4,20
14/04/2018 11:50,0.596,13.8,90.74,0,798.3,2.4,4.4,355
14/04/2018 12:00,0.611,13.1,90.75,0,715.9,2.1,3.6,5
14/04/2018 12:10,0.619,12.9,90.75,0,606.1,1.9,3.2,9
14/04/2018 12:20,0.616,12.8,90.75,0,661,2.5,4.5,13
14/04/2018 12:30,0.632,12.4,90.75,0,686.6,2.6,4.1,3
14/04/2018 12:40,0.632,12.4,90.74,0,523.7,2.5,4.1,22
14/04/2018 12:50,0.63,12.8,90.72,0,770.9,2.3,3.5,24
14/04/2018 13:00,0.62,13.2,90.72,0,668.3,1.9,3.3,0
14/04/2018 13:10,0.609,13.8,90.71,0,880.7,2.1,3.6,331
14/04/2018 13:20,0.607,14,90.71,0,842.3,2.1,4.2,8
14/04/2018 13:30,0.605,13.9,90.74,0,884.4,2.1,3.1,4
14/04/2018 13:40,0.61,13.6,90.72,0,829.5,2.7,4.6,339
14/04/2018 13:50,0.599,14.2,90.72,0,873.4,2.1,3.9,11
14/04/2018 14:00,0.606,13.7,90.72,0,856.9,2.7,3.9,21
14/04/2018 14:10,0.611,13.9,90.71,0,849.6,2.7,3.9,22
14/04/2018 14:20,0.598,14.4,90.71,0,811.2,2.6,4.9,3
14/04/2018 14:30,0.61,14.1,90.72,0,772.7,2.3,4,21
14/04/2018 14:40,0.603,14.1,90.72,0,712.3,2.8,4.3,8
14/04/2018 14:50,0.604,14.4,90.71,0,737.9,1.8,3.5,11
14/04/2018 15:00,0.589,14.8,90.7,0,765.4,2.2,2.9,18
14/04/2018 15:10,0.594,14.5,90.67,0,752.6,3.2,4.1,7
14/04/2018 15:20,0.601,14,90.64,0,761.7,3.5,5.4,6
14/04/2018 15:30,0.595,14,90.62,0,714.1,3.1,4.3,22
14/04/2018 15:40,0.597,14.1,90.61,0,688.5,3.8,5.9,3
14/04/2018 15:50,0.603,13.8,90.59,0,564,4,5.5,9
14/04/2018 16:00,0.612,13.4,90.58,0,553,3.6,4.9,38
14/04/2018 16:10,0.599,14.2,90.58,0,587.8,2.8,5.8,16
14/04/2018 16:20,0.592,14.4,90.58,0,556.6,1.9,3,12
14/04/2018 16:30,0.588,14,90.58,0,503.5,2.9,4.5,18
14/04/2018 16:40,0.601,13.5,90.55,0,573.1,3.5,5.9,30
14/04/2018 16:50,0.594,13.7,90.55,0,509,3.5,5.6,4
14/04/2018 17:00,0.597,13.1,90.53,0,285.6,3.2,4.8,45
14/04/2018 17:10,0.599,12.9,90.55,0,294.8,2.7,4.3,7
14/04/2018 17:20,0.6,12.7,90.56,0,324.1,2.9,4.6,354
14/04/2018 17:30,0.596,12.8,90.56,0,238,2.5,4.1,354
14/04/2018 17:40,0.602,12.1,90.56,0,219.7,2.8,5.7,41
14/04/2018 17:50,0.606,12,90.55,0,190.4,3,4,352
14/04/2018 18:00,0.611,11.7,90.55,0,142.8,2.8,4.5,6
14/04/2018 18:10,0.616,11.4,90.53,0,144.7,2.5,4.3,25
14/04/2018 18:20,0.62,11.3,90.52,0,126.3,2.7,3.8,356
14/04/2018 18:30,0.633,11,90.48,0,113.5,3.2,4.5,0
14/04/2018 18:40,0.633,10.8,90.48,0,104.4,2.8,4.5,352
14/04/2018 18:50,0.634,10.6,90.48,0,84.2,2.7,3.8,329
14/04/2018 19:00,0.635,10.4,90.5,0,65.9,1.9,3.5,27
14/04/2018 19:10,0.639,10.3,90.48,0,47.6,2.1,2.8,7
14/04/2018 19:20,0.636,10,90.48,0,31.1,2.6,3.8,359
14/04/2018 19:30,0.64,9.7,90.49,0,22,2.2,3.6,55
14/04/2018 19:40,0.636,9.6,90.49,0,11,2.6,4.5,24
14/04/2018 19:50,0.624,9.5,90.46,0,1.8,3.7,5,22
14/04/2018 20:00,0.586,9.8,90.46,0,0,3.2,4.9,26
14/04/2018 20:10,0.555,10.2,90.46,0,0,3.4,4.7,2
14/04/2018 20:20,0.539,10.2,90.46,0,0,4,5.3,12
14/04/2018 20:30,0.527,10.3,90.46,0,0,4.2,6.1,40
14/04/2018 20:40,0.527,10.3,90.45,0,0,3.2,4.1,9
14/04/2018 20:50,0.531,10.2,90.43,0,0,4.3,6.5,23
14/04/2018 21:00,0.527,10.3,90.45,0,0,3.5,5.1,8
14/04/2018 21:10,0.526,10.1,90.45,0,0,3.4,5.6,4
14/04/2018 21:20,0.523,10.2,90.46,0,0,3.2,4.4,34
14/04/2018 21:30,0.531,10.2,90.45,0,0,3.1,4.2,357
14/04/2018 21:40,0.531,10.2,90.46,0,0,2.9,4.6,27
14/04/2018 21:50,0.535,10.3,90.45,0,0,3.3,4.8,18
14/04/2018 22:00,0.532,10.4,90.42,0,0,5,8.3,359
14/04/2018 22:10,0.531,10.2,90.43,0,0,4.3,7.2,20
14/04/2018 22:20,0.535,10.3,90.46,0,0,3.8,7.2,15
14/04/2018 22:30,0.539,10.2,90.42,0,0,3.4,5.1,354
14/04/2018 22:40,0.534,10.1,90.45,0,0,3.6,5.2,15
14/04/2018 22:50,0.539,10.2,90.46,0,0,3.8,5.6,25
14/04/2018 23:00,0.535,10.3,90.43,0,0,4.9,7.7,13
14/04/2018 23:10,0.539,10.2,90.4,0,0,4.9,6.9,45
14/04/2018 23:20,0.542,10.1,90.37,0,0,3.7,4.8,353
14/04/2018 23:30,0.542,10.1,90.37,0,0,4.7,5.9,346
14/04/2018 23:40,0.538,10,90.37,0,0,4.1,5.8,20
14/04/2018 23:50,0.537,9.8,90.36,0,0,3.9,4.8,358
15/04/2018 0:00,0.529,9.8,90.36,0,0,4.8,7.4,355
15/04/2018 0:10,0.532,9.7,90.34,0,0,4.7,5.5,34
15/04/2018 0:20,0.527,9.6,90.36,0,0,4.6,6.5,354
15/04/2018 0:30,0.531,9.5,90.36,0,0,4.6,6.8,358
15/04/2018 0:40,0.531,9.5,90.37,0,0,4.9,7.6,9
15/04/2018 0:50,0.531,9.5,90.37,0,0,5.6,8.1,1
15/04/2018 1:00,0.531,9.5,90.37,0,0,5.1,6.7,18
15/04/2018 1:10,0.53,9.3,90.39,0,0,4.1,6.3,347
15/04/2018 1:20,0.514,9.5,90.37,0,0,4.1,5.2,26
15/04/2018 1:30,0.507,9.7,90.36,0,0,4.3,6,21
15/04/2018 1:40,0.511,9.6,90.34,0,0,2.9,4,334
15/04/2018 1:50,0.504,9.8,90.33,0,0,4,6.1,0
15/04/2018 2:00,0.492,9.9,90.31,0,0,4.2,6.1,1
15/04/2018 2:10,0.492,9.9,90.3,0,0,4.2,7.2,26
15/04/2018 2:20,0.484,9.9,90.28,0,0,4.5,6.2,13
15/04/2018 2:30,0.487,9.8,90.27,0,0,4.4,5.2,21
15/04/2018 2:40,0.476,9.9,90.27,0,0,3.6,5.8,359
15/04/2018 2:50,0.473,10,90.26,0,0,3.7,5.3,352
15/04/2018 3:00,0.473,10,90.23,0,0,2.9,4,3
15/04/2018 3:10,0.486,10.1,90.18,0,0,3.7,5.5,356
15/04/2018 3:20,0.499,10.2,90.18,0,0,3,4.1,343
15/04/2018 3:30,0.503,10.3,90.18,0,0,4,5.4,18
15/04/2018 3:40,0.508,10.4,90.17,0,0,4.2,5.8,356
15/04/2018 3:50,0.532,10.4,90.17,0,0,3.6,6,26
15/04/2018 4:00,0.551,10.3,90.15,0,0,3.9,5,336
15/04/2018 4:10,0.567,10.3,90.12,0,0,4.3,5.8,2
15/04/2018 4:20,0.587,10.2,90.12,0,0,4.3,6.5,356
15/04/2018 4:30,0.599,10.1,90.12,0,0,5.1,6.6,25
15/04/2018 4:40,0.595,10.2,90.11,0,0,4.9,7,355
15/04/2018 4:50,0.591,10.1,90.09,0,0,5.1,7.1,13
15/04/2018 5:00,0.599,10.1,90.09,0,0,4.9,6.6,7
15/04/2018 5:10,0.595,10,90.06,0,0,4.5,5.9,14
15/04/2018 5:20,0.603,10,90.05,0,0,5.2,7,38
15/04/2018 5:30,0.607,10.1,90.05,0,0,5.5,8.4,13
15/04/2018 5:40,0.599,10.1,90.05,0,0,5.6,7,15
15/04/2018 5:50,0.615,9.9,90.04,0,0,5.4,7,21
15/04/2018 6:00,0.619,9.8,90.02,0,0,4.5,5.6,11
15/04/2018 6:10,0.632,9.7,90.01,0,0,5.3,7.9,355
15/04/2018 6:20,0.645,9.4,89.98,0,0,4.7,7,25
15/04/2018 6:30,0.636,9.4,89.98,0,0,5.1,6.2,344
15/04/2018 6:40,0.645,9.4,89.95,0,0,5.5,8.4,2
15/04/2018 6:50,0.653,9.2,89.95,0,0,4.5,6.1,24
15/04/2018 7:00,0.649,9.3,89.95,0,5.5,5.4,7.3,20
15/04/2018 7:10,0.649,9.5,89.98,0,14.6,5.2,6.8,0
15/04/2018 7:20,0.64,9.5,90.01,0,23.8,3.7,6.5,17
15/04/2018 7:30,0.611,9.8,90.02,0,40.3,3.7,4.9,8
15/04/2018 7:40,0.603,10.2,90.02,0,56.8,3.2,4.6,27
15/04/2018 7:50,0.587,10.4,90.02,0,76.9,4.3,5.3,27
15/04/2018 8:00,0.603,10.4,90.01,0,54.9,3.7,5.6,17
15/04/2018 8:10,0.611,10.4,90.02,0,64.1,3.9,6.5,19
15/04/2018 8:20,0.611,10.4,90.04,0,62.3,4.1,5.4,343
15/04/2018 8:30,0.607,10.5,90.04,0,58.6,3.5,4.6,12
15/04/2018 8:40,0.603,10.6,90.04,0,53.1,4,5.6,5
15/04/2018 8:50,0.591,10.7,90.06,0,42.1,3.4,4.1,12
15/04/2018 9:00,0.595,10.8,90.06,0,40.3,2.7,3.5,10
15/04/2018 9:10,0.599,10.7,90.02,0,42.1,3.4,4.5,10
15/04/2018 9:20,0.599,10.7,90.04,0,40.3,3,4.3,13
15/04/2018 9:30,0.591,10.9,90.04,0,58.6,3.5,5.3,3
15/04/2018 9:40,0.587,11,90.02,0,98.9,2.5,3.3,15
15/04/2018 9:50,0.598,11.1,90.02,0,115.4,2.5,3.4,53
15/04/2018 10:00,0.594,11.2,90.01,0,80.6,3,4.1,6
15/04/2018 10:10,0.606,11.1,90.01,0,71.4,2.7,3.7,359
15/04/2018 10:20,0.613,11.1,90.02,0,73.2,2.1,4.1,353
15/04/2018 10:30,0.617,11,90.02,0,73.2,2.5,3.4,357
15/04/2018 10:40,0.633,11,89.99,0,98.9,2.9,4.3,332
15/04/2018 10:50,0.64,11,89.99,0,108,2.7,4.3,28
15/04/2018 11:00,0.629,11.1,89.99,0,109.9,2.4,3,8
15/04/2018 11:10,0.636,11.1,90.01,0,73.2,2.2,3.1,349
15/04/2018 11:20,0.657,10.8,90.04,0,53.1,2.5,3.2,6
15/04/2018 11:30,0.657,10.8,90.04,0,93.4,2.7,3.4,324
15/04/2018 11:40,0.652,10.9,90.04,0,91.6,2.6,4.2,18
15/04/2018 11:50,0.661,10.7,90.05,0,87.9,2.4,2.8,2
15/04/2018 12:00,0.695,10.3,90.04,0,65.9,2.2,3,2
15/04/2018 12:10,0.702,9.8,90.05,0,18.3,2.1,3.1,19
15/04/2018 12:20,0.673,9.9,90.05,0,51.3,2.2,2.8,339
15/04/2018 12:30,0.71,9.8,90.06,0.2,126.3,3,4.1,30
15/04/2018 12:40,0.732,9.7,90.06,0,119,2.9,3.8,19
15/04/2018 12:50,0.66,10,90.06,0,75.1,3.6,4.3,23
15/04/2018 13:00,0.611,10.6,90.04,0,69.6,3.5,4.9,23
15/04/2018 13:10,0.591,10.9,90.01,0,73.2,3.7,4.4,13
15/04/2018 13:20,0.5,11.1,89.99,0,80.6,2.7,4,40
15/04/2018 13:30,0.427,11.8,89.99,0,84.2,3.3,4,24
15/04/2018 13:40,0.397,12.1,90.01,0,86.1,3.2,4.1,19
15/04/2018 13:50,0.503,11.9,89.99,0,133.7,1.3,2.3,344
15/04/2018 14:00,0.531,11.9,89.99,0,190.4,2.1,4,8
15/04/2018 14:10,0.532,12.3,90.01,0,190.4,2,2.8,21
15/04/2018 14:20,0.525,12.3,90.01,0,157.5,3.3,4.2,21
15/04/2018 14:30,0.5,12.4,89.99,0,184.9,2.8,3.6,13
15/04/2018 14:40,0.474,12.8,89.99,0,172.1,2.9,3.6,26
15/04/2018 14:50,0.467,12.8,89.99,0,91.6,3.1,4.2,25
15/04/2018 15:00,0.425,12.6,89.99,0,89.7,3.3,3.9,26
15/04/2018 15:10,0.402,12.7,89.99,0,111.7,2.3,3.6,29
15/04/2018 15:20,0.393,12.8,89.99,0,106.2,3,3.8,33
15/04/2018 15:30,0.406,12.8,90.01,0,102.5,2.6,3.6,14
15/04/2018 15:40,0.449,12.5,90.01,0,84.2,2.1,3.5,32
15/04/2018 15:50,0.442,12.5,90.01,0,82.4,1.5,2.2,52
15/04/2018 16:00,0.463,12.7,90.02,0,97,0.7,1.7,75
15/04/2018 16:10,0.474,13,90.02,0,98.9,1.1,2.9,109
15/04/2018 16:20,0.514,12.4,90.02,0,108,2.5,4,109
15/04/2018 16:30,0.549,11.8,90.01,0,102.5,1.5,2.1,111
15/04/2018 16:40,0.626,11.7,89.99,0,148.3,0.5,1.3,62
15/04/2018 16:50,0.567,12.3,89.99,0,157.5,0.8,1.7,38
15/04/2018 17:00,0.508,12.8,89.95,0,144.7,1.8,3.8,14
15/04/2018 17:10,0.46,12.8,89.82,0,97,4.2,5.3,1
15/04/2018 17:20,0.436,12.7,89.79,0,97,3.7,5.4,7
15/04/2018 17:30,0.426,12.8,89.76,0,73.2,4,5.6,11
15/04/2018 17:40,0.405,13.1,89.73,0,71.4,3.7,4.8,31
15/04/2018 17:50,0.418,13.1,89.74,0,56.8,4.2,5.2,11
15/04/2018 18:00,0.441,13,89.73,0,67.7,3.8,5.1,26
15/04/2018 18:10,0.454,13,89.73,0,69.6,5,6.1,24
15/04/2018 18:20,0.461,13,89.74,0,82.4,4.1,5.3,27
15/04/2018 18:30,0.448,13.2,89.74,0,150.1,4,5.3,24
15/04/2018 18:40,0.446,13.3,89.76,0,102.5,3.4,4.9,29
15/04/2018 18:50,0.446,13.5,89.76,0,120.8,3.1,4.5,40
15/04/2018 19:00,0.453,13.5,89.77,0,131.8,3,4.1,27
15/04/2018 19:10,0.45,13.6,89.77,0,84.2,3.7,6,20
15/04/2018 19:20,0.462,13.2,89.77,0,43.9,3.2,4.4,44
15/04/2018 19:30,0.468,13,89.76,0,25.6,3.2,5.1,46
15/04/2018 19:40,0.474,12.8,89.76,0,14.6,3.5,6.2,30
15/04/2018 19:50,0.473,12.6,89.76,0,5.5,3.9,4.8,25
15/04/2018 20:00,0.486,12.4,89.77,0,0,3.2,5.4,7
15/04/2018 20:10,0.5,12.2,89.8,0,0,3.3,5.3,27
15/04/2018 20:20,0.49,12.3,89.8,0,0,4,5.3,44
15/04/2018 20:30,0.539,11.9,89.82,0,0,3.3,4.3,17
15/04/2018 20:40,0.59,11.5,89.83,0,0,2.6,3.9,33
15/04/2018 20:50,0.62,11.3,89.83,0,0,3.3,3.9,20
15/04/2018 21:00,0.62,11.3,89.85,0,0,3.2,4.5,16
15/04/2018 21:10,0.613,11.3,89.85,0,0,3.6,5,27
15/04/2018 21:20,0.617,11.2,89.85,0,0,3.1,5.2,32
15/04/2018 21:30,0.621,11.1,89.85,0,0,3.5,4.9,19
15/04/2018 21:40,0.598,11.1,89.85,0,0,2.7,3.9,12
15/04/2018 21:50,0.587,11,89.85,0,0,2.8,4.6,355
15/04/2018 22:00,0.579,11.2,89.85,0,0,3,4.5,13
15/04/2018 22:10,0.576,11.1,89.83,0,0,2.5,3.6,7
15/04/2018 22:20,0.603,10.8,89.83,0,0,2.9,3.9,17
15/04/2018 22:30,0.603,10.8,89.83,0,0,3.2,4.3,21
15/04/2018 22:40,0.61,10.8,89.83,0,0,3.2,3.9,14
15/04/2018 22:50,0.61,10.8,89.82,0,0,3.2,4.4,27
15/04/2018 23:00,0.626,10.6,89.82,0,0,2.4,3.4,30
15/04/2018 23:10,0.655,10.3,89.83,0,0,2.7,4,15
15/04/2018 23:20,0.664,10.1,89.82,0,0,2.6,3.2,26
15/04/2018 23:30,0.643,10.2,89.83,0,0,2.6,3.4,30
15/04/2018 23:40,0.643,10.2,89.83,0,0,3,3.9,24
15/04/2018 23:50,0.611,10.4,89.83,0,0,2.9,3.8,28
16/04/2018 0:00,0.571,10.4,89.85,0,0,1.3,2.2,37
16/04/2018 0:10,0.575,10.3,89.85,0,0,0.8,1.2,27
16/04/2018 0:20,0.679,9.4,89.85,0,0,2.3,3.1,14
16/04/2018 0:30,0.731,9.2,89.82,0,0,2.8,3.6,16
16/04/2018 0:40,0.726,9.3,89.8,0,0,1.9,3.3,19
16/04/2018 0:50,0.688,9.2,89.79,0,0,2.1,3.2,24
16/04/2018 1:00,0.681,9.9,89.77,0,0,4.4,4.9,32
16/04/2018 1:10,0.647,10.3,89.79,0,0,4.2,4.9,21
16/04/2018 1:20,0.639,10.3,89.79,0,0,3.4,4.4,20
16/04/2018 1:30,0.677,9.8,89.79,0,0,2.6,3.2,17
16/04/2018 1:40,0.678,9.6,89.79,0,0,2.4,3.4,22
16/04/2018 1:50,0.695,9.6,89.77,0,0,3,3.6,15
16/04/2018 2:00,0.711,9.6,89.77,0,0,3,3.6,33
16/04/2018 2:10,0.733,9.5,89.77,0,0,3,3.8,35
16/04/2018 2:20,0.755,9.4,89.79,0,0,3.5,4.5,19
16/04/2018 2:30,0.769,9.3,89.77,0,0,3.4,4.6,6
16/04/2018 2:40,0.777,9.3,89.8,0,0,3,4,17
16/04/2018 2:50,0.788,9.1,89.8,0,0,2.6,5.2,21
16/04/2018 3:00,0.788,9.1,89.8,0,0,2.6,3.6,15
16/04/2018 3:10,0.793,9,89.8,0,0,2.7,3.5,24
16/04/2018 3:20,0.798,8.9,89.8,0,0,3.3,4.3,18
16/04/2018 3:30,0.802,9,89.8,0,0,3,3.9,22
16/04/2018 3:40,0.807,8.9,89.8,0,0,2.8,3.8,23
16/04/2018 3:50,0.802,9,89.8,0,0,3.3,3.9,14
16/04/2018 4:00,0.802,9,89.82,0,0,2.8,3.5,9
16/04/2018 4:10,0.796,9.1,89.8,0,0,3.1,3.8,15
