EM41512,Port 1,Port 1,Port 1,Port 2,Port 3,Port 4,Port 4,Port 4
7191 records,VP-4,VP-4,VP-4,ECRN-100,PYR,Davis Cup,Davis Cup,Davis Cup
Date.time,RH,°C Temp,kPa Pressure,mm Precip,Solar W/m²,m/s Wind,m/s Gusts,° Direction
07/05/2018 6:50,0.812,11.9,90.52,0,23.8,2,3.4,3
07/05/2018 7:00,0.803,12.2,90.53,0,29.3,2.5,3.2,3
07/05/2018 7:10,0.797,12.3,90.52,0,31.1,2,3.2,7
07/05/2018 7:20,0.797,12.3,90.52,0,36.6,1.6,2.3,30
07/05/2018 7:30,0.792,12.4,90.52,0,38.5,1.4,2.6,355
07/05/2018 7:40,0.787,12.5,90.52,0,42.1,1.1,1.4,355
07/05/2018 7:50,0.784,12.7,90.53,0,47.6,1.4,2.5,357
07/05/2018 8:00,0.767,13.3,90.53,0,247.2,1.6,3.1,24
07/05/2018 8:10,0.74,14.1,90.53,0,298.5,1.5,3.3,333
07/05/2018 8:20,0.727,14.5,90.53,0,333.3,1.2,1.9,10
07/05/2018 8:30,0.724,14.7,90.55,0,369.9,1.4,2.6,10
07/05/2018 8:40,0.73,15.2,90.55,0,397.3,0.9,1.6,359
07/05/2018 8:50,0.716,15.5,90.53,0,432.1,1.3,2.5,17
07/05/2018 9:00,0.716,15.5,90.53,0,219.7,1.2,3,7
07/05/2018 9:10,0.727,14.9,90.53,0,247.2,1.6,2.5,0
07/05/2018 9:20,0.735,15.1,90.53,0,518.2,1.3,2.1,353
07/05/2018 9:30,0.715,15.9,90.53,0,611.6,1.4,2.2,353
07/05/2018 9:40,0.705,16,90.53,0,611.6,2.1,3.1,35
07/05/2018 9:50,0.711,16.1,90.53,0,639,1.7,2.4,46
07/05/2018 10:00,0.692,16.4,90.53,0,655.5,2,2.8,11
07/05/2018 10:10,0.694,16.6,90.53,0,668.3,1.5,2.8,27
07/05/2018 10:20,0.681,16.9,90.53,0,697.6,2.1,3.1,1
07/05/2018 10:30,0.668,17.8,90.55,0,726.9,1.8,3.4,2
07/05/2018 10:40,0.655,18.1,90.55,0,748.9,1.4,2.5,2
07/05/2018 10:50,0.64,18.6,90.56,0,640.9,1.5,2.1,349
07/05/2018 11:00,0.642,17.7,90.56,0,358.9,1.7,2.6,18
07/05/2018 11:10,0.679,16.7,90.55,0,434,1.7,3.8,25
07/05/2018 11:20,0.657,17.7,90.56,0,542,1.9,3,20
07/05/2018 11:30,0.672,17.1,90.56,0,617.1,1.8,2.7,7
07/05/2018 11:40,0.653,18.5,90.56,0,853.3,1.6,2.3,6
07/05/2018 11:50,0.641,18.8,90.58,0,763.5,1.9,3.3,14
07/05/2018 12:00,0.659,17.9,90.56,0,421.1,1.7,3.3,358
07/05/2018 12:10,0.679,17.3,90.56,0,421.1,2.4,3.2,30
07/05/2018 12:20,0.696,16.8,90.55,0,183.1,3,3.9,26
07/05/2018 12:30,0.723,16.2,90.53,0,168.5,2.6,4,28
07/05/2018 12:40,0.719,16.4,90.53,0,450.4,3.3,4,25
07/05/2018 12:50,0.722,16.1,90.53,0,95.2,2.5,3.5,8
07/05/2018 13:00,0.734,15.6,90.55,0,82.4,2.5,3.3,19
07/05/2018 13:10,0.739,15.5,90.53,0,128.2,3.1,4.3,17
07/05/2018 13:20,0.74,15.6,90.5,0,174,2.7,3.5,11
07/05/2018 13:30,0.728,16.2,90.49,0,560.3,2.6,3.8,8
07/05/2018 13:40,0.687,17.7,90.49,0,941.2,2.9,4.5,25
07/05/2018 13:50,0.677,17.7,90.48,0,593.3,3.5,5.7,22
07/05/2018 14:00,0.696,16.9,90.49,0,260,3.3,4.4,24
07/05/2018 14:10,0.717,16.2,90.5,0,166.6,2.3,3.9,353
07/05/2018 14:20,0.731,15.9,90.5,0,119,2.7,4.6,0
07/05/2018 14:30,0.744,15.5,90.5,0,91.6,3,4.2,13
07/05/2018 14:40,0.759,15.2,90.5,0,95.2,2.8,4.2,1
07/05/2018 14:50,0.765,15.2,90.49,0,115.4,1.5,2.6,26
07/05/2018 15:00,0.766,15.3,90.49,0,172.1,1.7,2.7,17
07/05/2018 15:10,0.757,15.6,90.48,0,245.4,2.1,3,3
07/05/2018 15:20,0.758,15.8,90.46,0,314.9,2.6,3.7,10
07/05/2018 15:30,0.738,16,90.45,0,324.1,2.9,4.3,15
07/05/2018 15:40,0.743,16,90.43,0,254.5,2.8,3.8,20
07/05/2018 15:50,0.747,15.8,90.42,0,239.9,3.3,4.9,13
07/05/2018 16:00,0.741,15.8,90.42,0,241.7,3.1,4.6,18
07/05/2018 16:10,0.741,15.8,90.4,0,280.2,3.3,3.8,13
07/05/2018 16:20,0.743,16,90.4,0,287.5,2.2,3.6,359
07/05/2018 16:30,0.738,16,90.39,0,238,2.8,4,14
07/05/2018 16:40,0.753,15.8,90.39,0,203.2,2.9,4.4,17
07/05/2018 16:50,0.757,15.6,90.39,0,183.1,2.5,3.6,358
07/05/2018 17:00,0.756,15.5,90.37,0,166.6,2.7,3.7,14
07/05/2018 17:10,0.755,15.4,90.37,0,166.6,2.9,5.3,47
07/05/2018 17:20,0.755,15.4,90.37,0,186.8,2.6,3.5,357
07/05/2018 17:30,0.744,15.5,90.37,0,239.9,2.9,4.1,27
07/05/2018 17:40,0.732,16,90.37,0,446.8,3.5,4.5,0
07/05/2018 17:50,0.724,16.3,90.37,0,362.5,3.7,4.4,11
07/05/2018 18:00,0.727,16.1,90.37,0,291.1,3.7,5.2,19
07/05/2018 18:10,0.733,16.1,90.37,0,245.4,2.8,4.3,29
07/05/2018 18:20,0.728,16.2,90.37,0,245.4,2.6,3.8,6
07/05/2018 18:30,0.722,16.1,90.37,0,210.6,2.8,4.3,10
07/05/2018 18:40,0.727,16,90.37,0,130,2,2.7,19
07/05/2018 18:50,0.734,15.6,90.36,0,104.4,2.4,3.2,9
07/05/2018 19:00,0.744,15.4,90.36,0,106.2,2,3.1,2
07/05/2018 19:10,0.748,15.3,90.36,0,80.6,2.3,3.1,16
07/05/2018 19:20,0.752,15.1,90.37,0,69.6,1.7,3.5,358
07/05/2018 19:30,0.756,14.9,90.37,0,60.4,1.8,2.6,6
07/05/2018 19:40,0.76,14.7,90.37,0,53.1,1.7,3.2,15
07/05/2018 19:50,0.76,14.7,90.39,0,40.3,1.7,3.5,4
07/05/2018 20:00,0.758,14.5,90.39,0,25.6,1.6,2.4,31
07/05/2018 20:10,0.766,14.2,90.37,0,12.8,1.5,3,357
07/05/2018 20:20,0.765,14.1,90.37,0,7.3,2,2.7,6
07/05/2018 20:30,0.764,14,90.37,0,3.7,2,2.7,17
07/05/2018 20:40,0.758,14,90.37,0,0,2.2,3.3,27
07/05/2018 20:50,0.751,14,90.37,0,0,2.2,2.6,19
07/05/2018 21:00,0.756,13.9,90.37,0,0,1.9,2.6,8
07/05/2018 21:10,0.755,13.8,90.36,0,0,2.1,2.6,9
07/05/2018 21:20,0.75,13.9,90.37,0,0,2.1,2.7,0
07/05/2018 21:30,0.75,13.9,90.37,0,0,2,3.1,3
07/05/2018 21:40,0.744,13.9,90.37,0,0,2,2.7,16
07/05/2018 21:50,0.744,13.9,90.37,0,0,1.9,2.6,12
07/05/2018 22:00,0.734,14.1,90.39,0,0,2.3,3.3,28
07/05/2018 22:10,0.735,14.2,90.39,0,0,2.3,3.3,13
07/05/2018 22:20,0.729,14.2,90.39,0,0,2.4,3.3,22
07/05/2018 22:30,0.735,14.2,90.37,0,0,2.7,3.5,20
07/05/2018 22:40,0.742,14.2,90.37,0,0,2.3,3.3,19
07/05/2018 22:50,0.746,14.1,90.36,0,0,2.5,3.5,19
07/05/2018 23:00,0.758,14,90.36,0,0,2.1,3.2,14
07/05/2018 23:10,0.758,14,90.34,0,0,2.2,3.3,14
07/05/2018 23:20,0.762,13.9,90.34,0,0,2.4,3,2
07/05/2018 23:30,0.769,13.9,90.33,0,0,2.4,3.3,16
07/05/2018 23:40,0.764,14,90.33,0,0,3,4,33
07/05/2018 23:50,0.77,14,90.34,0,0,2.3,3.2,9
08/05/2018 0:00,0.775,13.9,90.33,0,0,2.2,3.1,25
08/05/2018 0:10,0.775,13.9,90.33,0,0,2.2,3,24
08/05/2018 0:20,0.774,13.8,90.33,0,0,2.5,3.7,11
08/05/2018 0:30,0.784,13.6,90.31,0,0,2.4,3.6,14
08/05/2018 0:40,0.789,13.5,90.3,0,0,2.4,3,10
08/05/2018 0:50,0.795,13.5,90.3,0,0,2.5,3.6,24
08/05/2018 1:00,0.795,13.5,90.3,0,0,2.9,3.9,7
08/05/2018 1:10,0.797,13.6,90.28,0,0,2.8,3.5,9
08/05/2018 1:20,0.802,13.5,90.27,0,0,2.5,3.5,2
08/05/2018 1:30,0.803,13.6,90.27,0,0,3.3,4.4,12
08/05/2018 1:40,0.803,13.6,90.26,0,0,2.7,4.3,357
08/05/2018 1:50,0.808,13.5,90.24,0,0,3,4.5,15
08/05/2018 2:00,0.807,13.4,90.24,0,0,3,4.3,5
08/05/2018 2:10,0.812,13.3,90.23,0,0,2.6,3.4,29
08/05/2018 2:20,0.811,13.2,90.21,0,0,3,4.5,5
08/05/2018 2:30,0.805,13.2,90.2,0,0,3,4.2,39
08/05/2018 2:40,0.799,13.3,90.2,0,0,3.5,4.2,6
08/05/2018 2:50,0.793,13.3,90.18,0,0,3.4,4.2,3
08/05/2018 3:00,0.798,13.2,90.17,0,0,2.9,4,1
08/05/2018 3:10,0.802,13,90.15,0,0,2.6,3.4,9
08/05/2018 3:20,0.802,13,90.15,0,0,3,3.6,33
08/05/2018 3:30,0.79,13.1,90.14,0,0,2.9,3.6,18
08/05/2018 3:40,0.795,13,90.14,0,0,2.8,4.1,17
08/05/2018 3:50,0.788,13,90.14,0,0,3.2,4.7,19
08/05/2018 4:00,0.788,13,90.14,0,0,2.6,3.6,20
08/05/2018 4:10,0.782,13,90.14,0,0,2.8,3.6,8
08/05/2018 4:20,0.787,12.9,90.12,0,0,2.8,4.1,13
08/05/2018 4:30,0.787,12.9,90.12,0,0,2.8,3.6,4
08/05/2018 4:40,0.785,12.8,90.11,0,0,2.7,3.7,359
08/05/2018 4:50,0.773,12.9,90.11,0,0,2.6,3.5,12
08/05/2018 5:00,0.779,12.8,90.11,0,0,2.7,3.4,26
08/05/2018 5:10,0.772,12.8,90.11,0,0,2.8,3.5,7
08/05/2018 5:20,0.772,12.8,90.09,0,0,2.6,3.5,30
08/05/2018 5:30,0.77,12.7,90.09,0,0,2.5,3.2,20
08/05/2018 5:40,0.775,12.6,90.08,0,0,2.6,4.1,13
08/05/2018 5:50,0.763,12.7,90.08,0,0,3,3.8,3
08/05/2018 6:00,0.758,12.8,90.08,0,0,3.2,4.2,18
08/05/2018 6:10,0.753,12.9,90.09,0,3.7,3.2,4.3,356
08/05/2018 6:20,0.742,13,90.08,0,9.2,2.6,4.3,3
08/05/2018 6:30,0.748,13,90.08,0,12.8,3,4,4
08/05/2018 6:40,0.743,13.1,90.08,0,20.1,2.9,3.9,5
08/05/2018 6:50,0.748,13,90.09,0,27.5,3.1,4.2,22
08/05/2018 7:00,0.748,13,90.08,0,33,3,3.5,9
08/05/2018 7:10,0.743,13.1,90.08,0,40.3,2.8,3.6,24
08/05/2018 7:20,0.75,13.1,90.08,0,45.8,2.2,3.5,7
08/05/2018 7:30,0.755,13,90.06,0,49.4,2.1,3.1,0
08/05/2018 7:40,0.752,13.2,90.06,0,56.8,2.6,3.9,3
08/05/2018 7:50,0.752,13.2,90.05,0,69.6,1.8,2.7,42
08/05/2018 8:00,0.74,13.7,90.04,0,249,2.2,3.3,6
08/05/2018 8:10,0.72,14.4,90.04,0,291.1,1.6,2.1,357
08/05/2018 8:20,0.703,14.9,90.04,0,338.7,1.8,3.5,12
08/05/2018 8:30,0.685,15.3,90.04,0,342.4,1.7,2,9
08/05/2018 8:40,0.668,15.7,90.04,0,355.2,1.7,2.2,13
08/05/2018 8:50,0.676,15.5,90.02,0,228.9,2,3,359
08/05/2018 9:00,0.684,15.2,90.02,0,194.1,1.4,2.4,14
08/05/2018 9:10,0.684,15.2,90.02,0,194.1,1.4,1.9,3
08/05/2018 9:20,0.674,15.3,90.04,0,228.9,2.1,2.8,13
08/05/2018 9:30,0.679,15.7,90.04,0,369.9,1.6,2.3,357
08/05/2018 9:40,0.663,15.8,90.04,0,256.3,2.4,3.2,16
08/05/2018 9:50,0.645,15.7,90.02,0,311.3,2.3,3.1,6
08/05/2018 10:00,0.636,15.8,90.04,0,340.6,2.4,2.8,21
08/05/2018 10:10,0.633,16,90.04,0,329.6,2.2,3.7,19
08/05/2018 10:20,0.644,16,90.04,0,342.4,1.8,2.9,5
08/05/2018 10:30,0.646,16.6,90.04,0,600.6,1.9,2.9,0
08/05/2018 10:40,0.635,17,90.01,0,758.1,2.4,3.2,15
08/05/2018 10:50,0.632,17.6,90.02,0,719.6,1.9,2.7,10
08/05/2018 11:00,0.633,17.3,90.01,0,514.5,2.3,3.3,15
08/05/2018 11:10,0.645,16.9,90.01,0,435.8,1.9,3.2,7
08/05/2018 11:20,0.659,16.8,90.01,0,432.1,1.9,3.3,2
08/05/2018 11:30,0.655,16.9,89.99,0,639,2.3,3.1,38
08/05/2018 11:40,0.651,17.5,89.99,0,747.1,1.2,2.3,36
08/05/2018 11:50,0.617,18.1,89.98,0,754.4,1.9,3.3,337
08/05/2018 12:00,0.641,17.6,89.98,0,490.7,1.9,3.4,95
08/05/2018 12:10,0.627,17.6,89.98,0,309.4,2,2.7,28
08/05/2018 12:20,0.637,16.7,89.98,0,276.5,2.5,3.7,31
08/05/2018 12:30,0.613,17.3,89.96,0,933.8,2.8,3.5,37
08/05/2018 12:40,0.603,18.7,89.96,0,906.4,1.1,1.8,274
08/05/2018 12:50,0.594,19.2,89.95,0,672,1.3,2.9,14
08/05/2018 13:00,0.584,18.6,89.95,0,644.5,2,2.6,22
08/05/2018 13:10,0.584,18.2,89.93,0,684.8,1.8,2.6,16
08/05/2018 13:20,0.578,18.5,89.92,0,878.9,1.9,3.1,58
08/05/2018 13:30,0.595,19.4,89.9,0,943,1.5,2.6,186
08/05/2018 13:40,0.574,20,89.9,0,822.1,1,2.4,270
08/05/2018 13:50,0.582,20,89.89,0,906.4,1.3,3,122
08/05/2018 14:00,0.581,19.9,89.89,0,957.6,1.8,3,30
08/05/2018 14:10,0.573,19.4,89.87,0,950.3,2.5,3.7,39
08/05/2018 14:20,0.565,19,89.85,0,904.5,2.6,3.6,35
08/05/2018 14:30,0.588,19.6,89.83,0,769,1.7,2.9,83
08/05/2018 14:40,0.6,18.9,89.83,0,567.6,2.3,3.5,43
08/05/2018 14:50,0.589,19.2,89.82,0,935.7,1.8,2.8,85
08/05/2018 15:00,0.591,19.4,89.8,0,732.4,2,3.1,60
08/05/2018 15:10,0.619,18.9,89.8,0,851.4,2.3,3.5,37
08/05/2018 15:20,0.608,19.3,89.8,0,893.6,2.3,3.6,45
08/05/2018 15:30,0.599,19.3,89.8,0,789.2,2.4,3.5,67
08/05/2018 15:40,0.61,18.4,89.79,0,584.1,3,4,28
08/05/2018 15:50,0.626,18.1,89.77,0,468.8,2,3.5,40
08/05/2018 16:00,0.63,18,89.77,0,294.8,1.6,2.5,86
08/05/2018 16:10,0.648,17.2,89.77,0,184.9,2.4,3.2,43
08/05/2018 16:20,0.66,16.9,89.77,0,227.1,2.7,3.4,8
08/05/2018 16:30,0.66,16.9,89.79,0,232.5,2.2,4.2,15
08/05/2018 16:40,0.654,16.8,89.82,0,192.3,1.6,3.3,44
08/05/2018 16:50,0.643,16.8,89.83,0,184.9,0.5,1.2,147
08/05/2018 17:00,0.649,16.8,89.83,0,177.6,0.2,0.7,162
08/05/2018 17:10,0.645,16.5,89.83,0,98.9,0,0,0
08/05/2018 17:20,0.671,16.4,89.83,0,56.8,0.1,0.7,109
08/05/2018 17:30,0.675,16.3,89.83,0,89.7,0,0,0
08/05/2018 17:40,0.69,16.2,89.82,0,64.1,0,0.1,222
08/05/2018 17:50,0.689,16.1,89.82,0,58.6,0,0,0
08/05/2018 18:00,0.69,15.7,89.83,0,43.9,0.1,0.3,219
08/05/2018 18:10,0.718,15.2,89.83,0,34.8,0.1,0.3,215
08/05/2018 18:20,0.719,14.8,89.83,0,33,0.1,0.4,215
08/05/2018 18:30,0.714,14.4,89.83,0,51.3,0.2,0.4,204
08/05/2018 18:40,0.728,14.1,89.82,0,58.6,0,0,0
08/05/2018 18:50,0.737,13.9,89.82,0,75.1,0,0,0
08/05/2018 19:00,0.731,13.9,89.82,0,87.9,0,0,0
08/05/2018 19:10,0.726,14,89.8,0,45.8,0,0,0
08/05/2018 19:20,0.731,13.9,89.8,0,29.3,0,0,0
08/05/2018 19:30,0.747,13.7,89.8,0,18.3,0,0,0
08/05/2018 19:40,0.765,13.6,89.8,0,14.6,0.6,1.3,34
08/05/2018 19:50,0.762,13.9,89.82,0,16.5,0.3,0.6,49
08/05/2018 20:00,0.764,14,89.82,0,9.2,0.2,0.7,50
08/05/2018 20:10,0.767,13.8,89.82,0,1.8,0,0.1,50
08/05/2018 20:20,0.788,13.4,89.82,0,0,0,0,0
08/05/2018 20:30,0.808,13,89.8,0,0,0.3,0.6,50
08/05/2018 20:40,0.802,13,89.8,0,0,0.2,0.6,50
08/05/2018 20:50,0.791,13.2,89.82,0,0,0,0,0
08/05/2018 21:00,0.783,13.1,89.82,0,0,0.1,0.5,51
08/05/2018 21:10,0.782,13,89.83,0,0,0.6,1,103
08/05/2018 21:20,0.8,12.9,89.83,0,0,0.6,1,134
08/05/2018 21:30,0.812,12.8,89.85,0,0,0.7,0.9,137
08/05/2018 21:40,0.825,12.7,89.85,0,0,0.9,1.2,132
08/05/2018 21:50,0.83,12.6,89.86,0,0,0.8,1.1,123
08/05/2018 22:00,0.827,12.4,89.86,0,0,0.1,0.9,123
08/05/2018 22:10,0.831,12.2,89.86,0,0,0,0,0
08/05/2018 22:20,0.843,12.1,89.87,0,0,0,0,0
08/05/2018 22:30,0.849,12,89.87,0,0,0,0,0
08/05/2018 22:40,0.86,11.8,89.86,0,0,0,0,0
08/05/2018 22:50,0.857,11.6,89.85,0,0,0,0,0
08/05/2018 23:00,0.854,11.4,89.85,0,0,0,0,0
08/05/2018 23:10,0.882,11.3,89.85,0,0,0,0,0
08/05/2018 23:20,0.88,11.2,89.83,0,0,0,0,0
08/05/2018 23:30,0.875,10.9,89.83,0,0,0,0,0
08/05/2018 23:40,0.863,11.1,89.83,0,0,0,0,0
08/05/2018 23:50,0.858,11.2,89.83,0,0,0,0,0
09/05/2018 0:00,0.871,11.1,89.83,0,0,0.2,0.8,111
09/05/2018 0:10,0.88,11.2,89.83,0,0,0,0.1,111
09/05/2018 0:20,0.867,11.3,89.85,0,0,0,0,0
09/05/2018 0:30,0.867,11.3,89.85,0,0,0,0,0
09/05/2018 0:40,0.874,11.3,89.85,0,0,0,0,0
09/05/2018 0:50,0.871,11.1,89.83,0,0,0,0,0
09/05/2018 1:00,0.869,11,89.82,0,0,0,0,0
09/05/2018 1:10,0.863,10.7,89.8,0,0,0,0,0
09/05/2018 1:20,0.875,10.5,89.8,0,0,0.1,0.5,47
09/05/2018 1:30,0.883,10.5,89.79,0,0,0.8,1.2,22
09/05/2018 1:40,0.873,10.8,89.77,0,0,0.7,1.3,12
09/05/2018 1:50,0.867,10.9,89.77,0,0,1.1,2.1,12
09/05/2018 2:00,0.835,11.6,89.77,0,0,1.7,2.4,8
09/05/2018 2:10,0.817,11.8,89.74,0,0,2.2,2.9,18
09/05/2018 2:20,0.797,11.9,89.73,0,0,1.6,2,18
09/05/2018 2:30,0.786,11.7,89.71,0,0,2.1,2.6,22
09/05/2018 2:40,0.755,11.6,89.71,0,0,1.9,2.3,24
09/05/2018 2:50,0.694,11.8,89.71,0,0,2.2,2.5,20
09/05/2018 3:00,0.665,11.8,89.71,0,0,2.4,3.2,19
09/05/2018 3:10,0.661,11.9,89.7,0,0,2.7,3.5,5
09/05/2018 3:20,0.68,11.8,89.7,0,0,2.6,3.6,359
09/05/2018 3:30,0.689,11.6,89.7,0,0,2.5,3,18
09/05/2018 3:40,0.693,11.5,89.7,0,0,2.2,3.4,21
09/05/2018 3:50,0.705,11.4,89.7,0,0,2.4,3.2,19
09/05/2018 4:00,0.713,11.4,89.7,0,0,2.1,3,9
09/05/2018 4:10,0.72,11.4,89.68,0,0,2.5,3.5,4
09/05/2018 4:20,0.725,11.3,89.68,0,0,2,2.9,5
09/05/2018 4:30,0.737,11.2,89.68,0,0,2.1,2.7,13
09/05/2018 4:40,0.737,11.2,89.67,0,0,2.4,2.8,24
09/05/2018 4:50,0.75,11.1,89.67,0,0,2.2,2.8,16
09/05/2018 5:00,0.76,10.9,89.67,0,0,1.9,2.4,19
09/05/2018 5:10,0.752,10.9,89.67,0,0,2.2,2.7,29
09/05/2018 5:20,0.742,11.1,89.67,0,0,1.7,2.3,17
09/05/2018 5:30,0.735,11.1,89.65,0,0,2.2,2.9,16
09/05/2018 5:40,0.72,11.4,89.65,0,0,2.2,2.6,22
09/05/2018 5:50,0.706,11.7,89.65,0,0,1.9,2.4,24
09/05/2018 6:00,0.701,11.8,89.65,0,1.8,1.6,2.2,21
09/05/2018 6:10,0.701,11.8,89.65,0,11,1.4,1.9,11
09/05/2018 6:20,0.692,12,89.65,0,23.8,1.1,1.5,21
09/05/2018 6:30,0.683,12.2,89.65,0,22,1,1.3,37
09/05/2018 6:40,0.679,12.3,89.67,0,14.6,0.8,1.2,37
09/05/2018 6:50,0.686,12.3,89.67,0,18.3,0.9,1.4,34
09/05/2018 7:00,0.686,12.3,89.67,0,27.5,0.8,1.3,15
09/05/2018 7:10,0.697,12.2,89.65,0,29.3,1.2,1.7,15
09/05/2018 7:20,0.693,12.3,89.67,0,34.8,0.8,1.2,14
09/05/2018 7:30,0.688,12.4,89.67,0,36.6,0.1,1,67
09/05/2018 7:40,0.677,12.5,89.67,0,49.4,0.2,0.5,78
09/05/2018 7:50,0.686,12.6,89.68,0,62.3,0,0,0
09/05/2018 8:00,0.706,12.6,89.68,0,80.6,0,0.1,37
09/05/2018 8:10,0.706,12.6,89.68,0,98.9,0.3,1,355
09/05/2018 8:20,0.684,12.8,89.68,0,122.7,0.6,0.8,3
09/05/2018 8:30,0.682,13,89.7,0,131.8,0.4,0.7,17
09/05/2018 8:40,0.675,13.3,89.71,0,146.5,0.3,0.8,119
09/05/2018 8:50,0.668,13.6,89.71,0,146.5,0.1,0.5,149
09/05/2018 9:00,0.653,14.1,89.73,0,175.8,0.1,0.3,153
09/05/2018 9:10,0.645,14.3,89.73,0,243.5,0,0,0
09/05/2018 9:20,0.654,14.8,89.74,0,287.5,0,0,0
09/05/2018 9:30,0.603,15.2,89.74,0,325.9,0,0,0
09/05/2018 9:40,0.632,15.2,89.74,0,274.7,0.1,0.4,7
09/05/2018 9:50,0.66,15.2,89.76,0,258.2,0.3,0.6,9
09/05/2018 10:00,0.673,15.7,89.74,0,589.6,0.4,0.7,336
09/05/2018 10:10,0.648,16.3,89.76,0,688.5,0.6,1.2,337
09/05/2018 10:20,0.634,16.9,89.76,0,730.6,0.8,1.4,356
09/05/2018 10:30,0.595,17.1,89.76,0,661,1,1.6,350
09/05/2018 10:40,0.63,16.6,89.76,0,463.3,0.8,1.2,5
09/05/2018 10:50,0.641,16.2,89.77,0,503.5,1,1.9,349
09/05/2018 11:00,0.643,16.3,89.77,0,444.9,0.6,1.1,334
09/05/2018 11:10,0.68,16.8,89.77,0,369.9,0.3,0.6,208
09/05/2018 11:20,0.681,17.6,89.79,0,278.3,0.5,0.8,198
09/05/2018 11:30,0.708,17.1,89.79,0,168.5,0.2,0.4,205
09/05/2018 11:40,0.741,15.8,89.79,0,142.8,0,0,0
09/05/2018 11:50,0.744,15.5,89.79,0,139.2,0,0.3,204
09/05/2018 12:00,0.778,15.4,89.8,0,163,0,0,0
09/05/2018 12:10,0.775,15,89.8,0,208.7,0.3,0.8,302
09/05/2018 12:20,0.783,14.6,89.79,0,258.2,0.4,0.6,58
09/05/2018 12:30,0.748,14.7,89.79,0,329.6,0.5,0.8,41
09/05/2018 12:40,0.741,15.1,89.79,0,428.5,0.9,1.6,51
09/05/2018 12:50,0.675,15.4,89.77,0,472.4,1.1,1.9,15
09/05/2018 13:00,0.656,16.1,89.76,0,726.9,1,1.4,332
09/05/2018 13:10,0.616,16.7,89.76,0,642.7,0.8,1.7,0
09/05/2018 13:20,0.598,17.3,89.76,0,679.3,0.9,1.5,348
09/05/2018 13:30,0.619,16.9,89.76,0,402.8,1.4,2.5,14
09/05/2018 13:40,0.629,16.9,89.76,0,587.8,1.4,2,8
09/05/2018 13:50,0.648,16.3,89.76,0,364.4,1.7,2.4,8
09/05/2018 14:00,0.675,15.8,89.74,0,358.9,1.3,1.9,8
09/05/2018 14:10,0.689,15.6,89.74,0,206.9,1.1,2,105
09/05/2018 14:20,0.706,15.6,89.74,0,188.6,0.7,1.4,145
09/05/2018 14:30,0.755,16.2,89.74,0,175.8,0.4,0.5,154
09/05/2018 14:40,0.752,15.7,89.74,0,258.2,0.8,2.4,131
09/05/2018 14:50,0.794,14.5,89.76,0.6,419.3,2.2,2.9,25
09/05/2018 15:00,0.819,13.3,89.74,0,166.6,2.4,3.3,14
09/05/2018 15:10,0.838,12.7,89.74,0.2,31.1,1.4,2.1,93
09/05/2018 15:20,0.824,11.8,89.77,1,7.3,1.9,3.3,148
09/05/2018 15:30,0.863,11.5,89.79,2,29.3,0.2,0.8,48
09/05/2018 15:40,0.869,11.4,89.79,0.8,49.4,0.1,0.6,10
09/05/2018 15:50,0.843,11.2,89.77,0.4,51.3,1.1,1.8,20
09/05/2018 16:00,0.825,11.1,89.76,0.8,67.7,1.2,1.7,28
09/05/2018 16:10,0.816,11,89.74,0.6,91.6,2.6,3.7,18
09/05/2018 16:20,0.8,11,89.73,0.6,111.7,2.6,3.2,14
09/05/2018 16:30,0.806,10.9,89.73,0.2,80.6,2.5,2.9,21
09/05/2018 16:40,0.8,11,89.73,0,71.4,2.1,2.4,39
09/05/2018 16:50,0.823,11,89.74,0.2,91.6,1.8,2.3,49
09/05/2018 17:00,0.825,11.1,89.74,0,117.2,1.8,2.2,62
09/05/2018 17:10,0.806,11.6,89.74,0,305.8,1.4,1.7,46
09/05/2018 17:20,0.82,12.4,89.71,0,269.2,1.1,1.6,69
09/05/2018 17:30,0.864,13.2,89.73,0,318.6,0.5,1.3,88
09/05/2018 17:40,0.81,15,89.74,0,585.9,0,0.2,126
09/05/2018 17:50,0.757,16.5,89.74,0,509,0.1,0.3,180
09/05/2018 18:00,0.748,16.8,89.76,0,388.2,0,0.2,182
09/05/2018 18:10,0.732,14.9,89.76,0,172.1,0.8,1.7,16
09/05/2018 18:20,0.777,13.6,89.76,0,159.3,0.7,1.1,9
09/05/2018 18:30,0.784,12.7,89.76,0,89.7,1.1,1.6,20
09/05/2018 18:40,0.806,12,89.77,0,49.4,1,1.5,72
09/05/2018 18:50,0.766,11.8,89.77,0,33,1.5,1.9,71
09/05/2018 19:00,0.756,12,89.77,0,20.1,1.3,1.5,37
09/05/2018 19:10,0.824,11.4,89.76,0,14.6,1,1.4,11
09/05/2018 19:20,0.815,11.3,89.76,0,14.6,1.4,1.9,15
09/05/2018 19:30,0.837,11.3,89.76,0,16.5,1.6,2.6,12
09/05/2018 19:40,0.852,11.3,89.77,0,18.3,0.2,1.1,29
09/05/2018 19:50,0.82,11.2,89.77,0,20.1,0.7,1.2,57
09/05/2018 20:00,0.792,11.3,89.79,0,23.8,0.6,0.9,91
09/05/2018 20:10,0.792,11.3,89.79,0,18.3,0.6,1.3,89
09/05/2018 20:20,0.792,11.3,89.79,0,7.3,0.3,0.9,48
09/05/2018 20:30,0.803,11.1,89.79,0,0,0.4,0.7,37
