@T,table,,,
@H,timestamp,val_1,val_2,val_3
ID,  ,1,2,3
,2018-07-08 21:00,0.6105,0.6105,0.6105
,2018-07-08 22:00,0.5981666667,0.5981666667,0.5981666667
,2018-07-08 23:00,0.5793333333,0.5793333333,0.5793333333
,2018-07-09 00:00,0.5571666667,0.5571666667,0.5571666667
,2018-07-09 01:00,0.5331666667,0.5331666667,0.5331666667
,2018-07-09 02:00,0.5116666667,0.5116666667,0.5116666667
,2018-07-09 03:00,0.5043333333,0.5043333333,0.5043333333
,2018-07-09 04:00,0.545,0.545,0.545
,2018-07-09 05:00,0.5561666667,0.5561666667,0.5561666667
,2018-07-09 06:00,0.5551666667,0.5551666667,0.5551666667
,2018-07-09 07:00,0.5513333333,0.5513333333,0.5513333333
,2018-07-09 08:00,0.555,0.555,0.555
,2018-07-09 09:00,0.5175,0.5175,0.5175
,2018-07-09 10:00,0.4885,0.4885,0.4885
,2018-07-09 11:00,0.4765,0.4765,0.4765
,2018-07-09 12:00,0.484,0.484,0.484
,2018-07-09 13:00,0.4871666667,0.4871666667,0.4871666667
,2018-07-09 14:00,0.4645,0.4645,0.4645
,2018-07-09 15:00,0.4961666667,0.4961666667,0.4961666667
,2018-07-09 16:00,0.4423333333,0.4423333333,0.4423333333
,2018-07-09 17:00,0.4825,0.4825,0.4825
,2018-07-09 18:00,0.4905,0.4905,0.4905
,2018-07-09 19:00,0.56,0.56,0.56
,2018-07-09 20:00,0.5818333333,0.5818333333,0.5818333333
,2018-07-09 21:00,0.6003333333,0.6003333333,0.6003333333
,2018-07-09 22:00,0.6078333333,0.6078333333,0.6078333333
,2018-07-09 23:00,0.6161666667,0.6161666667,0.6161666667
,2018-07-10 00:00,0.6078333333,0.6078333333,0.6078333333
,2018-07-10 01:00,0.5946666667,0.5946666667,0.5946666667
,2018-07-10 02:00,0.6063333333,0.6063333333,0.6063333333
,2018-07-10 03:00,0.6035,0.6035,0.6035
,2018-07-10 04:00,0.6165,0.6165,0.6165
,2018-07-10 05:00,0.6126666667,0.6126666667,0.6126666667
,2018-07-10 06:00,0.6161666667,0.6161666667,0.6161666667
,2018-07-10 07:00,0.627,0.627,0.627
,2018-07-10 08:00,0.6425,0.6425,0.6425
,2018-07-10 09:00,0.5816666667,0.5816666667,0.5816666667
,2018-07-10 10:00,0.5026666667,0.5026666667,0.5026666667
,2018-07-10 11:00,0.4715,0.4715,0.4715
,2018-07-10 12:00,0.4733333333,0.4733333333,0.4733333333
,2018-07-10 13:00,0.4718333333,0.4718333333,0.4718333333
,2018-07-10 14:00,0.4776666667,0.4776666667,0.4776666667
,2018-07-10 15:00,0.4955,0.4955,0.4955
,2018-07-10 16:00,0.5235,0.5235,0.5235
,2018-07-10 17:00,0.5266666667,0.5266666667,0.5266666667
,2018-07-10 18:00,0.5535,0.5535,0.5535
,2018-07-10 19:00,0.6195,0.6195,0.6195
,2018-07-10 20:00,0.6883333333,0.6883333333,0.6883333333
,2018-07-10 21:00,0.7348333333,0.7348333333,0.7348333333
,2018-07-10 22:00,0.7493333333,0.7493333333,0.7493333333
,2018-07-10 23:00,0.7675,0.7675,0.7675
,2018-07-11 00:00,0.7933333333,0.7933333333,0.7933333333
,2018-07-11 01:00,0.8116666667,0.8116666667,0.8116666667
,2018-07-11 02:00,0.8393333333,0.8393333333,0.8393333333
,2018-07-11 03:00,0.8538333333,0.8538333333,0.8538333333
,2018-07-11 04:00,0.7703333333,0.7703333333,0.7703333333
,2018-07-11 05:00,0.7648333333,0.7648333333,0.7648333333
,2018-07-11 06:00,0.7453333333,0.7453333333,0.7453333333
,2018-07-11 07:00,0.7641666667,0.7641666667,0.7641666667
,2018-07-11 08:00,0.7178333333,0.7178333333,0.7178333333
,2018-07-11 09:00,0.6678333333,0.6678333333,0.6678333333
,2018-07-11 10:00,0.6615,0.6615,0.6615
,2018-07-11 11:00,0.6493333333,0.6493333333,0.6493333333
,2018-07-11 12:00,0.558,0.558,0.558
,2018-07-11 13:00,0.5765,0.5765,0.5765
,2018-07-11 14:00,0.5673333333,0.5673333333,0.5673333333
,2018-07-11 15:00,0.487,0.487,0.487
,2018-07-11 16:00,0.483,0.483,0.483
,2018-07-11 17:00,0.5318333333,0.5318333333,0.5318333333
,2018-07-11 18:00,0.57,0.57,0.57
,2018-07-11 19:00,0.6231666667,0.6231666667,0.6231666667
,2018-07-11 20:00,0.7093333333,0.7093333333,0.7093333333
,2018-07-11 21:00,0.7466666667,0.7466666667,0.7466666667
,2018-07-11 22:00,0.7826666667,0.7826666667,0.7826666667
,2018-07-11 23:00,0.8346666667,0.8346666667,0.8346666667
,2018-07-12 00:00,0.8235,0.8235,0.8235
,2018-07-12 01:00,0.7611666667,0.7611666667,0.7611666667
,2018-07-12 02:00,0.7103333333,0.7103333333,0.7103333333
,2018-07-12 03:00,0.6868333333,0.6868333333,0.6868333333
,2018-07-12 04:00,0.6875,0.6875,0.6875
,2018-07-12 05:00,0.7105,0.7105,0.7105
,2018-07-12 06:00,0.7506666667,0.7506666667,0.7506666667
,2018-07-12 07:00,0.7183333333,0.7183333333,0.7183333333
,2018-07-12 08:00,0.6261666667,0.6261666667,0.6261666667
,2018-07-12 09:00,0.605,0.605,0.605
,2018-07-12 10:00,0.5616666667,0.5616666667,0.5616666667
,2018-07-12 11:00,0.5331666667,0.5331666667,0.5331666667
,2018-07-12 12:00,0.5328333333,0.5328333333,0.5328333333
,2018-07-12 13:00,0.5185,0.5185,0.5185
,2018-07-12 14:00,0.51,0.51,0.51
,2018-07-12 15:00,0.5275,0.5275,0.5275
,2018-07-12 16:00,0.5473333333,0.5473333333,0.5473333333
,2018-07-12 17:00,0.5371666667,0.5371666667,0.5371666667
,2018-07-12 18:00,0.5658333333,0.5658333333,0.5658333333
,2018-07-12 19:00,0.622,0.622,0.622
,2018-07-12 20:00,0.704,0.704,0.704
,2018-07-12 21:00,0.7338333333,0.7338333333,0.7338333333
,2018-07-12 22:00,0.7446666667,0.7446666667,0.7446666667
,2018-07-12 23:00,0.7626666667,0.7626666667,0.7626666667
,2018-07-13 00:00,0.8198333333,0.8198333333,0.8198333333
,2018-07-13 01:00,0.8428333333,0.8428333333,0.8428333333
,2018-07-13 02:00,0.8235,0.8235,0.8235
,2018-07-13 03:00,0.79,0.79,0.79
,2018-07-13 04:00,0.8053333333,0.8053333333,0.8053333333
,2018-07-13 05:00,0.8106666667,0.8106666667,0.8106666667
,2018-07-13 06:00,0.7463333333,0.7463333333,0.7463333333
,2018-07-13 07:00,0.6591666667,0.6591666667,0.6591666667
,2018-07-13 08:00,0.572,0.572,0.572
,2018-07-13 09:00,0.4976666667,0.4976666667,0.4976666667
,2018-07-13 10:00,0.4686666667,0.4686666667,0.4686666667
,2018-07-13 11:00,0.4615,0.4615,0.4615
,2018-07-13 12:00,0.4583333333,0.4583333333,0.4583333333
,2018-07-13 13:00,0.4613333333,0.4613333333,0.4613333333
,2018-07-13 14:00,0.4406666667,0.4406666667,0.4406666667
,2018-07-13 15:00,0.4268333333,0.4268333333,0.4268333333
,2018-07-13 16:00,0.4091666667,0.4091666667,0.4091666667
,2018-07-13 17:00,0.4173333333,0.4173333333,0.4173333333
,2018-07-13 18:00,0.4118333333,0.4118333333,0.4118333333
,2018-07-13 19:00,0.463,0.463,0.463
,2018-07-13 20:00,0.5691666667,0.5691666667,0.5691666667
,2018-07-13 21:00,0.6165,0.6165,0.6165
,2018-07-13 22:00,0.6371666667,0.6371666667,0.6371666667
,2018-07-13 23:00,0.639,0.639,0.639
,2018-07-14 00:00,0.5555,0.5555,0.5555
,2018-07-14 01:00,0.511,0.511,0.511
,2018-07-14 02:00,0.4173333333,0.4173333333,0.4173333333
,2018-07-14 03:00,0.4408333333,0.4408333333,0.4408333333
,2018-07-14 04:00,0.5385,0.5385,0.5385
,2018-07-14 05:00,0.5236666667,0.5236666667,0.5236666667
,2018-07-14 06:00,0.5136666667,0.5136666667,0.5136666667
,2018-07-14 07:00,0.5056666667,0.5056666667,0.5056666667
,2018-07-14 08:00,0.4543333333,0.4543333333,0.4543333333
,2018-07-14 09:00,0.4311666667,0.4311666667,0.4311666667
,2018-07-14 10:00,0.4143333333,0.4143333333,0.4143333333
,2018-07-14 11:00,0.436,0.436,0.436
,2018-07-14 12:00,0.4295,0.4295,0.4295
,2018-07-14 13:00,0.406,0.406,0.406
,2018-07-14 14:00,0.4125,0.4125,0.4125
,2018-07-14 15:00,0.3825,0.3825,0.3825
,2018-07-14 16:00,0.3956666667,0.3956666667,0.3956666667
,2018-07-14 17:00,0.4106666667,0.4106666667,0.4106666667
,2018-07-14 18:00,0.4323333333,0.4323333333,0.4323333333
,2018-07-14 19:00,0.4773333333,0.4773333333,0.4773333333
,2018-07-14 20:00,0.5261666667,0.5261666667,0.5261666667
,2018-07-14 21:00,0.5781666667,0.5781666667,0.5781666667
,2018-07-14 22:00,0.6456666667,0.6456666667,0.6456666667
,2018-07-14 23:00,0.525,0.525,0.525
,2018-07-15 00:00,0.5136666667,0.5136666667,0.5136666667
,2018-07-15 01:00,0.4861666667,0.4861666667,0.4861666667
,2018-07-15 02:00,0.4931666667,0.4931666667,0.4931666667
,2018-07-15 03:00,0.484,0.484,0.484
,2018-07-15 04:00,0.5071666667,0.5071666667,0.5071666667
,2018-07-15 05:00,0.508,0.508,0.508
,2018-07-15 06:00,0.5421666667,0.5421666667,0.5421666667
,2018-07-15 07:00,0.5475,0.5475,0.5475
,2018-07-15 08:00,0.539,0.539,0.539
,2018-07-15 09:00,0.5103333333,0.5103333333,0.5103333333
,2018-07-15 10:00,0.4631666667,0.4631666667,0.4631666667
,2018-07-15 11:00,0.4238333333,0.4238333333,0.4238333333
,2018-07-15 12:00,0.379,0.379,0.379
,2018-07-15 13:00,0.3825,0.3825,0.3825
,2018-07-15 14:00,0.3806666667,0.3806666667,0.3806666667
,2018-07-15 15:00,0.3921666667,0.3921666667,0.3921666667
,2018-07-15 16:00,0.3991666667,0.3991666667,0.3991666667
,2018-07-15 17:00,0.4815,0.4815,0.4815
,2018-07-15 18:00,0.7863333333,0.7863333333,0.7863333333
,2018-07-15 19:00,0.8145,0.8145,0.8145
,2018-07-15 20:00,0.8201666667,0.8201666667,0.8201666667
,2018-07-15 21:00,0.8701666667,0.8701666667,0.8701666667
,2018-07-15 22:00,0.882,0.882,0.882
,2018-07-15 23:00,0.8915,0.8915,0.8915
,2018-07-16 00:00,0.8778333333,0.8778333333,0.8778333333
,2018-07-16 01:00,0.7876666667,0.7876666667,0.7876666667
,2018-07-16 02:00,0.7711666667,0.7711666667,0.7711666667
,2018-07-16 03:00,0.809,0.809,0.809
,2018-07-16 04:00,0.791,0.791,0.791
,2018-07-16 05:00,0.867,0.867,0.867
,2018-07-16 06:00,0.8816666667,0.8816666667,0.8816666667
,2018-07-16 07:00,0.7013333333,0.7013333333,0.7013333333
,2018-07-16 08:00,0.6533333333,0.6533333333,0.6533333333
,2018-07-16 09:00,0.6111666667,0.6111666667,0.6111666667
,2018-07-16 10:00,0.573,0.573,0.573
,2018-07-16 11:00,0.5278333333,0.5278333333,0.5278333333
,2018-07-16 12:00,0.5655,0.5655,0.5655
,2018-07-16 13:00,0.6165,0.6165,0.6165
,2018-07-16 14:00,0.6096666667,0.6096666667,0.6096666667
,2018-07-16 15:00,0.606,0.606,0.606
,2018-07-16 16:00,0.6186666667,0.6186666667,0.6186666667
,2018-07-16 17:00,0.6613333333,0.6613333333,0.6613333333
,2018-07-16 18:00,0.7081666667,0.7081666667,0.7081666667
,2018-07-16 19:00,0.743,0.743,0.743
,2018-07-16 20:00,0.8015,0.8015,0.8015
,2018-07-16 21:00,0.7841666667,0.7841666667,0.7841666667
,2018-07-16 22:00,0.7816666667,0.7816666667,0.7816666667
,2018-07-16 23:00,0.7928333333,0.7928333333,0.7928333333
,2018-07-17 00:00,0.8445,0.8445,0.8445
,2018-07-17 01:00,0.8956666667,0.8956666667,0.8956666667
,2018-07-17 02:00,0.8778333333,0.8778333333,0.8778333333
,2018-07-17 03:00,0.8738333333,0.8738333333,0.8738333333
,2018-07-17 04:00,0.8243333333,0.8243333333,0.8243333333
,2018-07-17 05:00,0.7848333333,0.7848333333,0.7848333333
,2018-07-17 06:00,0.7576666667,0.7576666667,0.7576666667
,2018-07-17 07:00,0.7623333333,0.7623333333,0.7623333333
,2018-07-17 08:00,0.729,0.729,0.729
,2018-07-17 09:00,0.715,0.715,0.715
,2018-07-17 10:00,0.6841666667,0.6841666667,0.6841666667
,2018-07-17 11:00,0.6545,0.6545,0.6545
,2018-07-17 12:00,0.6275,0.6275,0.6275
,2018-07-17 13:00,0.6065,0.6065,0.6065
,2018-07-17 14:00,0.5716666667,0.5716666667,0.5716666667
,2018-07-17 15:00,0.5475,0.5475,0.5475
,2018-07-17 16:00,0.4836666667,0.4836666667,0.4836666667
,2018-07-17 17:00,0.4913333333,0.4913333333,0.4913333333
,2018-07-17 18:00,0.5056666667,0.5056666667,0.5056666667
,2018-07-17 19:00,0.5681666667,0.5681666667,0.5681666667
,2018-07-17 20:00,0.7591666667,0.7591666667,0.7591666667
,2018-07-17 21:00,0.8326666667,0.8326666667,0.8326666667
,2018-07-17 22:00,0.8606666667,0.8606666667,0.8606666667
,2018-07-17 23:00,0.8241666667,0.8241666667,0.8241666667
,2018-07-18 00:00,0.7406666667,0.7406666667,0.7406666667
,2018-07-18 01:00,0.7176666667,0.7176666667,0.7176666667
,2018-07-18 02:00,0.5771666667,0.5771666667,0.5771666667
,2018-07-18 03:00,0.5078333333,0.5078333333,0.5078333333
,2018-07-18 04:00,0.62,0.62,0.62
,2018-07-18 05:00,0.6338333333,0.6338333333,0.6338333333
,2018-07-18 06:00,0.5656666667,0.5656666667,0.5656666667
,2018-07-18 07:00,0.5838333333,0.5838333333,0.5838333333
,2018-07-18 08:00,0.5315,0.5315,0.5315
,2018-07-18 09:00,0.5291666667,0.5291666667,0.5291666667
,2018-07-18 10:00,0.5343333333,0.5343333333,0.5343333333
,2018-07-18 11:00,0.5228333333,0.5228333333,0.5228333333
,2018-07-18 12:00,0.475,0.475,0.475
,2018-07-18 13:00,0.4606666667,0.4606666667,0.4606666667
,2018-07-18 14:00,0.4625,0.4625,0.4625
,2018-07-18 15:00,0.445,0.445,0.445
,2018-07-18 16:00,0.4298333333,0.4298333333,0.4298333333
,2018-07-18 17:00,0.4403333333,0.4403333333,0.4403333333
,2018-07-18 18:00,0.5061666667,0.5061666667,0.5061666667
,2018-07-18 19:00,0.5196666667,0.5196666667,0.5196666667
,2018-07-18 20:00,0.6213333333,0.6213333333,0.6213333333
,2018-07-18 21:00,0.676,0.676,0.676
,2018-07-18 22:00,0.6728333333,0.6728333333,0.6728333333
,2018-07-18 23:00,0.57,0.57,0.57
,2018-07-19 00:00,0.5101666667,0.5101666667,0.5101666667
,2018-07-19 01:00,0.4878333333,0.4878333333,0.4878333333
,2018-07-19 02:00,0.4625,0.4625,0.4625
,2018-07-19 03:00,0.4591666667,0.4591666667,0.4591666667
,2018-07-19 04:00,0.4573333333,0.4573333333,0.4573333333
,2018-07-19 05:00,0.4535,0.4535,0.4535
,2018-07-19 06:00,0.4666666667,0.4666666667,0.4666666667
,2018-07-19 07:00,0.478,0.478,0.478
,2018-07-19 08:00,0.501,0.501,0.501
,2018-07-19 09:00,0.4995,0.4995,0.4995
,2018-07-19 10:00,0.4615,0.4615,0.4615
,2018-07-19 11:00,0.4668333333,0.4668333333,0.4668333333
,2018-07-19 12:00,0.4305,0.4305,0.4305
,2018-07-19 13:00,0.4436666667,0.4436666667,0.4436666667
,2018-07-19 14:00,0.433,0.433,0.433
,2018-07-19 15:00,0.4386666667,0.4386666667,0.4386666667
,2018-07-19 16:00,0.4358333333,0.4358333333,0.4358333333
,2018-07-19 17:00,0.4433333333,0.4433333333,0.4433333333
,2018-07-19 18:00,0.4665,0.4665,0.4665
,2018-07-19 19:00,0.4958333333,0.4958333333,0.4958333333
,2018-07-19 20:00,0.5756666667,0.5756666667,0.5756666667
,2018-07-19 21:00,0.6496666667,0.6496666667,0.6496666667
,2018-07-19 22:00,0.705,0.705,0.705
,2018-07-19 23:00,0.7216666667,0.7216666667,0.7216666667
,2018-07-20 00:00,0.6895,0.6895,0.6895
,2018-07-20 01:00,0.6231666667,0.6231666667,0.6231666667
,2018-07-20 02:00,0.5988333333,0.5988333333,0.5988333333
,2018-07-20 03:00,0.619,0.619,0.619
,2018-07-20 04:00,0.5938333333,0.5938333333,0.5938333333
,2018-07-20 05:00,0.584,0.584,0.584
,2018-07-20 06:00,0.6151666667,0.6151666667,0.6151666667
,2018-07-20 07:00,0.6355,0.6355,0.6355
,2018-07-20 08:00,0.5905,0.5905,0.5905
,2018-07-20 09:00,0.5918333333,0.5918333333,0.5918333333
,2018-07-20 10:00,0.648,0.648,0.648
,2018-07-20 11:00,0.5918333333,0.5918333333,0.5918333333
,2018-07-20 12:00,0.5868333333,0.5868333333,0.5868333333
,2018-07-20 13:00,0.5646666667,0.5646666667,0.5646666667
,2018-07-20 14:00,0.561,0.561,0.561
,2018-07-20 15:00,0.5608333333,0.5608333333,0.5608333333
,2018-07-20 16:00,0.5653333333,0.5653333333,0.5653333333
,2018-07-20 17:00,0.5386666667,0.5386666667,0.5386666667
,2018-07-20 18:00,0.5281666667,0.5281666667,0.5281666667
,2018-07-20 19:00,0.5096666667,0.5096666667,0.5096666667
,2018-07-20 20:00,0.5625,0.5625,0.5625
,2018-07-20 21:00,0.615,0.615,0.615
,2018-07-20 22:00,0.6746666667,0.6746666667,0.6746666667
,2018-07-20 23:00,0.7023333333,0.7023333333,0.7023333333
,2018-07-21 00:00,0.6966666667,0.6966666667,0.6966666667
,2018-07-21 01:00,0.7631666667,0.7631666667,0.7631666667
,2018-07-21 02:00,0.74,0.74,0.74
,2018-07-21 03:00,0.7563333333,0.7563333333,0.7563333333
,2018-07-21 04:00,0.624,0.624,0.624
,2018-07-21 05:00,0.586,0.586,0.586
,2018-07-21 06:00,0.5971666667,0.5971666667,0.5971666667
,2018-07-21 07:00,0.567,0.567,0.567
,2018-07-21 08:00,0.5668333333,0.5668333333,0.5668333333
,2018-07-21 09:00,0.5988333333,0.5988333333,0.5988333333
,2018-07-21 10:00,0.5803333333,0.5803333333,0.5803333333
,2018-07-21 11:00,0.5861666667,0.5861666667,0.5861666667
,2018-07-21 12:00,0.5218333333,0.5218333333,0.5218333333
,2018-07-21 13:00,0.5236666667,0.5236666667,0.5236666667
,2018-07-21 14:00,0.5443333333,0.5443333333,0.5443333333
,2018-07-21 15:00,0.5341666667,0.5341666667,0.5341666667
,2018-07-21 16:00,0.5733333333,0.5733333333,0.5733333333
,2018-07-21 17:00,0.6145,0.6145,0.6145
,2018-07-21 18:00,0.5668333333,0.5668333333,0.5668333333
,2018-07-21 19:00,0.5623333333,0.5623333333,0.5623333333
,2018-07-21 20:00,0.6135,0.6135,0.6135
,2018-07-21 21:00,0.6726666667,0.6726666667,0.6726666667
,2018-07-21 22:00,0.7703333333,0.7703333333,0.7703333333
,2018-07-21 23:00,0.82,0.82,0.82
,2018-07-22 00:00,0.8566666667,0.8566666667,0.8566666667
,2018-07-22 01:00,0.8806666667,0.8806666667,0.8806666667
,2018-07-22 02:00,0.8926666667,0.8926666667,0.8926666667
,2018-07-22 03:00,0.8976666667,0.8976666667,0.8976666667
,2018-07-22 04:00,0.9025,0.9025,0.9025
,2018-07-22 05:00,0.904,0.904,0.904
,2018-07-22 06:00,0.908,0.908,0.908
,2018-07-22 07:00,0.9063333333,0.9063333333,0.9063333333
,2018-07-22 08:00,0.886,0.886,0.886
,2018-07-22 09:00,0.8453333333,0.8453333333,0.8453333333
,2018-07-22 10:00,0.7903333333,0.7903333333,0.7903333333
,2018-07-22 11:00,0.8033333333,0.8033333333,0.8033333333
,2018-07-22 12:00,0.7258333333,0.7258333333,0.7258333333
,2018-07-22 13:00,0.6746666667,0.6746666667,0.6746666667
,2018-07-22 14:00,0.6283333333,0.6283333333,0.6283333333
,2018-07-22 15:00,0.7095,0.7095,0.7095
,2018-07-22 16:00,0.7348333333,0.7348333333,0.7348333333
,2018-07-22 17:00,0.7171666667,0.7171666667,0.7171666667
,2018-07-22 18:00,0.7,0.7,0.7
,2018-07-22 19:00,0.7388333333,0.7388333333,0.7388333333
,2018-07-22 20:00,0.7956666667,0.7956666667,0.7956666667
,2018-07-22 21:00,0.822,0.822,0.822
,2018-07-22 22:00,0.842,0.842,0.842
,2018-07-22 23:00,0.8725,0.8725,0.8725
,2018-07-23 00:00,0.8975,0.8975,0.8975
,2018-07-23 01:00,0.9056666667,0.9056666667,0.9056666667
,2018-07-23 02:00,0.91,0.91,0.91
,2018-07-23 03:00,0.9116666667,0.9116666667,0.9116666667
,2018-07-23 04:00,0.9131666667,0.9131666667,0.9131666667
,2018-07-23 05:00,0.8918333333,0.8918333333,0.8918333333
,2018-07-23 06:00,0.8825,0.8825,0.8825
,2018-07-23 07:00,0.9008333333,0.9008333333,0.9008333333
,2018-07-23 08:00,0.8478333333,0.8478333333,0.8478333333
,2018-07-23 09:00,0.7716666667,0.7716666667,0.7716666667
,2018-07-23 10:00,0.7625,0.7625,0.7625
,2018-07-23 11:00,0.7016666667,0.7016666667,0.7016666667
,2018-07-23 12:00,0.6548333333,0.6548333333,0.6548333333
,2018-07-23 13:00,0.6471666667,0.6471666667,0.6471666667
,2018-07-23 14:00,0.6311666667,0.6311666667,0.6311666667
,2018-07-23 15:00,0.6118333333,0.6118333333,0.6118333333
,2018-07-23 16:00,0.588,0.588,0.588
,2018-07-23 17:00,0.5858333333,0.5858333333,0.5858333333
,2018-07-23 18:00,0.5733333333,0.5733333333,0.5733333333
,2018-07-23 19:00,0.6056666667,0.6056666667,0.6056666667
,2018-07-23 20:00,0.6986666667,0.6986666667,0.6986666667
,2018-07-23 21:00,0.6248333333,0.6248333333,0.6248333333
,2018-07-23 22:00,0.581,0.581,0.581
,2018-07-23 23:00,0.5463333333,0.5463333333,0.5463333333
,2018-07-24 00:00,0.5818333333,0.5818333333,0.5818333333
,2018-07-24 01:00,0.6151666667,0.6151666667,0.6151666667
,2018-07-24 02:00,0.5973333333,0.5973333333,0.5973333333
,2018-07-24 03:00,0.5783333333,0.5783333333,0.5783333333
,2018-07-24 04:00,0.5786666667,0.5786666667,0.5786666667
,2018-07-24 05:00,0.607,0.607,0.607
,2018-07-24 06:00,0.6605,0.6605,0.6605
,2018-07-24 07:00,0.6866666667,0.6866666667,0.6866666667
,2018-07-24 08:00,0.6441666667,0.6441666667,0.6441666667
,2018-07-24 09:00,0.5916666667,0.5916666667,0.5916666667
,2018-07-24 10:00,0.5671666667,0.5671666667,0.5671666667
,2018-07-24 11:00,0.5535,0.5535,0.5535
,2018-07-24 12:00,0.5333333333,0.5333333333,0.5333333333
,2018-07-24 13:00,0.5121666667,0.5121666667,0.5121666667
,2018-07-24 14:00,0.5005,0.5005,0.5005
,2018-07-24 15:00,0.4986666667,0.4986666667,0.4986666667
,2018-07-24 16:00,0.493,0.493,0.493
,2018-07-24 17:00,0.4781666667,0.4781666667,0.4781666667
,2018-07-24 18:00,0.489,0.489,0.489
,2018-07-24 19:00,0.5255,0.5255,0.5255
,2018-07-24 20:00,0.6031666667,0.6031666667,0.6031666667
,2018-07-24 21:00,0.6596666667,0.6596666667,0.6596666667
,2018-07-24 22:00,0.601,0.601,0.601
,2018-07-24 23:00,0.567,0.567,0.567
,2018-07-25 00:00,0.5876666667,0.5876666667,0.5876666667
,2018-07-25 01:00,0.6325,0.6325,0.6325
,2018-07-25 02:00,0.632,0.632,0.632
,2018-07-25 03:00,0.612,0.612,0.612
,2018-07-25 04:00,0.5708333333,0.5708333333,0.5708333333
,2018-07-25 05:00,0.5738333333,0.5738333333,0.5738333333
,2018-07-25 06:00,0.5753333333,0.5753333333,0.5753333333
,2018-07-25 07:00,0.583,0.583,0.583
,2018-07-25 08:00,0.5426666667,0.5426666667,0.5426666667
,2018-07-25 09:00,0.521,0.521,0.521
,2018-07-25 10:00,0.5066666667,0.5066666667,0.5066666667
,2018-07-25 11:00,0.5028333333,0.5028333333,0.5028333333
,2018-07-25 12:00,0.52,0.52,0.52
,2018-07-25 13:00,0.5026666667,0.5026666667,0.5026666667
,2018-07-25 14:00,0.5193333333,0.5193333333,0.5193333333
,2018-07-25 15:00,0.5101666667,0.5101666667,0.5101666667
,2018-07-25 16:00,0.4886666667,0.4886666667,0.4886666667
,2018-07-25 17:00,0.555,0.555,0.555
,2018-07-25 18:00,0.5428333333,0.5428333333,0.5428333333
,2018-07-25 19:00,0.5746666667,0.5746666667,0.5746666667
,2018-07-25 20:00,0.6425,0.6425,0.6425
,2018-07-25 21:00,0.6665,0.6665,0.6665
,2018-07-25 22:00,0.6896666667,0.6896666667,0.6896666667
,2018-07-25 23:00,0.73,0.73,0.73
,2018-07-26 00:00,0.6771666667,0.6771666667,0.6771666667
,2018-07-26 01:00,0.622,0.622,0.622
,2018-07-26 02:00,0.5846666667,0.5846666667,0.5846666667
,2018-07-26 03:00,0.5818333333,0.5818333333,0.5818333333
,2018-07-26 04:00,0.5906666667,0.5906666667,0.5906666667
,2018-07-26 05:00,0.6043333333,0.6043333333,0.6043333333
,2018-07-26 06:00,0.6061666667,0.6061666667,0.6061666667
,2018-07-26 07:00,0.5388333333,0.5388333333,0.5388333333
,2018-07-26 08:00,0.5158333333,0.5158333333,0.5158333333
,2018-07-26 09:00,0.5281666667,0.5281666667,0.5281666667
,2018-07-26 10:00,0.581,0.581,0.581
,2018-07-26 11:00,0.619,0.619,0.619
,2018-07-26 12:00,0.579,0.579,0.579
,2018-07-26 13:00,0.5688333333,0.5688333333,0.5688333333
,2018-07-26 14:00,0.5495,0.5495,0.5495
,2018-07-26 15:00,0.5548333333,0.5548333333,0.5548333333
,2018-07-26 16:00,0.633,0.633,0.633
,2018-07-26 17:00,0.738,0.738,0.738
,2018-07-26 18:00,0.7675,0.7675,0.7675
,2018-07-26 19:00,0.6783333333,0.6783333333,0.6783333333
,2018-07-26 20:00,0.6475,0.6475,0.6475
,2018-07-26 21:00,0.6543333333,0.6543333333,0.6543333333
,2018-07-26 22:00,0.6548333333,0.6548333333,0.6548333333
,2018-07-26 23:00,0.6246666667,0.6246666667,0.6246666667
,2018-07-27 00:00,0.5905,0.5905,0.5905
,2018-07-27 01:00,0.5568333333,0.5568333333,0.5568333333
,2018-07-27 02:00,0.4931666667,0.4931666667,0.4931666667
,2018-07-27 03:00,0.4988333333,0.4988333333,0.4988333333
,2018-07-27 04:00,0.49,0.49,0.49
,2018-07-27 05:00,0.489,0.489,0.489
,2018-07-27 06:00,0.5095,0.5095,0.5095
,2018-07-27 07:00,0.5381666667,0.5381666667,0.5381666667
,2018-07-27 08:00,0.5155,0.5155,0.5155
,2018-07-27 09:00,0.4871666667,0.4871666667,0.4871666667
,2018-07-27 10:00,0.4695,0.4695,0.4695
,2018-07-27 11:00,0.4751666667,0.4751666667,0.4751666667
,2018-07-27 12:00,0.4675,0.4675,0.4675
,2018-07-27 13:00,0.4648333333,0.4648333333,0.4648333333
,2018-07-27 14:00,0.4491666667,0.4491666667,0.4491666667
,2018-07-27 15:00,0.4181666667,0.4181666667,0.4181666667
,2018-07-27 16:00,0.4156666667,0.4156666667,0.4156666667
,2018-07-27 17:00,0.4268333333,0.4268333333,0.4268333333
,2018-07-27 18:00,0.4613333333,0.4613333333,0.4613333333
,2018-07-27 19:00,0.5561666667,0.5561666667,0.5561666667
,2018-07-27 20:00,0.6786666667,0.6786666667,0.6786666667
,2018-07-27 21:00,0.7358333333,0.7358333333,0.7358333333
,2018-07-27 22:00,0.751,0.751,0.751
,2018-07-27 23:00,0.6976666667,0.6976666667,0.6976666667
,2018-07-28 00:00,0.7001666667,0.7001666667,0.7001666667
