@T,table,,,
@H,timestamp,val_1,val_2,val_3
ID,  ,1,2,3
,2018-05-27 12:00,0.457,0.457,0.457
,2018-05-27 13:00,0.4676666667,0.4676666667,0.4676666667
,2018-05-27 14:00,0.4843333333,0.4843333333,0.4843333333
,2018-05-27 15:00,0.4888333333,0.4888333333,0.4888333333
,2018-05-27 16:00,0.5461666667,0.5461666667,0.5461666667
,2018-05-27 17:00,0.581,0.581,0.581
,2018-05-27 18:00,0.6071666667,0.6071666667,0.6071666667
,2018-05-27 19:00,0.659,0.659,0.659
,2018-05-27 20:00,0.73,0.73,0.73
,2018-05-27 21:00,0.7718333333,0.7718333333,0.7718333333
,2018-05-27 22:00,0.7471666667,0.7471666667,0.7471666667
,2018-05-27 23:00,0.6885,0.6885,0.6885
,2018-05-28 00:00,0.7456666667,0.7456666667,0.7456666667
,2018-05-28 01:00,0.7655,0.7655,0.7655
,2018-05-28 02:00,0.8268333333,0.8268333333,0.8268333333
,2018-05-28 03:00,0.8195,0.8195,0.8195
,2018-05-28 04:00,0.8116666667,0.8116666667,0.8116666667
,2018-05-28 05:00,0.8001666667,0.8001666667,0.8001666667
,2018-05-28 06:00,0.8273333333,0.8273333333,0.8273333333
,2018-05-28 07:00,0.7888333333,0.7888333333,0.7888333333
,2018-05-28 08:00,0.7015,0.7015,0.7015
,2018-05-28 09:00,0.7346666667,0.7346666667,0.7346666667
,2018-05-28 10:00,0.6795,0.6795,0.6795
,2018-05-28 11:00,0.6726666667,0.6726666667,0.6726666667
,2018-05-28 12:00,0.6695,0.6695,0.6695
,2018-05-28 13:00,0.606,0.606,0.606
,2018-05-28 14:00,0.557,0.557,0.557
,2018-05-28 15:00,0.5613333333,0.5613333333,0.5613333333
,2018-05-28 16:00,0.6063333333,0.6063333333,0.6063333333
,2018-05-28 17:00,0.6096666667,0.6096666667,0.6096666667
,2018-05-28 18:00,0.6415,0.6415,0.6415
,2018-05-28 19:00,0.6821666667,0.6821666667,0.6821666667
,2018-05-28 20:00,0.7266666667,0.7266666667,0.7266666667
,2018-05-28 21:00,0.7721666667,0.7721666667,0.7721666667
,2018-05-28 22:00,0.779,0.779,0.779
,2018-05-28 23:00,0.8236666667,0.8236666667,0.8236666667
,2018-05-29 00:00,0.8635,0.8635,0.8635
,2018-05-29 01:00,0.877,0.877,0.877
,2018-05-29 02:00,0.8615,0.8615,0.8615
,2018-05-29 03:00,0.774,0.774,0.774
,2018-05-29 04:00,0.7568333333,0.7568333333,0.7568333333
,2018-05-29 05:00,0.7553333333,0.7553333333,0.7553333333
,2018-05-29 06:00,0.6918333333,0.6918333333,0.6918333333
,2018-05-29 07:00,0.685,0.685,0.685
,2018-05-29 08:00,0.6743333333,0.6743333333,0.6743333333
,2018-05-29 09:00,0.6631666667,0.6631666667,0.6631666667
,2018-05-29 10:00,0.6493333333,0.6493333333,0.6493333333
,2018-05-29 11:00,0.601,0.601,0.601
,2018-05-29 12:00,0.5788333333,0.5788333333,0.5788333333
,2018-05-29 13:00,0.5595,0.5595,0.5595
,2018-05-29 14:00,0.5406666667,0.5406666667,0.5406666667
,2018-05-29 15:00,0.5315,0.5315,0.5315
,2018-05-29 16:00,0.5731666667,0.5731666667,0.5731666667
,2018-05-29 17:00,0.5803333333,0.5803333333,0.5803333333
,2018-05-29 18:00,0.5953333333,0.5953333333,0.5953333333
,2018-05-29 19:00,0.6453333333,0.6453333333,0.6453333333
,2018-05-29 20:00,0.7066666667,0.7066666667,0.7066666667
,2018-05-29 21:00,0.6793333333,0.6793333333,0.6793333333
,2018-05-29 22:00,0.648,0.648,0.648
,2018-05-29 23:00,0.6611666667,0.6611666667,0.6611666667
,2018-05-30 00:00,0.7368333333,0.7368333333,0.7368333333
,2018-05-30 01:00,0.7821666667,0.7821666667,0.7821666667
,2018-05-30 02:00,0.732,0.732,0.732
,2018-05-30 03:00,0.7026666667,0.7026666667,0.7026666667
,2018-05-30 04:00,0.5795,0.5795,0.5795
,2018-05-30 05:00,0.5293333333,0.5293333333,0.5293333333
,2018-05-30 06:00,0.5518333333,0.5518333333,0.5518333333
,2018-05-30 07:00,0.5695,0.5695,0.5695
,2018-05-30 08:00,0.5905,0.5905,0.5905
,2018-05-30 09:00,0.5891666667,0.5891666667,0.5891666667
,2018-05-30 10:00,0.6348333333,0.6348333333,0.6348333333
,2018-05-30 11:00,0.657,0.657,0.657
,2018-05-30 12:00,0.6615,0.6615,0.6615
,2018-05-30 13:00,0.7223333333,0.7223333333,0.7223333333
,2018-05-30 14:00,0.7241666667,0.7241666667,0.7241666667
,2018-05-30 15:00,0.7265,0.7265,0.7265
,2018-05-30 16:00,0.7268333333,0.7268333333,0.7268333333
,2018-05-30 17:00,0.696,0.696,0.696
,2018-05-30 18:00,0.693,0.693,0.693
,2018-05-30 19:00,0.7251666667,0.7251666667,0.7251666667
,2018-05-30 20:00,0.813,0.813,0.813
,2018-05-30 21:00,0.7576666667,0.7576666667,0.7576666667
,2018-05-30 22:00,0.776,0.776,0.776
,2018-05-30 23:00,0.7196666667,0.7196666667,0.7196666667
,2018-05-31 00:00,0.7348333333,0.7348333333,0.7348333333
,2018-05-31 01:00,0.7323333333,0.7323333333,0.7323333333
,2018-05-31 02:00,0.7248333333,0.7248333333,0.7248333333
,2018-05-31 03:00,0.719,0.719,0.719
,2018-05-31 04:00,0.7526666667,0.7526666667,0.7526666667
,2018-05-31 05:00,0.7518333333,0.7518333333,0.7518333333
,2018-05-31 06:00,0.7376666667,0.7376666667,0.7376666667
,2018-05-31 07:00,0.7723333333,0.7723333333,0.7723333333
,2018-05-31 08:00,0.745,0.745,0.745
,2018-05-31 09:00,0.664,0.664,0.664
,2018-05-31 10:00,0.7005,0.7005,0.7005
,2018-05-31 11:00,0.7251666667,0.7251666667,0.7251666667
,2018-05-31 12:00,0.75,0.75,0.75
,2018-05-31 13:00,0.776,0.776,0.776
,2018-05-31 14:00,0.6466666667,0.6466666667,0.6466666667
,2018-05-31 15:00,0.569,0.569,0.569
,2018-05-31 16:00,0.5636666667,0.5636666667,0.5636666667
,2018-05-31 17:00,0.5953333333,0.5953333333,0.5953333333
,2018-05-31 18:00,0.645,0.645,0.645
,2018-05-31 19:00,0.7575,0.7575,0.7575
,2018-05-31 20:00,0.807,0.807,0.807
,2018-05-31 21:00,0.8571666667,0.8571666667,0.8571666667
,2018-05-31 22:00,0.881,0.881,0.881
,2018-05-31 23:00,0.8921666667,0.8921666667,0.8921666667
,2018-06-01 00:00,0.8981666667,0.8981666667,0.8981666667
,2018-06-01 01:00,0.8756666667,0.8756666667,0.8756666667
,2018-06-01 02:00,0.8683333333,0.8683333333,0.8683333333
,2018-06-01 03:00,0.857,0.857,0.857
,2018-06-01 04:00,0.8838333333,0.8838333333,0.8838333333
,2018-06-01 05:00,0.8806666667,0.8806666667,0.8806666667
,2018-06-01 06:00,0.8905,0.8905,0.8905
,2018-06-01 07:00,0.879,0.879,0.879
,2018-06-01 08:00,0.766,0.766,0.766
,2018-06-01 09:00,0.6665,0.6665,0.6665
,2018-06-01 10:00,0.6336666667,0.6336666667,0.6336666667
,2018-06-01 11:00,0.627,0.627,0.627
,2018-06-01 12:00,0.6128333333,0.6128333333,0.6128333333
,2018-06-01 13:00,0.6111666667,0.6111666667,0.6111666667
,2018-06-01 14:00,0.5851666667,0.5851666667,0.5851666667
,2018-06-01 15:00,0.5586666667,0.5586666667,0.5586666667
,2018-06-01 16:00,0.5678333333,0.5678333333,0.5678333333
,2018-06-01 17:00,0.5833333333,0.5833333333,0.5833333333
,2018-06-01 18:00,0.605,0.605,0.605
,2018-06-01 19:00,0.6605,0.6605,0.6605
,2018-06-01 20:00,0.7545,0.7545,0.7545
,2018-06-01 21:00,0.8215,0.8215,0.8215
,2018-06-01 22:00,0.8633333333,0.8633333333,0.8633333333
,2018-06-01 23:00,0.865,0.865,0.865
,2018-06-02 00:00,0.8365,0.8365,0.8365
,2018-06-02 01:00,0.7845,0.7845,0.7845
,2018-06-02 02:00,0.7283333333,0.7283333333,0.7283333333
,2018-06-02 03:00,0.7261666667,0.7261666667,0.7261666667
,2018-06-02 04:00,0.7393333333,0.7393333333,0.7393333333
,2018-06-02 05:00,0.7411666667,0.7411666667,0.7411666667
,2018-06-02 06:00,0.704,0.704,0.704
,2018-06-02 07:00,0.6405,0.6405,0.6405
,2018-06-02 08:00,0.5601666667,0.5601666667,0.5601666667
,2018-06-02 09:00,0.5383333333,0.5383333333,0.5383333333
,2018-06-02 10:00,0.5211666667,0.5211666667,0.5211666667
,2018-06-02 11:00,0.5266666667,0.5266666667,0.5266666667
,2018-06-02 12:00,0.5355,0.5355,0.5355
,2018-06-02 13:00,0.568,0.568,0.568
,2018-06-02 14:00,0.585,0.585,0.585
,2018-06-02 15:00,0.5538333333,0.5538333333,0.5538333333
,2018-06-02 16:00,0.5543333333,0.5543333333,0.5543333333
,2018-06-02 17:00,0.571,0.571,0.571
,2018-06-02 18:00,0.5925,0.5925,0.5925
,2018-06-02 19:00,0.6231666667,0.6231666667,0.6231666667
,2018-06-02 20:00,0.7085,0.7085,0.7085
,2018-06-02 21:00,0.7301666667,0.7301666667,0.7301666667
,2018-06-02 22:00,0.7383333333,0.7383333333,0.7383333333
,2018-06-02 23:00,0.738,0.738,0.738
,2018-06-03 00:00,0.651,0.651,0.651
,2018-06-03 01:00,0.5505,0.5505,0.5505
,2018-06-03 02:00,0.5265,0.5265,0.5265
,2018-06-03 03:00,0.5035,0.5035,0.5035
,2018-06-03 04:00,0.5048333333,0.5048333333,0.5048333333
,2018-06-03 05:00,0.511,0.511,0.511
,2018-06-03 06:00,0.5261666667,0.5261666667,0.5261666667
,2018-06-03 07:00,0.5588333333,0.5588333333,0.5588333333
,2018-06-03 08:00,0.5303333333,0.5303333333,0.5303333333
,2018-06-03 09:00,0.4866666667,0.4866666667,0.4866666667
,2018-06-03 10:00,0.465,0.465,0.465
,2018-06-03 11:00,0.4608333333,0.4608333333,0.4608333333
,2018-06-03 12:00,0.4646666667,0.4646666667,0.4646666667
,2018-06-03 13:00,0.4658333333,0.4658333333,0.4658333333
,2018-06-03 14:00,0.4251666667,0.4251666667,0.4251666667
,2018-06-03 15:00,0.4021666667,0.4021666667,0.4021666667
,2018-06-03 16:00,0.4303333333,0.4303333333,0.4303333333
,2018-06-03 17:00,0.46,0.46,0.46
,2018-06-03 18:00,0.4781666667,0.4781666667,0.4781666667
,2018-06-03 19:00,0.528,0.528,0.528
,2018-06-03 20:00,0.6018333333,0.6018333333,0.6018333333
,2018-06-03 21:00,0.645,0.645,0.645
,2018-06-03 22:00,0.756,0.756,0.756
,2018-06-03 23:00,0.7583333333,0.7583333333,0.7583333333
,2018-06-04 00:00,0.7526666667,0.7526666667,0.7526666667
,2018-06-04 01:00,0.7501666667,0.7501666667,0.7501666667
,2018-06-04 02:00,0.7588333333,0.7588333333,0.7588333333
,2018-06-04 03:00,0.7205,0.7205,0.7205
,2018-06-04 04:00,0.7486666667,0.7486666667,0.7486666667
,2018-06-04 05:00,0.7246666667,0.7246666667,0.7246666667
,2018-06-04 06:00,0.65,0.65,0.65
,2018-06-04 07:00,0.655,0.655,0.655
,2018-06-04 08:00,0.6386666667,0.6386666667,0.6386666667
,2018-06-04 09:00,0.6706666667,0.6706666667,0.6706666667
,2018-06-04 10:00,0.5683333333,0.5683333333,0.5683333333
,2018-06-04 11:00,0.5318333333,0.5318333333,0.5318333333
,2018-06-04 12:00,0.538,0.538,0.538
,2018-06-04 13:00,0.5445,0.5445,0.5445
,2018-06-04 14:00,0.5756666667,0.5756666667,0.5756666667
,2018-06-04 15:00,0.594,0.594,0.594
,2018-06-04 16:00,0.6276666667,0.6276666667,0.6276666667
,2018-06-04 17:00,0.793,0.793,0.793
,2018-06-04 18:00,0.8705,0.8705,0.8705
,2018-06-04 19:00,0.8738333333,0.8738333333,0.8738333333
,2018-06-04 20:00,0.8873333333,0.8873333333,0.8873333333
,2018-06-04 21:00,0.9005,0.9005,0.9005
,2018-06-04 22:00,0.8905,0.8905,0.8905
,2018-06-04 23:00,0.9043333333,0.9043333333,0.9043333333
,2018-06-05 00:00,0.9035,0.9035,0.9035
,2018-06-05 01:00,0.9105,0.9105,0.9105
,2018-06-05 02:00,0.917,0.917,0.917
,2018-06-05 03:00,0.9186666667,0.9186666667,0.9186666667
,2018-06-05 04:00,0.9163333333,0.9163333333,0.9163333333
,2018-06-05 05:00,0.9143333333,0.9143333333,0.9143333333
,2018-06-05 06:00,0.9013333333,0.9013333333,0.9013333333
,2018-06-05 07:00,0.8978333333,0.8978333333,0.8978333333
,2018-06-05 08:00,0.845,0.845,0.845
,2018-06-05 09:00,0.8048333333,0.8048333333,0.8048333333
,2018-06-05 10:00,0.7505,0.7505,0.7505
,2018-06-05 11:00,0.786,0.786,0.786
,2018-06-05 12:00,0.6856666667,0.6856666667,0.6856666667
,2018-06-05 13:00,0.676,0.676,0.676
,2018-06-05 14:00,0.6743333333,0.6743333333,0.6743333333
,2018-06-05 15:00,0.6363333333,0.6363333333,0.6363333333
,2018-06-05 16:00,0.5893333333,0.5893333333,0.5893333333
,2018-06-05 17:00,0.597,0.597,0.597
,2018-06-05 18:00,0.692,0.692,0.692
,2018-06-05 19:00,0.7806666667,0.7806666667,0.7806666667
,2018-06-05 20:00,0.8056666667,0.8056666667,0.8056666667
,2018-06-05 21:00,0.8353333333,0.8353333333,0.8353333333
,2018-06-05 22:00,0.8583333333,0.8583333333,0.8583333333
,2018-06-05 23:00,0.876,0.876,0.876
,2018-06-06 00:00,0.8858333333,0.8858333333,0.8858333333
,2018-06-06 01:00,0.891,0.891,0.891
,2018-06-06 02:00,0.8805,0.8805,0.8805
,2018-06-06 03:00,0.7805,0.7805,0.7805
,2018-06-06 04:00,0.8303333333,0.8303333333,0.8303333333
,2018-06-06 05:00,0.8338333333,0.8338333333,0.8338333333
,2018-06-06 06:00,0.8895,0.8895,0.8895
,2018-06-06 07:00,0.893,0.893,0.893
,2018-06-06 08:00,0.8641666667,0.8641666667,0.8641666667
,2018-06-06 09:00,0.7946666667,0.7946666667,0.7946666667
,2018-06-06 10:00,0.7511666667,0.7511666667,0.7511666667
,2018-06-06 11:00,0.7711666667,0.7711666667,0.7711666667
,2018-06-06 12:00,0.6833333333,0.6833333333,0.6833333333
,2018-06-06 13:00,0.6481666667,0.6481666667,0.6481666667
,2018-06-06 14:00,0.6061666667,0.6061666667,0.6061666667
,2018-06-06 15:00,0.5885,0.5885,0.5885
,2018-06-06 16:00,0.5985,0.5985,0.5985
,2018-06-06 17:00,0.6008333333,0.6008333333,0.6008333333
,2018-06-06 18:00,0.6035,0.6035,0.6035
,2018-06-06 19:00,0.7155,0.7155,0.7155
,2018-06-06 20:00,0.7916666667,0.7916666667,0.7916666667
,2018-06-06 21:00,0.8398333333,0.8398333333,0.8398333333
,2018-06-06 22:00,0.8518333333,0.8518333333,0.8518333333
,2018-06-06 23:00,0.797,0.797,0.797
,2018-06-07 00:00,0.7743333333,0.7743333333,0.7743333333
,2018-06-07 01:00,0.7381666667,0.7381666667,0.7381666667
,2018-06-07 02:00,0.666,0.666,0.666
,2018-06-07 03:00,0.6751666667,0.6751666667,0.6751666667
,2018-06-07 04:00,0.6523333333,0.6523333333,0.6523333333
,2018-06-07 05:00,0.6735,0.6735,0.6735
,2018-06-07 06:00,0.654,0.654,0.654
,2018-06-07 07:00,0.674,0.674,0.674
,2018-06-07 08:00,0.6335,0.6335,0.6335
,2018-06-07 09:00,0.6363333333,0.6363333333,0.6363333333
,2018-06-07 10:00,0.6211666667,0.6211666667,0.6211666667
,2018-06-07 11:00,0.6441666667,0.6441666667,0.6441666667
,2018-06-07 12:00,0.5976666667,0.5976666667,0.5976666667
,2018-06-07 13:00,0.6661666667,0.6661666667,0.6661666667
,2018-06-07 14:00,0.6648333333,0.6648333333,0.6648333333
,2018-06-07 15:00,0.6761666667,0.6761666667,0.6761666667
,2018-06-07 16:00,0.6365,0.6365,0.6365
,2018-06-07 17:00,0.5943333333,0.5943333333,0.5943333333
,2018-06-07 18:00,0.778,0.778,0.778
,2018-06-07 19:00,0.7926666667,0.7926666667,0.7926666667
,2018-06-07 20:00,0.7973333333,0.7973333333,0.7973333333
,2018-06-07 21:00,0.8621666667,0.8621666667,0.8621666667
,2018-06-07 22:00,0.8595,0.8595,0.8595
,2018-06-07 23:00,0.866,0.866,0.866
,2018-06-08 00:00,0.8588333333,0.8588333333,0.8588333333
,2018-06-08 01:00,0.8396666667,0.8396666667,0.8396666667
,2018-06-08 02:00,0.8988333333,0.8988333333,0.8988333333
,2018-06-08 03:00,0.8753333333,0.8753333333,0.8753333333
,2018-06-08 04:00,0.8866666667,0.8866666667,0.8866666667
,2018-06-08 05:00,0.812,0.812,0.812
,2018-06-08 06:00,0.8581666667,0.8581666667,0.8581666667
,2018-06-08 07:00,0.8551666667,0.8551666667,0.8551666667
,2018-06-08 08:00,0.8453333333,0.8453333333,0.8453333333
,2018-06-08 09:00,0.8005,0.8005,0.8005
,2018-06-08 10:00,0.7795,0.7795,0.7795
,2018-06-08 11:00,0.7458333333,0.7458333333,0.7458333333
,2018-06-08 12:00,0.713,0.713,0.713
,2018-06-08 13:00,0.681,0.681,0.681
,2018-06-08 14:00,0.7031666667,0.7031666667,0.7031666667
,2018-06-08 15:00,0.7035,0.7035,0.7035
,2018-06-08 16:00,0.7145,0.7145,0.7145
,2018-06-08 17:00,0.7523333333,0.7523333333,0.7523333333
,2018-06-08 18:00,0.8286666667,0.8286666667,0.8286666667
,2018-06-08 19:00,0.8826666667,0.8826666667,0.8826666667
,2018-06-08 20:00,0.8875,0.8875,0.8875
,2018-06-08 21:00,0.8953333333,0.8953333333,0.8953333333
,2018-06-08 22:00,0.8993333333,0.8993333333,0.8993333333
,2018-06-08 23:00,0.8913333333,0.8913333333,0.8913333333
,2018-06-09 00:00,0.9041666667,0.9041666667,0.9041666667
,2018-06-09 01:00,0.9118333333,0.9118333333,0.9118333333
,2018-06-09 02:00,0.92,0.92,0.92
,2018-06-09 03:00,0.9215,0.9215,0.9215
,2018-06-09 04:00,0.9193333333,0.9193333333,0.9193333333
,2018-06-09 05:00,0.9223333333,0.9223333333,0.9223333333
,2018-06-09 06:00,0.9241666667,0.9241666667,0.9241666667
,2018-06-09 07:00,0.924,0.924,0.924
,2018-06-09 08:00,0.9255,0.9255,0.9255
,2018-06-09 09:00,0.924,0.924,0.924
,2018-06-09 10:00,0.926,0.926,0.926
,2018-06-09 11:00,0.9228333333,0.9228333333,0.9228333333
,2018-06-09 12:00,0.879,0.879,0.879
,2018-06-09 13:00,0.8556666667,0.8556666667,0.8556666667
,2018-06-09 14:00,0.8831666667,0.8831666667,0.8831666667
,2018-06-09 15:00,0.8866666667,0.8866666667,0.8866666667
,2018-06-09 16:00,0.897,0.897,0.897
,2018-06-09 17:00,0.8706666667,0.8706666667,0.8706666667
,2018-06-09 18:00,0.8536666667,0.8536666667,0.8536666667
,2018-06-09 19:00,0.8585,0.8585,0.8585
,2018-06-09 20:00,0.878,0.878,0.878
,2018-06-09 21:00,0.893,0.893,0.893
,2018-06-09 22:00,0.8965,0.8965,0.8965
,2018-06-09 23:00,0.9038333333,0.9038333333,0.9038333333
,2018-06-10 00:00,0.9043333333,0.9043333333,0.9043333333
,2018-06-10 01:00,0.8905,0.8905,0.8905
,2018-06-10 02:00,0.8818333333,0.8818333333,0.8818333333
,2018-06-10 03:00,0.8535,0.8535,0.8535
,2018-06-10 04:00,0.7946666667,0.7946666667,0.7946666667
,2018-06-10 05:00,0.766,0.766,0.766
,2018-06-10 06:00,0.7788333333,0.7788333333,0.7788333333
,2018-06-10 07:00,0.8088333333,0.8088333333,0.8088333333
,2018-06-10 08:00,0.7431666667,0.7431666667,0.7431666667
,2018-06-10 09:00,0.7963333333,0.7963333333,0.7963333333
,2018-06-10 10:00,0.8628333333,0.8628333333,0.8628333333
,2018-06-10 11:00,0.858,0.858,0.858
,2018-06-10 12:00,0.7535,0.7535,0.7535
,2018-06-10 13:00,0.7126666667,0.7126666667,0.7126666667
,2018-06-10 14:00,0.6861666667,0.6861666667,0.6861666667
,2018-06-10 15:00,0.6061666667,0.6061666667,0.6061666667
,2018-06-10 16:00,0.5751666667,0.5751666667,0.5751666667
,2018-06-10 17:00,0.5776666667,0.5776666667,0.5776666667
,2018-06-10 18:00,0.6265,0.6265,0.6265
,2018-06-10 19:00,0.7146666667,0.7146666667,0.7146666667
,2018-06-10 20:00,0.7538333333,0.7538333333,0.7538333333
,2018-06-10 21:00,0.7436666667,0.7436666667,0.7436666667
,2018-06-10 22:00,0.7625,0.7625,0.7625
,2018-06-10 23:00,0.7408333333,0.7408333333,0.7408333333
,2018-06-11 00:00,0.7065,0.7065,0.7065
,2018-06-11 01:00,0.7008333333,0.7008333333,0.7008333333
,2018-06-11 02:00,0.679,0.679,0.679
,2018-06-11 03:00,0.6771666667,0.6771666667,0.6771666667
,2018-06-11 04:00,0.7108333333,0.7108333333,0.7108333333
,2018-06-11 05:00,0.6693333333,0.6693333333,0.6693333333
,2018-06-11 06:00,0.7025,0.7025,0.7025
,2018-06-11 07:00,0.6916666667,0.6916666667,0.6916666667
,2018-06-11 08:00,0.5375,0.5375,0.5375
,2018-06-11 09:00,0.484,0.484,0.484
,2018-06-11 10:00,0.4595,0.4595,0.4595
,2018-06-11 11:00,0.4736666667,0.4736666667,0.4736666667
,2018-06-11 12:00,0.4705,0.4705,0.4705
,2018-06-11 13:00,0.471,0.471,0.471
,2018-06-11 14:00,0.5035,0.5035,0.5035
,2018-06-11 15:00,0.5131666667,0.5131666667,0.5131666667
,2018-06-11 16:00,0.5328333333,0.5328333333,0.5328333333
,2018-06-11 17:00,0.5645,0.5645,0.5645
,2018-06-11 18:00,0.6175,0.6175,0.6175
,2018-06-11 19:00,0.657,0.657,0.657
,2018-06-11 20:00,0.697,0.697,0.697
,2018-06-11 21:00,0.7501666667,0.7501666667,0.7501666667
,2018-06-11 22:00,0.7783333333,0.7783333333,0.7783333333
,2018-06-11 23:00,0.7905,0.7905,0.7905
,2018-06-12 00:00,0.7926666667,0.7926666667,0.7926666667
,2018-06-12 01:00,0.7623333333,0.7623333333,0.7623333333
,2018-06-12 02:00,0.7788333333,0.7788333333,0.7788333333
,2018-06-12 03:00,0.8345,0.8345,0.8345
,2018-06-12 04:00,0.7613333333,0.7613333333,0.7613333333
,2018-06-12 05:00,0.7578333333,0.7578333333,0.7578333333
,2018-06-12 06:00,0.7398333333,0.7398333333,0.7398333333
,2018-06-12 07:00,0.7361666667,0.7361666667,0.7361666667
,2018-06-12 08:00,0.755,0.755,0.755
,2018-06-12 09:00,0.7106666667,0.7106666667,0.7106666667
,2018-06-12 10:00,0.6903333333,0.6903333333,0.6903333333
,2018-06-12 11:00,0.714,0.714,0.714
,2018-06-12 12:00,0.6756666667,0.6756666667,0.6756666667
,2018-06-12 13:00,0.6365,0.6365,0.6365
,2018-06-12 14:00,0.601,0.601,0.601
,2018-06-12 15:00,0.6493333333,0.6493333333,0.6493333333
,2018-06-12 16:00,0.7176666667,0.7176666667,0.7176666667
,2018-06-12 17:00,0.7191666667,0.7191666667,0.7191666667
,2018-06-12 18:00,0.8071666667,0.8071666667,0.8071666667
,2018-06-12 19:00,0.8235,0.8235,0.8235
,2018-06-12 20:00,0.8588333333,0.8588333333,0.8588333333
,2018-06-12 21:00,0.8885,0.8885,0.8885
,2018-06-12 22:00,0.903,0.903,0.903
,2018-06-12 23:00,0.9111666667,0.9111666667,0.9111666667
,2018-06-13 00:00,0.913,0.913,0.913
,2018-06-13 01:00,0.9176666667,0.9176666667,0.9176666667
,2018-06-13 02:00,0.921,0.921,0.921
,2018-06-13 03:00,0.9205,0.9205,0.9205
,2018-06-13 04:00,0.9236666667,0.9236666667,0.9236666667
,2018-06-13 05:00,0.9238333333,0.9238333333,0.9238333333
,2018-06-13 06:00,0.926,0.926,0.926
,2018-06-13 07:00,0.9266666667,0.9266666667,0.9266666667
,2018-06-13 08:00,0.9253333333,0.9253333333,0.9253333333
,2018-06-13 09:00,0.9233333333,0.9233333333,0.9233333333
,2018-06-13 10:00,0.8813333333,0.8813333333,0.8813333333
,2018-06-13 11:00,0.7641666667,0.7641666667,0.7641666667
,2018-06-13 12:00,0.6721666667,0.6721666667,0.6721666667
,2018-06-13 13:00,0.7376666667,0.7376666667,0.7376666667
,2018-06-13 14:00,0.8435,0.8435,0.8435
,2018-06-13 15:00,0.8751666667,0.8751666667,0.8751666667
,2018-06-13 16:00,0.8831666667,0.8831666667,0.8831666667
,2018-06-13 17:00,0.8576666667,0.8576666667,0.8576666667
,2018-06-13 18:00,0.8525,0.8525,0.8525
,2018-06-13 19:00,0.8755,0.8755,0.8755
,2018-06-13 20:00,0.8685,0.8685,0.8685
,2018-06-13 21:00,0.894,0.894,0.894
,2018-06-13 22:00,0.904,0.904,0.904
,2018-06-13 23:00,0.899,0.899,0.899
,2018-06-14 00:00,0.8718333333,0.8718333333,0.8718333333
,2018-06-14 01:00,0.842,0.842,0.842
,2018-06-14 02:00,0.876,0.876,0.876
,2018-06-14 03:00,0.8816666667,0.8816666667,0.8816666667
,2018-06-14 04:00,0.8631666667,0.8631666667,0.8631666667
,2018-06-14 05:00,0.8878333333,0.8878333333,0.8878333333
,2018-06-14 06:00,0.9076666667,0.9076666667,0.9076666667
,2018-06-14 07:00,0.8908333333,0.8908333333,0.8908333333
,2018-06-14 08:00,0.8856666667,0.8856666667,0.8856666667
,2018-06-14 09:00,0.8503333333,0.8503333333,0.8503333333
,2018-06-14 10:00,0.8393333333,0.8393333333,0.8393333333
,2018-06-14 11:00,0.8033333333,0.8033333333,0.8033333333
,2018-06-14 12:00,0.7756666667,0.7756666667,0.7756666667
,2018-06-14 13:00,0.7546666667,0.7546666667,0.7546666667
,2018-06-14 14:00,0.7791666667,0.7791666667,0.7791666667
,2018-06-14 15:00,0.7668333333,0.7668333333,0.7668333333
,2018-06-14 16:00,0.7488333333,0.7488333333,0.7488333333
,2018-06-14 17:00,0.7573333333,0.7573333333,0.7573333333
,2018-06-14 18:00,0.8143333333,0.8143333333,0.8143333333
,2018-06-14 19:00,0.793,0.793,0.793
,2018-06-14 20:00,0.742,0.742,0.742
,2018-06-14 21:00,0.7786666667,0.7786666667,0.7786666667
,2018-06-14 22:00,0.808,0.808,0.808
,2018-06-14 23:00,0.8148333333,0.8148333333,0.8148333333
,2018-06-15 00:00,0.7966666667,0.7966666667,0.7966666667
,2018-06-15 01:00,0.8131666667,0.8131666667,0.8131666667
,2018-06-15 02:00,0.8166666667,0.8166666667,0.8166666667
,2018-06-15 03:00,0.8208333333,0.8208333333,0.8208333333
,2018-06-15 04:00,0.8163333333,0.8163333333,0.8163333333
,2018-06-15 05:00,0.8163333333,0.8163333333,0.8163333333
,2018-06-15 06:00,0.816,0.816,0.816
,2018-06-15 07:00,0.8111666667,0.8111666667,0.8111666667
,2018-06-15 08:00,0.795,0.795,0.795
,2018-06-15 09:00,0.7423333333,0.7423333333,0.7423333333
,2018-06-15 10:00,0.7153333333,0.7153333333,0.7153333333
,2018-06-15 11:00,0.711,0.711,0.711
,2018-06-15 12:00,0.728,0.728,0.728
,2018-06-15 13:00,0.7146666667,0.7146666667,0.7146666667
,2018-06-15 14:00,0.7211666667,0.7211666667,0.7211666667
,2018-06-15 15:00,0.7265,0.7265,0.7265
,2018-06-15 16:00,0.7176666667,0.7176666667,0.7176666667
,2018-06-15 17:00,0.6913333333,0.6913333333,0.6913333333
,2018-06-15 18:00,0.6528333333,0.6528333333,0.6528333333
,2018-06-15 19:00,0.6786666667,0.6786666667,0.6786666667
,2018-06-15 20:00,0.7228333333,0.7228333333,0.7228333333
,2018-06-15 21:00,0.7386666667,0.7386666667,0.7386666667
